Key_CodePeriodDType,Code,Period,DataType,Value_Scot_Mean,Numerator_Scot_Mean,Denominator_Scot_Mean,Value_Scot_Median,Numerator_Scot_Median,Denominator_Scot_Median,Scot_NumDenAv
CHN 19a2022-23Real_Annual,CHN 19a,2022-23,Real_Annual,0.9059375000000001,,,0.91,,,
CHN 19b2010-11Cash_Annual,CHN 19b,2010-11,Cash_Annual,0.86749375,,,0.87885,,,
CHN 19b2010-11Real_Annual,CHN 19b,2010-11,Real_Annual,0.86749375,,,0.87885,,,
CHN 19b2012-13Cash_Annual,CHN 19b,2012-13,Cash_Annual,0.8880375,,,0.88925,,,
CHN 19b2012-13Real_Annual,CHN 19b,2012-13,Real_Annual,0.8880375,,,0.88925,,,
CHN 19b2014-15Cash_Annual,CHN 19b,2014-15,Cash_Annual,0.88625,,,0.89,,,
CHN 19b2014-15Real_Annual,CHN 19b,2014-15,Real_Annual,0.88625,,,0.89,,,
CHN 19b2016-17Cash_Annual,CHN 19b,2016-17,Cash_Annual,0.87939375,,,0.8866499999999999,,,
CHN 19b2016-17Real_Annual,CHN 19b,2016-17,Real_Annual,0.87939375,,,0.8866499999999999,,,
CHN 19b2018-19Cash_Annual,CHN 19b,2018-19,Cash_Annual,0.867965625,,,0.8647,,,
CHN 19b2018-19Real_Annual,CHN 19b,2018-19,Real_Annual,0.867965625,,,0.8647,,,
CHN 19b2020-21Cash_Annual,CHN 19b,2020-21,Cash_Annual,0.879575,,,0.8826499999999999,,,
CHN 19b2020-21Real_Annual,CHN 19b,2020-21,Real_Annual,0.879575,,,0.8826499999999999,,,
CHN 20a2010-11Cash_Annual,CHN 20a,2010-11,Cash_Annual,37.4415625,,,36.004999999999995,,,
CHN 20a2010-11Real_Annual,CHN 20a,2010-11,Real_Annual,37.4415625,,,36.004999999999995,,,
CHN 20a2012-13Cash_Annual,CHN 20a,2012-13,Cash_Annual,30.5625,,,29.5,,,
CHN 20a2012-13Real_Annual,CHN 20a,2012-13,Real_Annual,30.5625,,,29.5,,,
CHN 20a2014-15Cash_Annual,CHN 20a,2014-15,Cash_Annual,25.446875,,,23.65,,,
CHN 20a2014-15Real_Annual,CHN 20a,2014-15,Real_Annual,25.446875,,,23.65,,,
CHN 20a2016-17Cash_Annual,CHN 20a,2016-17,Cash_Annual,24.8190625,,,22.634999999999998,,,
CHN 20a2016-17Real_Annual,CHN 20a,2016-17,Real_Annual,24.8190625,,,22.634999999999998,,,
CHN 20a2018-19Cash_Annual,CHN 20a,2018-19,Cash_Annual,20.0590625,,,19.924999999999997,,,
CHN 20a2018-19Real_Annual,CHN 20a,2018-19,Real_Annual,20.0590625,,,19.924999999999997,,,
CHN 20a2020-21Cash_Annual,CHN 20a,2020-21,Cash_Annual,11.96206896551724,,,12.64,,,
CHN 20a2020-21Real_Annual,CHN 20a,2020-21,Real_Annual,11.96206896551724,,,12.64,,,
CHN 20a2022-23Cash_Annual,CHN 20a,2022-23,Cash_Annual,16.33649375,,,16.4919,,,
CHN 20a2022-23Real_Annual,CHN 20a,2022-23,Real_Annual,16.33649375,,,16.4919,,,
CHN 20b2010-11Cash_Annual,CHN 20b,2010-11,Cash_Annual,356.96299999999997,,,333.56,,,
CHN 20b2010-11Real_Annual,CHN 20b,2010-11,Real_Annual,356.96299999999997,,,333.56,,,
CHN 20b2012-13Cash_Annual,CHN 20b,2012-13,Cash_Annual,279.4022580645161,,,260.27,,,
CHN 20b2012-13Real_Annual,CHN 20b,2012-13,Real_Annual,279.4022580645161,,,260.27,,,
CHN 20b2014-15Cash_Annual,CHN 20b,2014-15,Cash_Annual,248.20499999999998,,,252.115,,,
CHN 20b2014-15Real_Annual,CHN 20b,2014-15,Real_Annual,248.20499999999998,,,252.115,,,
CHN 20b2016-17Cash_Annual,CHN 20b,2016-17,Cash_Annual,211.26862068965517,,,229.03,,,
CHN 20b2016-17Real_Annual,CHN 20b,2016-17,Real_Annual,211.26862068965517,,,229.03,,,
CHN 20b2018-19Cash_Annual,CHN 20b,2018-19,Cash_Annual,155.817,,,158.91,,,
CHN 20b2018-19Real_Annual,CHN 20b,2018-19,Real_Annual,155.817,,,158.91,,,
CHN 20b2020-21Cash_Annual,CHN 20b,2020-21,Cash_Annual,95.56384615384614,,,76.225,,,
CHN 20b2020-21Real_Annual,CHN 20b,2020-21,Real_Annual,95.56384615384614,,,76.225,,,
CHN 212015-16Cash_Annual,CHN 21,2015-16,Cash_Annual,0.91196875,,,0.9065000000000001,,,
CHN 212015-16Real_Annual,CHN 21,2015-16,Real_Annual,0.91196875,,,0.9065000000000001,,,
CHN 212016-17Cash_Annual,CHN 21,2016-17,Cash_Annual,0.91815625,,,0.9165000000000001,,,
CHN 212016-17Real_Annual,CHN 21,2016-17,Real_Annual,0.91815625,,,0.9165000000000001,,,
CHN 212017-18Cash_Annual,CHN 21,2017-18,Cash_Annual,0.925125,,,0.922,,,
CHN 212017-18Real_Annual,CHN 21,2017-18,Real_Annual,0.925125,,,0.922,,,
CHN 212018-19Cash_Annual,CHN 21,2018-19,Cash_Annual,0.9220669485472396,,,0.9185799144624375,,,
CHN 212018-19Real_Annual,CHN 21,2018-19,Real_Annual,0.9220669485472396,,,0.9185799144624375,,,
CHN 212019-20Cash_Annual,CHN 21,2019-20,Cash_Annual,0.9269491575241096,,,0.9240181767014646,,,
CHN 212019-20Real_Annual,CHN 21,2019-20,Real_Annual,0.9269491575241096,,,0.9240181767014646,,,
CHN 212020-21Cash_Annual,CHN 21,2020-21,Cash_Annual,0.9266345469371938,,,0.925833478419685,,,
CHN 212020-21Real_Annual,CHN 21,2020-21,Real_Annual,0.9266345469371938,,,0.925833478419685,,,
CHN 212021-22Cash_Annual,CHN 21,2021-22,Cash_Annual,0.9288136128033617,,,0.9325106917759169,,,
CHN 212021-22Real_Annual,CHN 21,2021-22,Real_Annual,0.9288136128033617,,,0.9325106917759169,,,
CHN 212022-23Cash_Annual,CHN 21,2022-23,Cash_Annual,0.9472297601201763,,,0.9486106132710199,,,
CHN 212022-23Real_Annual,CHN 21,2022-23,Real_Annual,0.9472297601201763,,,0.9486106132710199,,,
CHN 222012-13Cash_Annual,CHN 22,2012-13,Cash_Annual,0.06259836435898007,,,0.0625,,,
CHN 222012-13Real_Annual,CHN 22,2012-13,Real_Annual,0.06259836435898007,,,0.0625,,,
CHN 222013-14Cash_Annual,CHN 22,2013-14,Cash_Annual,0.06527184624387428,,,0.0621345029239766,,,
CHN 222013-14Real_Annual,CHN 22,2013-14,Real_Annual,0.06527184624387428,,,0.0621345029239766,,,
CHN 222014-15Cash_Annual,CHN 22,2014-15,Cash_Annual,0.06412774274812998,,,0.0655637254901961,,,
CHN 222014-15Real_Annual,CHN 22,2014-15,Real_Annual,0.06412774274812998,,,0.0655637254901961,,,
CHN 222015-16Cash_Annual,CHN 22,2015-16,Cash_Annual,0.08556170388424279,,,0.0522141119221411,,,
CHN 222015-16Real_Annual,CHN 22,2015-16,Real_Annual,0.08556170388424279,,,0.0522141119221411,,,
CHN 222016-17Cash_Annual,CHN 22,2016-17,Cash_Annual,0.07577281136171533,,,0.06053565834812574,,,
CHN 222016-17Real_Annual,CHN 22,2016-17,Real_Annual,0.07577281136171533,,,0.06053565834812574,,,
CHN 222017-18Cash_Annual,CHN 22,2017-18,Cash_Annual,0.05664867378285998,,,0.046624331550802145,,,
CHN 222017-18Real_Annual,CHN 22,2017-18,Real_Annual,0.05664867378285998,,,0.046624331550802145,,,
CHN 222018-19Cash_Annual,CHN 22,2018-19,Cash_Annual,0.0644182843547322,,,0.06040965207631875,,,
CHN 222018-19Real_Annual,CHN 22,2018-19,Real_Annual,0.0644182843547322,,,0.06040965207631875,,,
CHN 222019-20Cash_Annual,CHN 22,2019-20,Cash_Annual,0.07998194965757752,,,0.07649082568807339,,,
CHN 222019-20Real_Annual,CHN 22,2019-20,Real_Annual,0.07998194965757752,,,0.07649082568807339,,,
CHN 222020-21Cash_Annual,CHN 22,2020-21,Cash_Annual,0.0613237447578481,,,0.06003989361702125,,,
CHN 222020-21Real_Annual,CHN 22,2020-21,Real_Annual,0.0613237447578481,,,0.06003989361702125,,,
CHN 222021-22Cash_Annual,CHN 22,2021-22,Cash_Annual,0.07952951932693353,,,0.07743224678406396,,,
CHN 222021-22Real_Annual,CHN 22,2021-22,Real_Annual,0.07952951932693353,,,0.07743224678406396,,,
CHN 222022-23Cash_Annual,CHN 22,2022-23,Cash_Annual,0.05130820612771774,,,0.039297945205479454,,,
CHN 222022-23Real_Annual,CHN 22,2022-23,Real_Annual,0.05130820612771774,,,0.039297945205479454,,,
CHN 232010-11Cash_Annual,CHN 23,2010-11,Cash_Annual,0.23442504780237328,,,0.237867201695942,,,
CHN 232010-11Real_Annual,CHN 23,2010-11,Real_Annual,0.23442504780237328,,,0.237867201695942,,,
CHN 232011-12Cash_Annual,CHN 23,2011-12,Cash_Annual,0.23220434050076874,,,0.222097714029583,,,
CHN 232011-12Real_Annual,CHN 23,2011-12,Real_Annual,0.23220434050076874,,,0.222097714029583,,,
CHN 232012-13Cash_Annual,CHN 23,2012-13,Cash_Annual,0.2378817819237094,,,0.228630777313769,,,
CHN 232012-13Real_Annual,CHN 23,2012-13,Real_Annual,0.2378817819237094,,,0.228630777313769,,,
CHN 232013-14Cash_Annual,CHN 23,2013-14,Cash_Annual,0.24280048178472105,,,0.230185578676811,,,
CHN 232013-14Real_Annual,CHN 23,2013-14,Real_Annual,0.24280048178472105,,,0.230185578676811,,,
CHN 232014-15Cash_Annual,CHN 23,2014-15,Cash_Annual,0.24564376116264655,,,0.21913875598086102,,,
CHN 232014-15Real_Annual,CHN 23,2014-15,Real_Annual,0.24564376116264655,,,0.21913875598086102,,,
CHN 232015-16Cash_Annual,CHN 23,2015-16,Cash_Annual,0.23947666086532082,,,0.2198478406802415,,,
CHN 232015-16Real_Annual,CHN 23,2015-16,Real_Annual,0.23947666086532082,,,0.2198478406802415,,,
CHN 232016-17Cash_Annual,CHN 23,2016-17,Cash_Annual,0.22959702437780533,,,0.216571699905033,,,
CHN 232016-17Real_Annual,CHN 23,2016-17,Real_Annual,0.22959702437780533,,,0.216571699905033,,,
CHN 232017-18Cash_Annual,CHN 23,2017-18,Cash_Annual,0.2289921490242324,,,0.235306807286673,,,
CHN 232017-18Real_Annual,CHN 23,2017-18,Real_Annual,0.2289921490242324,,,0.235306807286673,,,
CHN 232018-19Cash_Annual,CHN 23,2018-19,Cash_Annual,0.22174247975934688,,,0.211524451677904,,,
CHN 232018-19Real_Annual,CHN 23,2018-19,Real_Annual,0.22174247975934688,,,0.211524451677904,,,
CHN 232019-20Cash_Annual,CHN 23,2019-20,Cash_Annual,0.1896627435258933,,,0.1854450875017225,,,
CHN 232019-20Real_Annual,CHN 23,2019-20,Real_Annual,0.1896627435258933,,,0.1854450875017225,,,
CHN 232020-21Cash_Annual,CHN 23,2020-21,Cash_Annual,0.18139218515344632,,,0.1829830467352075,,,
CHN 232020-21Real_Annual,CHN 23,2020-21,Real_Annual,0.18139218515344632,,,0.1829830467352075,,,
CHN 232021-22Cash_Annual,CHN 23,2021-22,Cash_Annual,0.1737479866360945,,,0.1850052007023745,,,
CHN 232021-22Real_Annual,CHN 23,2021-22,Real_Annual,0.1737479866360945,,,0.1850052007023745,,,
CHN 232022-23Cash_Annual,CHN 23,2022-23,Cash_Annual,0.1743275983863059,,,0.167777777777778,,,
CHN 232022-23Real_Annual,CHN 23,2022-23,Real_Annual,0.1743275983863059,,,0.167777777777778,,,
CHN 242014-15Cash_Annual,CHN 24,2014-15,Cash_Annual,0.20909472368657597,,,0.212034709751606,,,
CHN 242014-15Real_Annual,CHN 24,2014-15,Real_Annual,0.20909472368657597,,,0.212034709751606,,,
CHN 242015-16Cash_Annual,CHN 24,2015-16,Cash_Annual,0.22079745028167966,,,0.2229815125465395,,,
CHN 242015-16Real_Annual,CHN 24,2015-16,Real_Annual,0.22079745028167966,,,0.2229815125465395,,,
CHN 242016-17Cash_Annual,CHN 24,2016-17,Cash_Annual,0.22664034040644765,,,0.23045002669095999,,,
CHN 242016-17Real_Annual,CHN 24,2016-17,Real_Annual,0.22664034040644765,,,0.23045002669095999,,,
CHN 242017-18Cash_Annual,CHN 24,2017-18,Cash_Annual,0.23433672124519944,,,0.23796042799949652,,,
CHN 242017-18Real_Annual,CHN 24,2017-18,Real_Annual,0.23433672124519944,,,0.23796042799949652,,,
CHN 242018-19Cash_Annual,CHN 24,2018-19,Cash_Annual,0.22407194692641497,,,0.2255145981907845,,,
CHN 242018-19Real_Annual,CHN 24,2018-19,Real_Annual,0.22407194692641497,,,0.2255145981907845,,,
CHN 242019-20Cash_Annual,CHN 24,2019-20,Cash_Annual,0.23510510800406334,,,0.238532915711403,,,
CHN 242019-20Real_Annual,CHN 24,2019-20,Real_Annual,0.23510510800406334,,,0.238532915711403,,,
CHN 242020-21Cash_Annual,CHN 24,2020-21,Cash_Annual,0.20062644081190228,,,0.197943814098835,,,
CHN 242020-21Real_Annual,CHN 24,2020-21,Real_Annual,0.20062644081190228,,,0.197943814098835,,,
CHN 242021-22Cash_Annual,CHN 24,2021-22,Cash_Annual,0.2305210838094353,,,0.2336023226380345,,,
CHN 242021-22Real_Annual,CHN 24,2021-22,Real_Annual,0.2305210838094353,,,0.2336023226380345,,,
CHN 242022-23Real_Annual,CHN 24,2022-23,Real_Annual,0.23565625,,,0.2375,,,
CLIM 012010-11Cash_Annual,CLIM 01,2010-11,Cash_Annual,8.671308023500242,,,7.258816671711865,,,
CLIM 012010-11Real_Annual,CLIM 01,2010-11,Real_Annual,8.671308023500242,,,7.258816671711865,,,
CLIM 012011-12Cash_Annual,CLIM 01,2011-12,Cash_Annual,7.915085028340296,,,6.47512696839972,,,
CLIM 012011-12Real_Annual,CLIM 01,2011-12,Real_Annual,7.915085028340296,,,6.47512696839972,,,
CLIM 012012-13Cash_Annual,CLIM 01,2012-13,Cash_Annual,8.109275398497205,,,6.778546874659774,,,
CLIM 012012-13Real_Annual,CLIM 01,2012-13,Real_Annual,8.109275398497205,,,6.778546874659774,,,
CLIM 012013-14Cash_Annual,CLIM 01,2013-14,Cash_Annual,7.88327130383603,,,6.59641741340582,,,
CLIM 012013-14Real_Annual,CLIM 01,2013-14,Real_Annual,7.88327130383603,,,6.59641741340582,,,
CLIM 012014-15Cash_Annual,CLIM 01,2014-15,Cash_Annual,7.113950579164643,,,5.843189976404631,,,
CLIM 012014-15Real_Annual,CLIM 01,2014-15,Real_Annual,7.113950579164643,,,5.843189976404631,,,
CLIM 012015-16Cash_Annual,CLIM 01,2015-16,Cash_Annual,7.048315802349982,,,5.91370330624377,,,
CLIM 012015-16Real_Annual,CLIM 01,2015-16,Real_Annual,7.048315802349982,,,5.91370330624377,,,
CLIM 012016-17Cash_Annual,CLIM 01,2016-17,Cash_Annual,6.631960212907535,,,5.467299615492475,,,
CLIM 012016-17Real_Annual,CLIM 01,2016-17,Real_Annual,6.631960212907535,,,5.467299615492475,,,
CLIM 012017-18Cash_Annual,CLIM 01,2017-18,Cash_Annual,6.484660007664204,,,5.150454849777815,,,
CLIM 012017-18Real_Annual,CLIM 01,2017-18,Real_Annual,6.484660007664204,,,5.150454849777815,,,
CLIM 012018-19Cash_Annual,CLIM 01,2018-19,Cash_Annual,6.393331209768547,,,5.08868178841763,,,
CLIM 012018-19Real_Annual,CLIM 01,2018-19,Real_Annual,6.393331209768547,,,5.08868178841763,,,
CLIM 012019-20Cash_Annual,CLIM 01,2019-20,Cash_Annual,6.275474414521055,,,5.149020710239524,,,
CLIM 012019-20Real_Annual,CLIM 01,2019-20,Real_Annual,6.275474414521055,,,5.149020710239524,,,
CLIM 012020-21Cash_Annual,CLIM 01,2020-21,Cash_Annual,5.4749813474127125,,,4.11695396911923,,,
CLIM 012020-21Real_Annual,CLIM 01,2020-21,Real_Annual,5.4749813474127125,,,4.11695396911923,,,
CLIM 012021-22Cash_Annual,CLIM 01,2021-22,Cash_Annual,5.991548880220976,,,4.8222601941796,,,
CLIM 012021-22Real_Annual,CLIM 01,2021-22,Real_Annual,5.991548880220976,,,4.8222601941796,,,
CLIM 022010-11Cash_Annual,CLIM 02,2010-11,Cash_Annual,7.5542971111993165,,,7.5138149012387405,,,
CLIM 022010-11Real_Annual,CLIM 02,2010-11,Real_Annual,7.5542971111993165,,,7.5138149012387405,,,
CLIM 022011-12Cash_Annual,CLIM 02,2011-12,Cash_Annual,6.809796450663112,,,6.86500728203109,,,
CLIM 022011-12Real_Annual,CLIM 02,2011-12,Real_Annual,6.809796450663112,,,6.86500728203109,,,
CLIM 022012-13Cash_Annual,CLIM 02,2012-13,Cash_Annual,7.033717874968991,,,7.14732954826568,,,
CLIM 022012-13Real_Annual,CLIM 02,2012-13,Real_Annual,7.033717874968991,,,7.14732954826568,,,
CLIM 022013-14Cash_Annual,CLIM 02,2013-14,Cash_Annual,6.773287379751182,,,6.624702303506986,,,
CLIM 022013-14Real_Annual,CLIM 02,2013-14,Real_Annual,6.773287379751182,,,6.624702303506986,,,
CLIM 022014-15Cash_Annual,CLIM 02,2014-15,Cash_Annual,6.097563182717881,,,5.790366555231265,,,
CLIM 022014-15Real_Annual,CLIM 02,2014-15,Real_Annual,6.097563182717881,,,5.790366555231265,,,
CLIM 022015-16Cash_Annual,CLIM 02,2015-16,Cash_Annual,5.968706914692139,,,5.676227404350421,,,
CLIM 022015-16Real_Annual,CLIM 02,2015-16,Real_Annual,5.968706914692139,,,5.676227404350421,,,
CLIM 022016-17Cash_Annual,CLIM 02,2016-17,Cash_Annual,5.5954528773089685,,,5.281015200804919,,,
CLIM 022016-17Real_Annual,CLIM 02,2016-17,Real_Annual,5.5954528773089685,,,5.281015200804919,,,
CLIM 022017-18Cash_Annual,CLIM 02,2017-18,Cash_Annual,5.4301980689189335,,,5.20896396438709,,,
CLIM 022017-18Real_Annual,CLIM 02,2017-18,Real_Annual,5.4301980689189335,,,5.20896396438709,,,
CLIM 022018-19Cash_Annual,CLIM 02,2018-19,Cash_Annual,5.261971212332865,,,5.0054177967867854,,,
CLIM 022018-19Real_Annual,CLIM 02,2018-19,Real_Annual,5.261971212332865,,,5.0054177967867854,,,
CLIM 022019-20Cash_Annual,CLIM 02,2019-20,Cash_Annual,5.04325904772891,,,4.791056099490936,,,
CLIM 022019-20Real_Annual,CLIM 02,2019-20,Real_Annual,5.04325904772891,,,4.791056099490936,,,
CLIM 022020-21Cash_Annual,CLIM 02,2020-21,Cash_Annual,4.461526028721843,,,4.340520803541381,,,
CLIM 022020-21Real_Annual,CLIM 02,2020-21,Real_Annual,4.461526028721843,,,4.340520803541381,,,
CLIM 022021-22Cash_Annual,CLIM 02,2021-22,Cash_Annual,4.94041589435129,,,4.6897544968288205,,,
CLIM 022021-22Real_Annual,CLIM 02,2021-22,Real_Annual,4.94041589435129,,,4.6897544968288205,,,
CLIM 032017-18Cash_Annual,CLIM 03,2017-18,Cash_Annual,42.506279086464104,4638664.193548387,169525.0,25.86676577374545,3604670.0,119110.0,26.507629774369562
CLIM 032017-18Real_Annual,CLIM 03,2017-18,Real_Annual,42.506279086464104,4638664.193548387,169525.0,25.86676577374545,3604670.0,119110.0,26.507629774369562
CLIM 032018-19Cash_Annual,CLIM 03,2018-19,Cash_Annual,63.47595982257908,5152787.1875,169940.625,24.85773555639925,3896590.0,118940.0,30.321102958753976
CLIM 032018-19Real_Annual,CLIM 03,2018-19,Real_Annual,63.47595982257908,5152787.1875,169940.625,24.85773555639925,3896590.0,118940.0,30.321102958753976
CLIM 032019-20Cash_Annual,CLIM 03,2019-20,Cash_Annual,61.437519917306986,4975220.724481562,170728.125,25.12228044233055,3598120.62175,119105.0,29.14118997371735
CLIM 032019-20Real_Annual,CLIM 03,2019-20,Real_Annual,61.437519917306986,4975220.724481562,170728.125,25.12228044233055,3598120.62175,119105.0,29.14118997371735
CLIM 032020-21Cash_Annual,CLIM 03,2020-21,Cash_Annual,37.06057232322255,3659119.3549572187,170812.5,19.3713839601407,2799428.6784800002,118710.0,21.4218476689775
CLIM 032020-21Real_Annual,CLIM 03,2020-21,Real_Annual,37.06057232322255,3659119.3549572187,170812.5,19.3713839601407,2799428.6784800002,118710.0,21.4218476689775
CLIM 032021-22Cash_Annual,CLIM 03,2021-22,Cash_Annual,58.80127208023693,4619117.772872252,171246.875,21.5267637955053,3343456.757116945,119070.0,26.973442714632032
CLIM 032021-22Real_Annual,CLIM 03,2021-22,Real_Annual,58.80127208023693,4619117.772872252,171246.875,21.5267637955053,3343456.757116945,119070.0,26.973442714632032
CLIM 032022-23Cash_Annual,CLIM 03,2022-23,Cash_Annual,50.69503502156377,4737856.105636698,171246.875,23.5089378271533,3098245.0981335,119070.0,27.666817894555436
CLIM 032022-23Real_Annual,CLIM 03,2022-23,Real_Annual,50.69503502156377,4737856.105636698,171246.875,23.5089378271533,3098245.0981335,119070.0,27.666817894555436
CLIM 042017-18Cash_Annual,CLIM 04,2017-18,Cash_Annual,98.40926092440593,15386518.75,169525.0,85.63837442080074,10083895.0,119110.0,90.76253502433269
CLIM 042017-18Real_Annual,CLIM 04,2017-18,Real_Annual,98.40926092440593,15386518.75,169525.0,85.63837442080074,10083895.0,119110.0,90.76253502433269
CLIM 042018-19Cash_Annual,CLIM 04,2018-19,Cash_Annual,74.84109084465727,11891541.875,169940.625,64.8141179674582,7260995.0,118940.0,69.97468601165848
CLIM 042018-19Real_Annual,CLIM 04,2018-19,Real_Annual,74.84109084465727,11891541.875,169940.625,64.8141179674582,7260995.0,118940.0,69.97468601165848
CLIM 042019-20Cash_Annual,CLIM 04,2019-20,Cash_Annual,62.16104210814293,9445027.2778225,170728.125,53.9448000312255,6261548.5956500005,119105.0,55.32203483065547
CLIM 042019-20Real_Annual,CLIM 04,2019-20,Real_Annual,62.16104210814293,9445027.2778225,170728.125,53.9448000312255,6261548.5956500005,119105.0,55.32203483065547
CLIM 042020-21Cash_Annual,CLIM 04,2020-21,Cash_Annual,44.504400321663276,7211953.48747625,170812.5,42.95231030881055,4587458.7144949995,118710.0,42.2214620562093
CLIM 042020-21Real_Annual,CLIM 04,2020-21,Real_Annual,44.504400321663276,7211953.48747625,170812.5,42.95231030881055,4587458.7144949995,118710.0,42.2214620562093
CLIM 042021-22Cash_Annual,CLIM 04,2021-22,Cash_Annual,51.23176510658718,7869187.072918569,171246.875,45.00741463729155,5159647.8789408,119070.0,45.952295905654154
CLIM 042021-22Real_Annual,CLIM 04,2021-22,Real_Annual,51.23176510658718,7869187.072918569,171246.875,45.00741463729155,5159647.8789408,119070.0,45.952295905654154
CLIM 042022-23Cash_Annual,CLIM 04,2022-23,Cash_Annual,53.861582983534674,7441712.059827281,171246.875,40.90424438979195,5083878.560935,119070.0,43.45604589763919
CLIM 042022-23Real_Annual,CLIM 04,2022-23,Real_Annual,53.861582983534674,7441712.059827281,171246.875,40.90424438979195,5083878.560935,119070.0,43.45604589763919
CLIM 052017-18Cash_Annual,CLIM 05,2017-18,Cash_Annual,58.99677387763127,12033945.714285715,185859.2857142857,54.7,7983065.0,128865.0,64.74761628420887
CLIM 052017-18Real_Annual,CLIM 05,2017-18,Real_Annual,58.99677387763127,12033945.714285715,185859.2857142857,54.7,7983065.0,128865.0,64.74761628420887
CLIM 052018-19Cash_Annual,CLIM 05,2018-19,Cash_Annual,60.44200879596893,11305658.44862069,185037.58620689655,57.1,7929730.0,135280.0,61.09925383472882
CLIM 052018-19Real_Annual,CLIM 05,2018-19,Real_Annual,60.44200879596893,11305658.44862069,185037.58620689655,57.1,7929730.0,135280.0,61.09925383472882
CLIM 052019-20Cash_Annual,CLIM 05,2019-20,Cash_Annual,56.47724024925058,10915658.16830357,185910.0,54.6389942198151,7862767.961999999,134740.0,56.69009823301597
CLIM 052019-20Real_Annual,CLIM 05,2019-20,Real_Annual,56.47724024925058,10915658.16830357,185910.0,54.6389942198151,7862767.961999999,134740.0,56.69009823301597
CLIM 052020-21Cash_Annual,CLIM 05,2020-21,Cash_Annual,56.98632376090422,10700977.88984138,186007.93103448275,54.5275065563218,8240230.949000001,134250.0,57.529686128585546
CLIM 052020-21Real_Annual,CLIM 05,2020-21,Real_Annual,56.98632376090422,10700977.88984138,186007.93103448275,54.5275065563218,8240230.949000001,134250.0,57.529686128585546
CLIM 052021-22Cash_Annual,CLIM 05,2021-22,Cash_Annual,59.9201110192635,11506117.065220937,186475.1724137931,56.79594,7930586.595120001,134220.0,61.70321183395168
CLIM 052021-22Real_Annual,CLIM 05,2021-22,Real_Annual,59.9201110192635,11506117.065220937,186475.1724137931,56.79594,7930586.595120001,134220.0,61.70321183395168
CLIM 052022-23Cash_Annual,CLIM 05,2022-23,Cash_Annual,56.39339815785605,10813527.175198117,186475.1724137931,53.8155110948266,7453284.550616221,134220.0,57.98909868388607
CLIM 052022-23Real_Annual,CLIM 05,2022-23,Real_Annual,56.39339815785605,10813527.175198117,186475.1724137931,53.8155110948266,7453284.550616221,134220.0,57.98909868388607
CORP 012010-11Cash_Annual,CORP 01,2010-11,Cash_Annual,0.055621875,24495.4745,450844.09375,0.054150000000000004,18343.0,308190.5,0.05433247288714204
CORP 012010-11Real_Annual,CORP 01,2010-11,Real_Annual,0.055621875,31955.023146875,588138.57443125,0.054150000000000004,23928.9502,402043.02075,0.054332472883242854
CORP 012011-12Cash_Annual,CORP 01,2011-12,Cash_Annual,0.057671875,25193.28125,441766.78125,0.05045,15533.0,305078.0,0.05702846460911891
CORP 012011-12Real_Annual,CORP 01,2011-12,Real_Annual,0.057671875,32296.13875,566316.11898125,0.05045,19912.29005,391090.0418,0.057028464611068724
CORP 012012-13Cash_Annual,CORP 01,2012-13,Cash_Annual,0.055321875,24891.90625,445029.40625,0.0518,16104.0,308329.0,0.0559331718318333
CORP 012012-13Real_Annual,CORP 01,2012-13,Real_Annual,0.055321875,31334.656259375,560215.9725875,0.0518,20272.18405,388133.52145,0.05593317183486918
CORP 012013-14Cash_Annual,CORP 01,2013-14,Cash_Annual,0.0523125,23672.28125,453577.4375,0.04855,16452.0,316049.0,0.05219016488226445
CORP 012013-14Real_Annual,CORP 01,2013-14,Real_Annual,0.0523125,29237.166584375,560204.52619375,0.04855,20319.53995,390345.87185,0.052190164872504365
CORP 012014-15Cash_Annual,CORP 01,2014-15,Cash_Annual,0.05306875,24034.0625,459654.15625,0.049049999999999996,16574.0,320554.0,0.05228727331887364
CORP 012014-15Real_Annual,CORP 01,2014-15,Real_Annual,0.05306875,29327.24984375,560886.961225,0.049049999999999996,20224.20635,391151.8182,0.05228727332098805
CORP 012015-16Cash_Annual,CORP 01,2015-16,Cash_Annual,0.0534875,24706.15625,463792.59375,0.0495,15904.5,325760.5,0.053269837817456527
CORP 012015-16Real_Annual,CORP 01,2015-16,Real_Annual,0.0534875,29932.01703125,561894.277559375,0.0495,19268.629249999998,394665.55365,0.053269837808745266
CORP 012016-17Cash_Annual,CORP 01,2016-17,Cash_Annual,0.0503375,23381.96875,469051.3125,0.0458,15759.5,334257.5,0.0498494900811092
CORP 012016-17Real_Annual,CORP 01,2016-17,Real_Annual,0.0503375,27697.74888125,555627.526846875,0.0458,18668.3456,395953.8394,0.049849490068340704
CORP 012017-18Cash_Annual,CORP 01,2017-18,Cash_Annual,0.0454375,21181.09375,476298.4375,0.04395,13929.5,347897.5,0.04447021464352379
CORP 012017-18Real_Annual,CORP 01,2017-18,Real_Annual,0.0454375,24703.749628125,555512.264346875,0.04395,16246.13365,405756.79610000004,0.044470214635440326
CORP 012018-19Cash_Annual,CORP 01,2018-19,Cash_Annual,0.04376875,20938.125,489569.578125,0.043,14124.5,347330.5,0.042768435653601715
CORP 012018-19Real_Annual,CORP 01,2018-19,Real_Annual,0.04376875,23915.892815625,559194.940115625,0.043,16133.2511,396726.97575,0.042768435656230896
