Key_CodePeriodDType,Code,Period,DataType,Value_Scot_Mean,Numerator_Scot_Mean,Denominator_Scot_Mean,Value_Scot_Median,Numerator_Scot_Median,Denominator_Scot_Median,Scot_NumDenAv
C&L 012010-11Cash_Annual,C&L 01,2010-11,Cash_Annual,3.2978125,5045062.5,1420619.3125,3.44,3626500.0,1080558.5,3.5513120620060556
C&L 012010-11Real_Annual,C&L 01,2010-11,Real_Annual,4.30209375,6581423.399999999,1420619.3125,4.4876000000000005,4730869.4,1080558.5,4.6327846891072015
C&L 012011-12Cash_Annual,C&L 01,2011-12,Cash_Annual,3.1346875,4860000.0,1506323.21875,2.8899999999999997,3356500.0,1099975.5,3.226399181467175
C&L 012011-12Real_Annual,C&L 01,2011-12,Real_Annual,4.01846875,6230202.121875,1506323.21875,3.7048,4302813.45,1099975.5,4.13603272147995
C&L 012012-13Cash_Annual,C&L 01,2012-13,Cash_Annual,3.06875,5062750.0,1613271.78125,2.685,3774500.0,1180585.0,3.138187910332917
C&L 012012-13Real_Annual,C&L 01,2012-13,Real_Annual,3.86303125,6373137.090625,1613271.78125,3.38,4751450.5,1180585.0,3.9504423028381166
C&L 012013-14Cash_Annual,C&L 01,2013-14,Cash_Annual,3.075625,5314656.25,1666276.15625,2.735,3781000.0,1187107.5,3.1895410794095373
C&L 012013-14Real_Annual,C&L 01,2013-14,Real_Annual,3.79864375,6564026.871875,1666276.15625,3.3779500000000002,4669838.35,1187107.5,3.939339134905178
C&L 012014-15Cash_Annual,C&L 01,2014-15,Cash_Annual,3.0103125,4880500.0,1647039.4375,2.53,3950000.0,1104013.0,2.9631955913623957
C&L 012014-15Real_Annual,C&L 01,2014-15,Real_Annual,3.673296875,5955366.171875,1647039.4375,3.0872,4819935.75,1104013.0,3.615800591219905
C&L 012015-16Cash_Annual,C&L 01,2015-16,Cash_Annual,2.9109375,4841687.5,1658884.53125,2.585,3835500.0,1128810.0,2.918640453143354
C&L 012015-16Real_Annual,C&L 01,2015-16,Real_Annual,3.52665625,5865804.10625,1658884.53125,3.1317500000000003,4646787.2,1128810.0,3.5359930096099026
C&L 012016-17Cash_Annual,C&L 01,2016-17,Cash_Annual,2.8565625,4900156.25,1688823.0625,2.7300000000000004,3973000.0,1205073.0,2.9015213960580315
C&L 012016-17Real_Annual,C&L 01,2016-17,Real_Annual,3.38381875,5804613.756250001,1688823.0625,3.2339,4706325.55,1205073.0,3.4370763196810623
C&L 012017-18Cash_Annual,C&L 01,2017-18,Cash_Annual,2.6625,4586125.0,1687272.90625,2.465,3957500.0,1208634.0,2.7180694853879688
C&L 012017-18Real_Annual,C&L 01,2017-18,Real_Annual,3.105303125,5348849.55,1687272.90625,2.87495,4615677.049999999,1208634.0,3.170115237545023
C&L 012018-19Cash_Annual,C&L 01,2018-19,Cash_Annual,2.513125,4451562.5,1703939.65625,2.455,3539500.0,1215428.0,2.612511824389908
C&L 012018-19Real_Annual,C&L 01,2018-19,Real_Annual,2.8705375,5084652.590625,1703939.65625,2.80415,4042878.8499999996,1215428.0,2.984056725233576
C&L 012019-20Cash_Annual,C&L 01,2019-20,Cash_Annual,2.60375,4452486.0,1626423.28125,2.6100000000000003,3593500.0,1155246.0,2.7375936211254968
C&L 012019-20Real_Annual,C&L 01,2019-20,Real_Annual,2.90545625,4968405.196875,1626423.28125,2.9124,4009886.6000000006,1155246.0,3.0548045236148456
C&L 012020-21Cash_Annual,C&L 01,2020-21,Cash_Annual,53.2371875,5744812.5,142548.375,29.67,3782000.0,103006.5,40.30079262566129
C&L 012020-21Real_Annual,C&L 01,2020-21,Real_Annual,58.056784375,6264894.45625,142548.375,32.356049999999996,4124387.15,103006.5,43.94925200830946
C&L 012021-22Cash_Annual,C&L 01,2021-22,Cash_Annual,6.6009375,5333656.25,828504.71875,5.775,3581000.0,615244.5,6.437689646532264
C&L 012021-22Real_Annual,C&L 01,2021-22,Real_Annual,7.03504375,5684422.878125,828504.71875,6.1548,3816503.6,615244.5,6.861062767030861
C&L 012022-23Cash_Annual,C&L 01,2022-23,Cash_Annual,4.8475,5841750.0,1193825.4375,4.37,4081500.0,843264.0,4.893303339417242
C&L 012022-23Real_Annual,C&L 01,2022-23,Real_Annual,4.8475,5841750.0,1193825.4375,4.37,4081500.0,843264.0,4.893303339417242
C&L 022010-11Cash_Annual,C&L 02,2010-11,Cash_Annual,3.7696875,3386343.75,993759.53125,3.55,2328500.0,691783.0,3.4076088263933317
C&L 022010-11Real_Annual,C&L 02,2010-11,Real_Annual,4.9176593749999995,4417578.971875,993759.53125,4.63105,3037592.5999999996,691783.0,4.44531985149199
C&L 022011-12Cash_Annual,C&L 02,2011-12,Cash_Annual,3.570625,3265562.5,1002332.34375,3.45,2288000.0,720985.5,3.2579638084735802
C&L 022011-12Real_Annual,C&L 02,2011-12,Real_Annual,4.57731875,4186237.540625,1002332.34375,4.4227,2933066.35,720985.5,4.176496515081154
C&L 022012-13Cash_Annual,C&L 02,2012-13,Cash_Annual,3.4971875,3254906.25,1033320.3125,3.5250000000000004,2205000.0,685620.0,3.1499489660908027
C&L 022012-13Real_Annual,C&L 02,2012-13,Real_Annual,4.4023625,4097370.75,1033320.3125,4.43735,2775718.2,685620.0,3.9652474653158434
C&L 022013-14Cash_Annual,C&L 02,2013-14,Cash_Annual,3.25625,3248656.25,1262976.6875,3.1,2299000.0,778507.5,2.5722218645464903
C&L 022013-14Real_Annual,C&L 02,2013-14,Real_Annual,4.021728125,4012351.1125,1262976.6875,3.82875,2839449.45,778507.5,3.1769003752889935
C&L 022014-15Cash_Annual,C&L 02,2014-15,Cash_Annual,3.179375,3134906.25,1278086.1875,2.9850000000000003,2241500.0,785349.0,2.4528128702587986
C&L 022014-15Real_Annual,C&L 02,2014-15,Real_Annual,3.879578125,3825328.26875,1278086.1875,3.6424,2735161.0,785349.0,2.993012760925405
C&L 022015-16Cash_Annual,C&L 02,2015-16,Cash_Annual,3.0425,3155625.0,1290036.53125,2.875,2359500.0,878179.5,2.4461516581567735
C&L 022015-16Real_Annual,C&L 02,2015-16,Real_Annual,3.686040625,3823104.665625,1290036.53125,3.48315,2858582.8499999996,878179.5,2.9635631030700704
C&L 022016-17Cash_Annual,C&L 02,2016-17,Cash_Annual,2.6703125,2898781.25,1461683.125,2.71,1992000.0,929455.5,1.983180349024006
C&L 022016-17Real_Annual,C&L 02,2016-17,Real_Annual,3.163184375,3433830.40625,1461683.125,3.2102000000000004,2359677.9499999997,929455.5,2.349230382098035
C&L 022017-18Cash_Annual,C&L 02,2017-18,Cash_Annual,2.718125,2799000.0,1351654.875,2.735,2033000.0,1002980.0,2.070794883938106
C&L 022017-18Real_Annual,C&L 02,2017-18,Real_Annual,3.170178125,3264505.409375,1351654.875,3.18985,2371110.95,1002980.0,2.415191532805295
C&L 022018-19Cash_Annual,C&L 02,2018-19,Cash_Annual,2.6965625,2822750.0,1375961.5625,2.42,1946000.0,1000388.5,2.0514744575214108
C&L 022018-19Real_Annual,C&L 02,2018-19,Real_Annual,3.080059375,3224194.4562500003,1375961.5625,2.76415,2222755.25,1000388.5,2.3432300320889237
C&L 022019-20Cash_Annual,C&L 02,2019-20,Cash_Annual,2.6178125,2809633.021875,1411028.65625,2.17,1833500.0,892493.5,1.99119487009001
C&L 022019-20Real_Annual,C&L 02,2019-20,Real_Annual,2.921140625,3135191.2937499997,1411028.65625,2.4214,2045951.6,892493.5,2.2219189382604005
C&L 022020-21Cash_Annual,C&L 02,2020-21,Cash_Annual,8.0221875,2688218.75,934019.0625,4.785,1897500.0,461645.0,2.8781197921214803
C&L 022020-21Real_Annual,C&L 02,2020-21,Real_Annual,8.7484375,2931585.1,934019.0625,5.21815,2069282.0,461645.0,3.1386780181480507
C&L 022021-22Cash_Annual,C&L 02,2021-22,Cash_Annual,5.2471875,2788781.25,959459.125,3.59,2014000.0,426139.0,2.9066180906872923
C&L 022021-22Real_Annual,C&L 02,2021-22,Real_Annual,5.5922656250000005,2972184.778125,959459.125,3.8261000000000003,2146450.25,426139.0,3.097771130296979
C&L 022022-23Cash_Annual,C&L 02,2022-23,Cash_Annual,3.86875,3102343.75,1103446.9375,3.3449999999999998,2195500.0,605636.0,2.8115024334824437
C&L 022022-23Real_Annual,C&L 02,2022-23,Real_Annual,3.86875,3102343.75,1103446.9375,3.3449999999999998,2195500.0,605636.0,2.8115024334824437
C&L 032010-11Cash_Annual,C&L 03,2010-11,Cash_Annual,5.823666666666667,1298300.0,309004.3,4.369999999999999,861500.0,175034.0,4.201559654671472
C&L 032010-11Real_Annual,C&L 03,2010-11,Real_Annual,7.597123333333333,1693668.2166666666,309004.3,5.700749999999999,1123850.5499999998,175034.0,5.481050641258606
C&L 032011-12Cash_Annual,C&L 03,2011-12,Cash_Annual,4.661333333333333,1355000.0,390253.63333333336,4.3,832000.0,176264.5,3.4721009217168084
C&L 032011-12Real_Annual,C&L 03,2011-12,Real_Annual,5.975523333333333,1737021.3733333333,390253.63333333336,5.5123,1066569.6,176264.5,4.451006281470452
C&L 032012-13Cash_Annual,C&L 03,2012-13,Cash_Annual,4.787,1326333.3333333333,370083.26666666666,4.24,786500.0,164737.0,3.5838781506648325
C&L 032012-13Real_Annual,C&L 03,2012-13,Real_Annual,6.026016666666666,1669627.0066666668,370083.26666666666,5.3374500000000005,990069.1000000001,164737.0,4.51149013492279
C&L 032013-14Cash_Annual,C&L 03,2013-14,Cash_Annual,4.300666666666667,1300700.0,389002.8333333333,3.67,761500.0,177878.5,3.3436774453656506
C&L 032013-14Real_Annual,C&L 03,2013-14,Real_Annual,5.3116666666666665,1606468.8566666667,389002.8333333333,4.53275,940513.6000000001,177878.5,4.129709912138601
C&L 032014-15Cash_Annual,C&L 03,2014-15,Cash_Annual,4.40448275862069,1368793.103448276,410963.724137931,3.52,821000.0,220982.0,3.330690820265368
C&L 032014-15Real_Annual,C&L 03,2014-15,Real_Annual,5.37451724137931,1670251.8517241378,410963.724137931,4.2952,1001814.5,220982.0,4.064231837561298
C&L 032015-16Cash_Annual,C&L 03,2015-16,Cash_Annual,3.9913793103448274,1329586.2068965517,436658.9310344828,3.58,832000.0,202484.0,3.0449078500390385
C&L 032015-16Real_Annual,C&L 03,2015-16,Real_Annual,4.83563448275862,1610821.0655172414,436658.9310344828,4.3372,1007985.1,202484.0,3.688968554246828
C&L 032016-17Cash_Annual,C&L 03,2016-17,Cash_Annual,6.233793103448276,1420655.1724137932,429878.3793103448,3.63,690000.0,187783.0,3.304783959344395
C&L 032016-17Real_Annual,C&L 03,2016-17,Real_Annual,7.38441724137931,1682875.8413793102,429878.3793103448,4.3,817358.2999999999,187783.0,3.9147719968590953
C&L 032017-18Cash_Annual,C&L 03,2017-18,Cash_Annual,5.3003448275862075,1417724.1379310344,407221.5862068966,3.85,704000.0,185741.0,3.481456253673972
C&L 032017-18Real_Annual,C&L 03,2017-18,Real_Annual,6.18184827586207,1653507.7241379311,407221.5862068966,4.4903,821083.2000000001,185741.0,4.060461871728567
C&L 032018-19Cash_Annual,C&L 03,2018-19,Cash_Annual,6.217586206896552,1442103.448275862,416215.1034482759,3.5,728000.0,189477.0,3.4648032623714626
C&L 032018-19Real_Annual,C&L 03,2018-19,Real_Annual,7.101837931034483,1647195.7896551723,416215.1034482759,3.9978,831534.3,189477.0,3.957558906460668
C&L 032019-20Cash_Annual,C&L 03,2019-20,Cash_Annual,4.0442857142857145,1364764.9357142858,448071.6785714286,3.185,598500.0,169581.0,3.0458629745703156
C&L 032019-20Real_Annual,C&L 03,2019-20,Real_Annual,4.512903571428572,1522903.2,448071.6785714286,3.55405,667849.5,169581.0,3.398793703845375
C&L 032020-21Cash_Annual,C&L 03,2020-21,Cash_Annual,105.04074074074073,1439925.9259259258,146886.74074074073,13.14,453000.0,53463.0,9.802967365634697
C&L 032020-21Real_Annual,C&L 03,2020-21,Real_Annual,114.55015185185185,1570283.4407407406,146886.74074074073,14.3296,494010.4,53463.0,10.690436950414302
C&L 032021-22Cash_Annual,C&L 03,2021-22,Cash_Annual,11.08076923076923,1502730.7692307692,337023.03846153844,3.995,579000.0,119696.0,4.458836927263247
C&L 032021-22Real_Annual,C&L 03,2021-22,Real_Annual,11.809480769230769,1601557.5,337023.03846153844,4.2577,617077.8,119696.0,4.752071274743943
C&L 032022-23Cash_Annual,C&L 03,2022-23,Cash_Annual,6.774814814814814,1673259.2592592593,564149.5185185185,3.98,795000.0,136703.0,2.965985442393555
C&L 032022-23Real_Annual,C&L 03,2022-23,Real_Annual,6.774814814814814,1673259.2592592593,564149.5185185185,3.98,795000.0,136703.0,2.965985442393555
C&L 042010-11Cash_Annual,C&L 04,2010-11,Cash_Annual,24745.5396875,4231562.5,163.190625,22260.495,3192000.0,116.555,25930.181344669767
C&L 042010-11Real_Annual,C&L 04,2010-11,Real_Annual,32281.24009375,5520190.171875,163.190625,29039.430650000002,4164052.1499999994,116.555,33826.63784684322
C&L 042011-12Cash_Annual,C&L 04,2011-12,Cash_Annual,23873.04125,3987187.5,164.2125,24370.805,3308500.0,116.67500000000001,24280.65768440283
C&L 042011-12Real_Annual,C&L 04,2011-12,Real_Annual,30603.677424999998,5111313.59375,164.2125,31241.778,4241280.600000001,116.67500000000001,31126.215079546317
C&L 042012-13Cash_Annual,C&L 04,2012-13,Cash_Annual,22661.855625,3929125.0,166.05,22998.59,3127500.0,119.465,23662.300511894005
C&L 042012-13Real_Annual,C&L 04,2012-13,Real_Annual,28527.4036125,4946096.940625,166.05,28951.29465,3936988.05,119.465,29786.792777024988
C&L 042013-14Cash_Annual,C&L 04,2013-14,Cash_Annual,22513.1315625,3878625.0,166.49062500000002,22338.39,3061000.0,119.34,23296.35677684554
C&L 042013-14Real_Annual,C&L 04,2013-14,Real_Annual,27805.52371875,4790413.059375,166.49062500000002,27589.7039,3780580.6,119.34,28772.869699870484
C&L 042014-15Cash_Annual,C&L 04,2014-15,Cash_Annual,21895.2278125,3911375.0,167.1125,20901.42,3076000.0,119.405,23405.639913232102
C&L 042014-15Real_Annual,C&L 04,2014-15,Real_Annual,26717.364821875,4772804.090625,167.1125,25504.68385,3753448.7,119.405,28560.425405789512
C&L 042015-16Cash_Annual,C&L 04,2015-16,Cash_Annual,20509.600625,3659375.0,167.90625,18928.625,2859000.0,119.48,21794.155965010235
C&L 042015-16Real_Annual,C&L 04,2015-16,Real_Annual,24847.80348125,4433408.15625,167.90625,22932.419,3463737.4000000004,119.48,26404.068676716917
C&L 042016-17Cash_Annual,C&L 04,2016-17,Cash_Annual,20189.79625,3518718.75,168.896875,20050.004999999997,2765000.0,119.36,20833.53377615779
C&L 042016-17Real_Annual,C&L 04,2016-17,Real_Annual,23916.373878125,4168194.278125,168.896875,23750.78035,3275356.2,119.36,24678.93072695987
C&L 042017-18Cash_Annual,C&L 04,2017-18,Cash_Annual,19298.583125,3358593.75,169.525,20711.585,2806000.0,119.11,19811.790296416457
C&L 042017-18Real_Annual,C&L 04,2017-18,Real_Annual,22508.156165625,3917165.94375,169.525,24156.15625,3272669.5999999996,119.11,23106.715491815365
C&L 042018-19Cash_Annual,C&L 04,2018-19,Cash_Annual,19579.8390625,3422453.125,169.940625,20097.135000000002,2707000.0,118.94,20139.111086592744
C&L 042018-19Real_Annual,C&L 04,2018-19,Real_Annual,22364.434846875,3909185.85625,169.940625,22955.2993,3091982.8,118.94,23003.245140766077
C&L 042019-20Cash_Annual,C&L 04,2019-20,Cash_Annual,19187.45125,3433734.921875,170.728125,19089.440000000002,2726500.0,119.105,20112.297970091335
C&L 042019-20Real_Annual,C&L 04,2019-20,Real_Annual,21410.74278125,3831609.221875,170.728125,21301.37475,3042425.5,119.105,22442.75348232753
C&L 042020-21Cash_Annual,C&L 04,2020-21,Cash_Annual,18652.411875,3264531.25,170.8125,18487.915,2744500.0,118.71000000000001,19111.781924624953
C&L 042020-21Real_Annual,C&L 04,2020-21,Real_Annual,20341.027971875,3560071.584375,170.8125,20161.639049999998,2992961.55,118.71000000000001,20841.985126234908
C&L 042021-22Cash_Annual,C&L 04,2021-22,Cash_Annual,20561.6596875,3482593.75,171.24687500000002,19162.129999999997,2977000.0,119.07,20336.68497600321
C&L 042021-22Real_Annual,C&L 04,2021-22,Real_Annual,21913.892303125,3711625.7,171.24687500000002,20422.322849999997,3172781.7,119.07,21674.12222850782
C&L 042022-23Cash_Annual,C&L 04,2022-23,Cash_Annual,23859.2015625,4010156.25,171.24687500000002,24502.715,3117500.0,119.07,23417.398127703058
C&L 042022-23Real_Annual,C&L 04,2022-23,Real_Annual,23859.2015625,4010156.25,171.24687500000002,24502.715,3117500.0,119.07,23417.398127703058
C&L 05a2010-14Cash_Annual,C&L 05a,2010-14,Cash_Annual,0.83521875,,,0.8465,,,
C&L 05a2010-14Real_Annual,C&L 05a,2010-14,Real_Annual,0.83521875,,,0.8465,,,
C&L 05a2012-15Cash_Annual,C&L 05a,2012-15,Cash_Annual,0.819125,,,0.8285,,,
C&L 05a2012-15Real_Annual,C&L 05a,2012-15,Real_Annual,0.819125,,,0.8285,,,
C&L 05a2013-16Cash_Annual,C&L 05a,2013-16,Cash_Annual,0.79390625,,,0.79,,,
C&L 05a2013-16Real_Annual,C&L 05a,2013-16,Real_Annual,0.79390625,,,0.79,,,
C&L 05a2014-17Cash_Annual,C&L 05a,2014-17,Cash_Annual,0.77303125,,,0.765,,,
C&L 05a2014-17Real_Annual,C&L 05a,2014-17,Real_Annual,0.77303125,,,0.765,,,
C&L 05a2015-18Cash_Annual,C&L 05a,2015-18,Cash_Annual,0.7526875,,,0.7435,,,
C&L 05a2015-18Real_Annual,C&L 05a,2015-18,Real_Annual,0.7526875,,,0.7435,,,
C&L 05a2016-19Cash_Annual,C&L 05a,2016-19,Cash_Annual,0.7413125,,,0.736,,,
C&L 05a2016-19Real_Annual,C&L 05a,2016-19,Real_Annual,0.7413125,,,0.736,,,
C&L 05a2017-20Cash_Annual,C&L 05a,2017-20,Cash_Annual,0.73215625,,,0.743,,,
C&L 05a2017-20Real_Annual,C&L 05a,2017-20,Real_Annual,0.73215625,,,0.743,,,
C&L 05a2018-21Cash_Annual,C&L 05a,2018-21,Cash_Annual,0.7470625,,,0.7565,,,
C&L 05a2018-21Real_Annual,C&L 05a,2018-21,Real_Annual,0.7470625,,,0.7565,,,
C&L 05a2019-22Cash_Annual,C&L 05a,2019-22,Cash_Annual,0.7509375,,,0.75,,,
C&L 05a2019-22Real_Annual,C&L 05a,2019-22,Real_Annual,0.7509375,,,0.75,,,
C&L 05a2020-23Cash_Annual,C&L 05a,2020-23,Cash_Annual,0.72421875,,,0.74,,,
C&L 05a2020-23Real_Annual,C&L 05a,2020-23,Real_Annual,0.72421875,,,0.74,,,
C&L 05b2010-14Cash_Annual,C&L 05b,2010-14,Cash_Annual,0.85096875,,,0.85,,,
C&L 05b2010-14Real_Annual,C&L 05b,2010-14,Real_Annual,0.85096875,,,0.85,,,
C&L 05b2012-15Cash_Annual,C&L 05b,2012-15,Cash_Annual,0.8625625,,,0.86,,,
C&L 05b2012-15Real_Annual,C&L 05b,2012-15,Real_Annual,0.8625625,,,0.86,,,
C&L 05b2013-16Cash_Annual,C&L 05b,2013-16,Cash_Annual,0.861375,,,0.875,,,
C&L 05b2013-16Real_Annual,C&L 05b,2013-16,Real_Annual,0.861375,,,0.875,,,
C&L 05b2014-17Cash_Annual,C&L 05b,2014-17,Cash_Annual,0.86171875,,,0.8734999999999999,,,
C&L 05b2014-17Real_Annual,C&L 05b,2014-17,Real_Annual,0.86171875,,,0.8734999999999999,,,
C&L 05b2015-18Cash_Annual,C&L 05b,2015-18,Cash_Annual,0.851875,,,0.8734999999999999,,,
C&L 05b2015-18Real_Annual,C&L 05b,2015-18,Real_Annual,0.851875,,,0.8734999999999999,,,
C&L 05b2016-19Cash_Annual,C&L 05b,2016-19,Cash_Annual,0.83525,,,0.8525,,,
C&L 05b2016-19Real_Annual,C&L 05b,2016-19,Real_Annual,0.83525,,,0.8525,,,
C&L 05b2017-20Cash_Annual,C&L 05b,2017-20,Cash_Annual,0.82040625,,,0.8394999999999999,,,
C&L 05b2017-20Real_Annual,C&L 05b,2017-20,Real_Annual,0.82040625,,,0.8394999999999999,,,
C&L 05b2018-21Cash_Annual,C&L 05b,2018-21,Cash_Annual,0.844625,,,0.8634999999999999,,,
C&L 05b2018-21Real_Annual,C&L 05b,2018-21,Real_Annual,0.844625,,,0.8634999999999999,,,
C&L 05b2019-22Cash_Annual,C&L 05b,2019-22,Cash_Annual,0.87015625,,,0.875,,,
C&L 05b2019-22Real_Annual,C&L 05b,2019-22,Real_Annual,0.87015625,,,0.875,,,
C&L 05b2020-23Cash_Annual,C&L 05b,2020-23,Cash_Annual,0.87365625,,,0.8714999999999999,,,
C&L 05b2020-23Real_Annual,C&L 05b,2020-23,Real_Annual,0.87365625,,,0.8714999999999999,,,
C&L 05c2010-14Cash_Annual,C&L 05c,2010-14,Cash_Annual,0.72965625,,,0.7415,,,
C&L 05c2010-14Real_Annual,C&L 05c,2010-14,Real_Annual,0.72965625,,,0.7415,,,
C&L 05c2012-15Cash_Annual,C&L 05c,2012-15,Cash_Annual,0.7383125,,,0.74,,,
C&L 05c2012-15Real_Annual,C&L 05c,2012-15,Real_Annual,0.7383125,,,0.74,,,
C&L 05c2013-16Cash_Annual,C&L 05c,2013-16,Cash_Annual,0.7175625,,,0.708,,,
C&L 05c2013-16Real_Annual,C&L 05c,2013-16,Real_Annual,0.7175625,,,0.708,,,
C&L 05c2014-17Cash_Annual,C&L 05c,2014-17,Cash_Annual,0.6959375,,,0.6915,,,
C&L 05c2014-17Real_Annual,C&L 05c,2014-17,Real_Annual,0.6959375,,,0.6915,,,
C&L 05c2015-18Cash_Annual,C&L 05c,2015-18,Cash_Annual,0.66965625,,,0.6785000000000001,,,
C&L 05c2015-18Real_Annual,C&L 05c,2015-18,Real_Annual,0.66965625,,,0.6785000000000001,,,
C&L 05c2016-19Cash_Annual,C&L 05c,2016-19,Cash_Annual,0.65378125,,,0.6585000000000001,,,
C&L 05c2016-19Real_Annual,C&L 05c,2016-19,Real_Annual,0.65378125,,,0.6585000000000001,,,
C&L 05c2017-20Cash_Annual,C&L 05c,2017-20,Cash_Annual,0.6471875,,,0.638,,,
C&L 05c2017-20Real_Annual,C&L 05c,2017-20,Real_Annual,0.6471875,,,0.638,,,
C&L 05c2018-21Cash_Annual,C&L 05c,2018-21,Cash_Annual,0.664875,,,0.644,,,
C&L 05c2018-21Real_Annual,C&L 05c,2018-21,Real_Annual,0.664875,,,0.644,,,
C&L 05c2019-22Cash_Annual,C&L 05c,2019-22,Cash_Annual,0.68796875,,,0.665,,,
C&L 05c2019-22Real_Annual,C&L 05c,2019-22,Real_Annual,0.68796875,,,0.665,,,
C&L 05c2020-23Cash_Annual,C&L 05c,2020-23,Cash_Annual,0.678875,,,0.6799999999999999,,,
C&L 05c2020-23Real_Annual,C&L 05c,2020-23,Real_Annual,0.678875,,,0.6799999999999999,,,
C&L 05d2010-14Cash_Annual,C&L 05d,2010-14,Cash_Annual,0.78178125,,,0.79,,,
C&L 05d2010-14Real_Annual,C&L 05d,2010-14,Real_Annual,0.78178125,,,0.79,,,
C&L 05d2012-15Cash_Annual,C&L 05d,2012-15,Cash_Annual,0.7878125,,,0.79,,,
C&L 05d2012-15Real_Annual,C&L 05d,2012-15,Real_Annual,0.7878125,,,0.79,,,
C&L 05d2013-16Cash_Annual,C&L 05d,2013-16,Cash_Annual,0.77115625,,,0.7615000000000001,,,
C&L 05d2013-16Real_Annual,C&L 05d,2013-16,Real_Annual,0.77115625,,,0.7615000000000001,,,
C&L 05d2014-17Cash_Annual,C&L 05d,2014-17,Cash_Annual,0.75746875,,,0.7615000000000001,,,
C&L 05d2014-17Real_Annual,C&L 05d,2014-17,Real_Annual,0.75746875,,,0.7615000000000001,,,
C&L 05d2015-18Cash_Annual,C&L 05d,2015-18,Cash_Annual,0.7404375,,,0.74,,,
C&L 05d2015-18Real_Annual,C&L 05d,2015-18,Real_Annual,0.7404375,,,0.74,,,
C&L 05d2016-19Cash_Annual,C&L 05d,2016-19,Cash_Annual,0.720625,,,0.722,,,
C&L 05d2016-19Real_Annual,C&L 05d,2016-19,Real_Annual,0.720625,,,0.722,,,
C&L 05d2017-20Cash_Annual,C&L 05d,2017-20,Cash_Annual,0.7046250000000001,,,0.7135,,,
C&L 05d2017-20Real_Annual,C&L 05d,2017-20,Real_Annual,0.7046250000000001,,,0.7135,,,
C&L 05d2018-21Cash_Annual,C&L 05d,2018-21,Cash_Annual,0.71965625,,,0.7295,,,
C&L 05d2018-21Real_Annual,C&L 05d,2018-21,Real_Annual,0.71965625,,,0.7295,,,
C&L 05d2019-22Cash_Annual,C&L 05d,2019-22,Cash_Annual,0.72940625,,,0.737,,,
C&L 05d2019-22Real_Annual,C&L 05d,2019-22,Real_Annual,0.72940625,,,0.737,,,
C&L 05d2020-23Cash_Annual,C&L 05d,2020-23,Cash_Annual,0.717375,,,0.715,,,
C&L 05d2020-23Real_Annual,C&L 05d,2020-23,Real_Annual,0.717375,,,0.715,,,
CHN 012010-11Cash_Annual,CHN 01,2010-11,Cash_Annual,5144.813125,55122921.834375,11402.0,4750.200000000001,40326500.0,8618.0,4834.495863390195
CHN 012010-11Real_Annual,CHN 01,2010-11,Real_Annual,6711.55084375,71909374.25625,11402.0,6196.7671,52607033.25,8618.0,6306.7334025828795
CHN 012011-12Cash_Annual,CHN 01,2011-12,Cash_Annual,5091.5659375000005,54568275.86875,11436.5625,4765.66,39196000.0,8606.5,4771.387894636172
CHN 012011-12Real_Annual,CHN 01,2011-12,Real_Annual,6527.054509375,69952960.53125,11436.5625,6109.2644,50246708.300000004,8606.5,6116.60720004372
CHN 012012-13Cash_Annual,CHN 01,2012-13,Cash_Annual,5049.4234375,54773371.55625,11569.3125,4683.025,39469000.0,8621.5,4734.367021052461
CHN 012012-13Real_Annual,CHN 01,2012-13,Real_Annual,6356.361225,68950314.70625,11569.3125,5895.128199999999,49684726.25,8621.5,5959.759035487199
CHN 012013-14Cash_Annual,CHN 01,2013-14,Cash_Annual,5044.9712500000005,55551781.43125,11778.78125,4700.02,39563000.0,8692.5,4716.258860079433
CHN 012013-14Real_Annual,CHN 01,2013-14,Real_Annual,6230.944246875,68610907.03125,11778.78125,5804.9018,48863479.15,8692.5,5824.958081401673
CHN 012014-15Cash_Annual,CHN 01,2014-15,Cash_Annual,4956.4128125,55851094.96875,12023.46875,4654.885,40651500.0,8795.0,4645.173213324982
CHN 012014-15Real_Annual,CHN 01,2014-15,Real_Annual,6047.9977875,68151566.81875,12023.46875,5680.0624,49604460.25,8795.0,5668.211747857705
CHN 012015-16Cash_Annual,CHN 01,2015-16,Cash_Annual,4996.151875,57506796.225,12208.96875,4747.76,42277500.0,8898.5,4710.209142356925
CHN 012015-16Real_Annual,CHN 01,2015-16,Real_Annual,6052.940871875,69670667.7875,12208.96875,5752.009,51220061.85,8898.5,5706.515367032944
CHN 012016-17Cash_Annual,CHN 01,2016-17,Cash_Annual,5144.1265625,59506039.33125,12382.40625,4883.27,44929000.0,8974.0,4805.692700580713
CHN 012016-17Real_Annual,CHN 01,2016-17,Real_Annual,6093.615446875,70489502.075,12382.40625,5784.6106500000005,53221872.5,8974.0,5692.714376496895
CHN 012017-18Cash_Annual,CHN 01,2017-18,Cash_Annual,5315.8496875,62336976.665625,12495.3125,5079.995,45828500.0,9131.5,4988.828944104039
CHN 012017-18Real_Annual,CHN 01,2017-18,Real_Annual,6199.935721875,72704322.1875,12495.3125,5924.855750000001,53450298.8,9131.5,5818.527722896086
CHN 012018-19Cash_Annual,CHN 01,2018-19,Cash_Annual,5534.08,65426718.75,12494.21875,5269.82,47961500.0,9231.0,5236.559408726536
