Key_CodePeriodDType,Key_CodePeriodLADType,Key_CodePeriodFamilyGroupDType,DataType,LocalAuthority,Code,Period,Value,Numerator,Denominator,ScotRank,ScotPct,FamilyRank,FamilyPct,Previous_Row,First_Row,Changes
FINSUS 022023-24Real_Annual,FINSUS 022023-24North AyrshireReal_Annual,FINSUS 022023-24Family Group 2Real_Annual,Real_Annual,North Ayrshire,FINSUS 02,2023-24,0.02,,,21.0,0.65625,6.0,0.75,"{""Value"": 0.021, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 24.0, ""ScotPct"": 0.75, ""FamilyRank"": 7.0, ""FamilyPct"": 0.875}","{""Value"": 0.021, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 23.0, ""ScotPct"": 0.71875, ""FamilyRank"": 8.0, ""FamilyPct"": 1.0}","{""ScotRank_ChangeSincePrevious"": 3.0, ""ScotPct_ChangeSincePrevious"": 0.09375, ""FamilyRank_ChangeSincePrevious"": 1.0, ""FamilyPct_ChangeSincePrevious"": 0.125, ""ScotRank_ChangeSinceFirst"": 2.0, ""ScotPct_ChangeSinceFirst"": 0.0625, ""FamilyRank_ChangeSinceFirst"": 2.0, ""FamilyPct_ChangeSinceFirst"": 0.25, ""Value_ChangeSincePrevious"": -0.0010000000000000009, ""Numerator_ChangeSincePrevious"": null, ""Denominator_ChangeSincePrevious"": null, ""Value_ChangeSinceFirst"": -0.0010000000000000009, ""Numerator_ChangeSinceFirst"": null, ""Denominator_ChangeSinceFirst"": null, ""PercentChange_AimAdjusted_SincePrevious"": -0.0010000000000000009, ""PercentChange_AimAdjusted_SinceFirst"": -0.0010000000000000009}"
FINSUS 032023-24Real_Annual,FINSUS 032023-24North AyrshireReal_Annual,FINSUS 032023-24Family Group 2Real_Annual,Real_Annual,North Ayrshire,FINSUS 03,2023-24,0.027,,,4.0,0.125,1.0,0.125,"{""Value"": 0.019, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 4.0, ""ScotPct"": 0.125, ""FamilyRank"": 2.0, ""FamilyPct"": 0.25}","{""Value"": 0.0648, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 7.0, ""ScotPct"": 0.22580645161290322, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""ScotRank_ChangeSincePrevious"": -0.0, ""ScotPct_ChangeSincePrevious"": -0.0, ""FamilyRank_ChangeSincePrevious"": 1.0, ""FamilyPct_ChangeSincePrevious"": 0.125, ""ScotRank_ChangeSinceFirst"": 3.0, ""ScotPct_ChangeSinceFirst"": 0.10080645161290322, ""FamilyRank_ChangeSinceFirst"": -0.0, ""FamilyPct_ChangeSinceFirst"": -0.0, ""Value_ChangeSincePrevious"": 0.008, ""Numerator_ChangeSincePrevious"": null, ""Denominator_ChangeSincePrevious"": null, ""Value_ChangeSinceFirst"": -0.0378, ""Numerator_ChangeSinceFirst"": null, ""Denominator_ChangeSinceFirst"": null, ""PercentChange_AimAdjusted_SincePrevious"": -0.008, ""PercentChange_AimAdjusted_SinceFirst"": 0.0378}"
FINSUS 042023-24Real_Annual,FINSUS 042023-24North AyrshireReal_Annual,FINSUS 042023-24Family Group 2Real_Annual,Real_Annual,North Ayrshire,FINSUS 04,2023-24,0.189,,,9.0,0.34615384615384615,3.0,0.375,"{""Value"": 0.201, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 13.0, ""ScotPct"": 0.5, ""FamilyRank"": 4.0, ""FamilyPct"": 0.5}","{""Value"": 0.1837, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 10.0, ""ScotPct"": 0.4166666666666667, ""FamilyRank"": 5.0, ""FamilyPct"": 0.7142857142857143}","{""ScotRank_ChangeSincePrevious"": 4.0, ""ScotPct_ChangeSincePrevious"": 0.15384615384615385, ""FamilyRank_ChangeSincePrevious"": 1.0, ""FamilyPct_ChangeSincePrevious"": 0.125, ""ScotRank_ChangeSinceFirst"": 1.0, ""ScotPct_ChangeSinceFirst"": 0.07051282051282054, ""FamilyRank_ChangeSinceFirst"": 2.0, ""FamilyPct_ChangeSinceFirst"": 0.3392857142857143, ""Value_ChangeSincePrevious"": -0.01200000000000001, ""Numerator_ChangeSincePrevious"": null, ""Denominator_ChangeSincePrevious"": null, ""Value_ChangeSinceFirst"": 0.005299999999999999, ""Numerator_ChangeSinceFirst"": null, ""Denominator_ChangeSinceFirst"": null, ""PercentChange_AimAdjusted_SincePrevious"": 0.01200000000000001, ""PercentChange_AimAdjusted_SinceFirst"": -0.005299999999999999}"
FINSUS 052023-24Real_Annual,FINSUS 052023-24North AyrshireReal_Annual,FINSUS 052023-24Family Group 2Real_Annual,Real_Annual,North Ayrshire,FINSUS 05,2023-24,1.0,444965000.0,444976000.0,19.0,0.59375,6.0,0.75,"{""Value"": 0.9803, ""Numerator"": 438726778.5, ""Denominator"": 447521347.7, ""ScotRank"": 16.0, ""ScotPct"": 0.5, ""FamilyRank"": 5.0, ""FamilyPct"": 0.625}","{""Value"": 0.9866, ""Numerator"": 412525260.5, ""Denominator"": 418124007.5, ""ScotRank"": 10.0, ""ScotPct"": 0.3125, ""FamilyRank"": 5.0, ""FamilyPct"": 0.625}","{""ScotRank_ChangeSincePrevious"": -3.0, ""ScotPct_ChangeSincePrevious"": -0.09375, ""FamilyRank_ChangeSincePrevious"": -1.0, ""FamilyPct_ChangeSincePrevious"": -0.125, ""ScotRank_ChangeSinceFirst"": -9.0, ""ScotPct_ChangeSinceFirst"": -0.28125, ""FamilyRank_ChangeSinceFirst"": -1.0, ""FamilyPct_ChangeSinceFirst"": -0.125, ""Value_ChangeSincePrevious"": 0.01970000000000005, ""Numerator_ChangeSincePrevious"": 6238221.5, ""Denominator_ChangeSincePrevious"": -2545347.699999988, ""Value_ChangeSinceFirst"": 0.013399999999999967, ""Numerator_ChangeSinceFirst"": 32439739.5, ""Denominator_ChangeSinceFirst"": 26851992.5, ""PercentChange_AimAdjusted_SincePrevious"": -0.01970000000000005, ""PercentChange_AimAdjusted_SinceFirst"": -0.013399999999999967}"
HSN 01b2023-24Real_Annual,HSN 01b2023-24North AyrshireReal_Annual,HSN 01b2023-24Family Group 4Real_Annual,Real_Annual,North Ayrshire,HSN 01b,2023-24,0.0587749857987382,3288727.0,55954535.0,4.0,0.15384615384615385,1.0,0.2,"{""Value"": 0.07140448286, ""Numerator"": 3901407.94113738, ""Denominator"": 54638137.3396314, ""ScotRank"": 6.0, ""ScotPct"": 0.23076923076923078, ""FamilyRank"": 1.0, ""FamilyPct"": 0.2}","{""Value"": 0.032, ""Numerator"": 1775867.7924595, ""Denominator"": 55414855.6897467, ""ScotRank"": 2.0, ""ScotPct"": 0.07692307692307693, ""FamilyRank"": 1.0, ""FamilyPct"": 0.2}","{""ScotRank_ChangeSincePrevious"": 2.0, ""ScotPct_ChangeSincePrevious"": 0.07692307692307693, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": -2.0, ""ScotPct_ChangeSinceFirst"": -0.07692307692307693, ""FamilyRank_ChangeSinceFirst"": -0.0, ""FamilyPct_ChangeSinceFirst"": -0.0, ""Value_ChangeSincePrevious"": -0.01262949706126179, ""Numerator_ChangeSincePrevious"": -612680.94113738, ""Denominator_ChangeSincePrevious"": 1316397.660368599, ""Value_ChangeSinceFirst"": 0.0267749857987382, ""Numerator_ChangeSinceFirst"": 1512859.2075405, ""Denominator_ChangeSinceFirst"": 539679.3102532998, ""PercentChange_AimAdjusted_SincePrevious"": 0.01262949706126179, ""PercentChange_AimAdjusted_SinceFirst"": -0.0267749857987382}"
HSN 022023-24Real_Annual,HSN 022023-24North AyrshireReal_Annual,HSN 022023-24Family Group 4Real_Annual,Real_Annual,North Ayrshire,HSN 02,2023-24,0.0040424426724303,226193.0,55954535.0,1.0,0.038461538461538464,1.0,0.2,"{""Value"": 0.00560345351, ""Numerator"": 306162.262644623, ""Denominator"": 54638137.3396314, ""ScotRank"": 1.0, ""ScotPct"": 0.038461538461538464, ""FamilyRank"": 1.0, ""FamilyPct"": 0.2}","{""Value"": 0.0038, ""Numerator"": 208263.600220473, ""Denominator"": 55414855.6897467, ""ScotRank"": 1.0, ""ScotPct"": 0.038461538461538464, ""FamilyRank"": 1.0, ""FamilyPct"": 0.2}","{""ScotRank_ChangeSincePrevious"": -0.0, ""ScotPct_ChangeSincePrevious"": -0.0, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": -0.0, ""ScotPct_ChangeSinceFirst"": -0.0, ""FamilyRank_ChangeSinceFirst"": -0.0, ""FamilyPct_ChangeSinceFirst"": -0.0, ""Value_ChangeSincePrevious"": -0.0015610108375697, ""Numerator_ChangeSincePrevious"": -79969.262644623, ""Denominator_ChangeSincePrevious"": 1316397.660368599, ""Value_ChangeSinceFirst"": 0.00024244267243030007, ""Numerator_ChangeSinceFirst"": 17929.39977952701, ""Denominator_ChangeSinceFirst"": 539679.3102532998, ""PercentChange_AimAdjusted_SincePrevious"": 0.0015610108375697, ""PercentChange_AimAdjusted_SinceFirst"": -0.00024244267243030007}"
HSN 032023-24Real_Annual,HSN 032023-24North AyrshireReal_Annual,HSN 032023-24Family Group 4Real_Annual,Real_Annual,North Ayrshire,HSN 03,2023-24,0.769300022507315,10254.0,13329.0,16.0,0.6153846153846154,4.0,0.8,"{""Value"": 0.6323851, ""Numerator"": 8381.0, ""Denominator"": 13253.0, ""ScotRank"": 16.0, ""ScotPct"": 0.6153846153846154, ""FamilyRank"": 4.0, ""FamilyPct"": 0.8}","{""Value"": 0.9632, ""Numerator"": 12576.0, ""Denominator"": 13057.0, ""ScotRank"": 1.0, ""ScotPct"": 0.038461538461538464, ""FamilyRank"": 1.0, ""FamilyPct"": 0.2}","{""ScotRank_ChangeSincePrevious"": -0.0, ""ScotPct_ChangeSincePrevious"": -0.0, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": -15.0, ""ScotPct_ChangeSinceFirst"": -0.576923076923077, ""FamilyRank_ChangeSinceFirst"": -3.0, ""FamilyPct_ChangeSinceFirst"": -0.6000000000000001, ""Value_ChangeSincePrevious"": 0.13691492250731496, ""Numerator_ChangeSincePrevious"": 1873.0, ""Denominator_ChangeSincePrevious"": 76.0, ""Value_ChangeSinceFirst"": -0.19389997749268495, ""Numerator_ChangeSinceFirst"": -2322.0, ""Denominator_ChangeSinceFirst"": 272.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.13691492250731496, ""PercentChange_AimAdjusted_SinceFirst"": -0.19389997749268495}"
HSN 04b2023-24Real_Annual,HSN 04b2023-24North AyrshireReal_Annual,HSN 04b2023-24Family Group 4Real_Annual,Real_Annual,North Ayrshire,HSN 04b,2023-24,7.59938765897315,96801.0,12738.0,7.0,0.2692307692307692,2.0,0.4,"{""Value"": 8.416410256, ""Numerator"": 98472.0, ""Denominator"": 11700.0, ""ScotRank"": 12.0, ""ScotPct"": 0.46153846153846156, ""FamilyRank"": 2.0, ""FamilyPct"": 0.4}","{""Value"": 9.03, ""Numerator"": 251350.0, ""Denominator"": 27832.0, ""ScotRank"": 12.0, ""ScotPct"": 0.46153846153846156, ""FamilyRank"": 3.0, ""FamilyPct"": 0.6}","{""ScotRank_ChangeSincePrevious"": 5.0, ""ScotPct_ChangeSincePrevious"": 0.19230769230769235, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": 5.0, ""ScotPct_ChangeSinceFirst"": 0.19230769230769235, ""FamilyRank_ChangeSinceFirst"": 1.0, ""FamilyPct_ChangeSinceFirst"": 0.19999999999999996, ""Value_ChangeSincePrevious"": -0.8170225970268508, ""Numerator_ChangeSincePrevious"": -1671.0, ""Denominator_ChangeSincePrevious"": 1038.0, ""Value_ChangeSinceFirst"": -1.4306123410268494, ""Numerator_ChangeSinceFirst"": -154549.0, ""Denominator_ChangeSinceFirst"": -15094.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.09707494907872403, ""PercentChange_AimAdjusted_SinceFirst"": 0.1584288306784994}"
HSN 05a2021-22Real_Annual,HSN 05a2021-22North AyrshireReal_Annual,HSN 05a2021-22Family Group 4Real_Annual,Real_Annual,North Ayrshire,HSN 05a,2021-22,0.976618431073877,12823.0,13130.0,4.0,0.15384615384615385,2.0,0.4,"{""Value"": 0.975822125476172, ""Numerator"": 12552.0, ""Denominator"": 12863.0, ""ScotRank"": 2.0, ""ScotPct"": 0.07692307692307693, ""FamilyRank"": 2.0, ""FamilyPct"": 0.4}","{""Value"": 0.8934, ""Numerator"": 11701.0, ""Denominator"": 13097.0, ""ScotRank"": 3.0, ""ScotPct"": 0.11538461538461539, ""FamilyRank"": 1.0, ""FamilyPct"": 0.2}","{""ScotRank_ChangeSincePrevious"": -2.0, ""ScotPct_ChangeSincePrevious"": -0.07692307692307693, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": -1.0, ""ScotPct_ChangeSinceFirst"": -0.038461538461538464, ""FamilyRank_ChangeSinceFirst"": -1.0, ""FamilyPct_ChangeSinceFirst"": -0.2, ""Value_ChangeSincePrevious"": 0.0007963055977050493, ""Numerator_ChangeSincePrevious"": 271.0, ""Denominator_ChangeSincePrevious"": 267.0, ""Value_ChangeSinceFirst"": 0.08321843107387705, ""Numerator_ChangeSinceFirst"": 1122.0, ""Denominator_ChangeSinceFirst"": 33.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.0007963055977050493, ""PercentChange_AimAdjusted_SinceFirst"": 0.08321843107387705}"
SW 012023-24Real_Annual,SW 012023-24North AyrshireReal_Annual,SW 012023-24Family Group 4Real_Annual,Real_Annual,North Ayrshire,SW 01,2023-24,46.38,29140000.0,628243.98,26.0,0.8125,6.0,0.75,"{""Value"": 36.8164, ""Numerator"": 25269081.7, ""Denominator"": 686313.0, ""ScotRank"": 19.0, ""ScotPct"": 0.59375, ""FamilyRank"": 3.0, ""FamilyPct"": 0.375}","{""Value"": 32.9231, ""Numerator"": 17592049.7, ""Denominator"": 534320.8, ""ScotRank"": 25.0, ""ScotPct"": 0.78125, ""FamilyRank"": 7.0, ""FamilyPct"": 0.875}","{""ScotRank_ChangeSincePrevious"": -7.0, ""ScotPct_ChangeSincePrevious"": -0.21875, ""FamilyRank_ChangeSincePrevious"": -3.0, ""FamilyPct_ChangeSincePrevious"": -0.375, ""ScotRank_ChangeSinceFirst"": -1.0, ""ScotPct_ChangeSinceFirst"": -0.03125, ""FamilyRank_ChangeSinceFirst"": 1.0, ""FamilyPct_ChangeSinceFirst"": 0.125, ""Value_ChangeSincePrevious"": 9.563600000000001, ""Numerator_ChangeSincePrevious"": 3870918.3000000007, ""Denominator_ChangeSincePrevious"": -58069.02000000002, ""Value_ChangeSinceFirst"": 13.456900000000005, ""Numerator_ChangeSinceFirst"": 11547950.3, ""Denominator_ChangeSinceFirst"": 93923.17999999993, ""PercentChange_AimAdjusted_SincePrevious"": -0.2597646700926761, ""PercentChange_AimAdjusted_SinceFirst"": -0.4087373303243013}"
SW 022023-24Real_Annual,SW 022023-24North AyrshireReal_Annual,SW 022023-24Family Group 4Real_Annual,Real_Annual,North Ayrshire,SW 02,2023-24,0.0503,6620.0,131565.0,18.0,0.5625,5.0,0.625,"{""Value"": 0.0592, ""Numerator"": 7641.9445, ""Denominator"": 129200.5825, ""ScotRank"": 17.0, ""ScotPct"": 0.53125, ""FamilyRank"": 5.0, ""FamilyPct"": 0.625}","{""Value"": 0.0097, ""Numerator"": 1000.5487, ""Denominator"": 103199.0523, ""ScotRank"": 20.0, ""ScotPct"": 0.625, ""FamilyRank"": 3.0, ""FamilyPct"": 0.375}","{""ScotRank_ChangeSincePrevious"": -1.0, ""ScotPct_ChangeSincePrevious"": -0.03125, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": 2.0, ""ScotPct_ChangeSinceFirst"": 0.0625, ""FamilyRank_ChangeSinceFirst"": -2.0, ""FamilyPct_ChangeSinceFirst"": -0.25, ""Value_ChangeSincePrevious"": -0.008900000000000005, ""Numerator_ChangeSincePrevious"": -1021.9444999999996, ""Denominator_ChangeSincePrevious"": 2364.417499999996, ""Value_ChangeSinceFirst"": 0.0406, ""Numerator_ChangeSinceFirst"": 5619.4513, ""Denominator_ChangeSinceFirst"": 28365.947700000004, ""PercentChange_AimAdjusted_SincePrevious"": -0.008900000000000005, ""PercentChange_AimAdjusted_SinceFirst"": 0.0406}"
SW 03a2023-24Real_Annual,SW 03a2023-24North AyrshireReal_Annual,SW 03a2023-24Family Group 4Real_Annual,Real_Annual,North Ayrshire,SW 03a,2023-24,0.698,,,7.0,0.21875,3.0,0.375,"{""Value"": 0.7, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 5.0, ""ScotPct"": 0.15625, ""FamilyRank"": 2.0, ""FamilyPct"": 0.25}","{""Value"": 0.587308730873087, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 21.0, ""ScotPct"": 0.65625, ""FamilyRank"": 6.0, ""FamilyPct"": 0.75}","{""ScotRank_ChangeSincePrevious"": -2.0, ""ScotPct_ChangeSincePrevious"": -0.0625, ""FamilyRank_ChangeSincePrevious"": -1.0, ""FamilyPct_ChangeSincePrevious"": -0.125, ""ScotRank_ChangeSinceFirst"": 14.0, ""ScotPct_ChangeSinceFirst"": 0.4375, ""FamilyRank_ChangeSinceFirst"": 3.0, ""FamilyPct_ChangeSinceFirst"": 0.375, ""Value_ChangeSincePrevious"": -0.0020000000000000018, ""Numerator_ChangeSincePrevious"": null, ""Denominator_ChangeSincePrevious"": null, ""Value_ChangeSinceFirst"": 0.11069126912691296, ""Numerator_ChangeSinceFirst"": null, ""Denominator_ChangeSinceFirst"": null, ""PercentChange_AimAdjusted_SincePrevious"": -0.0020000000000000018, ""PercentChange_AimAdjusted_SinceFirst"": 0.11069126912691296}"
SW 04b2023-24Real_Annual,SW 04b2023-24North AyrshireReal_Annual,SW 04b2023-24Family Group 4Real_Annual,Real_Annual,North Ayrshire,SW 04b,2023-24,0.6762,,,23.0,0.71875,6.0,0.75,"{""Value"": 0.7763, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 17.0, ""ScotPct"": 0.53125, ""FamilyRank"": 5.0, ""FamilyPct"": 0.625}","{""Value"": 0.802394, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 31.0, ""ScotPct"": 0.96875, ""FamilyRank"": 8.0, ""FamilyPct"": 1.0}","{""ScotRank_ChangeSincePrevious"": -6.0, ""ScotPct_ChangeSincePrevious"": -0.1875, ""FamilyRank_ChangeSincePrevious"": -1.0, ""FamilyPct_ChangeSincePrevious"": -0.125, ""ScotRank_ChangeSinceFirst"": 8.0, ""ScotPct_ChangeSinceFirst"": 0.25, ""FamilyRank_ChangeSinceFirst"": 2.0, ""FamilyPct_ChangeSinceFirst"": 0.25, ""Value_ChangeSincePrevious"": -0.10009999999999997, ""Numerator_ChangeSincePrevious"": null, ""Denominator_ChangeSincePrevious"": null, ""Value_ChangeSinceFirst"": -0.12619400000000003, ""Numerator_ChangeSinceFirst"": null, ""Denominator_ChangeSinceFirst"": null, ""PercentChange_AimAdjusted_SincePrevious"": -0.10009999999999997, ""PercentChange_AimAdjusted_SinceFirst"": -0.12619400000000003}"
SW 04c2023-24Real_Annual,SW 04c2023-24North AyrshireReal_Annual,SW 04c2023-24Family Group 4Real_Annual,Real_Annual,North Ayrshire,SW 04c,2023-24,0.6746,,,28.0,0.875,7.0,0.875,"{""Value"": 0.8126, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 10.0, ""ScotPct"": 0.3125, ""FamilyRank"": 5.0, ""FamilyPct"": 0.625}","{""Value"": 0.7639, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 31.0, ""ScotPct"": 0.96875, ""FamilyRank"": 8.0, ""FamilyPct"": 1.0}","{""ScotRank_ChangeSincePrevious"": -18.0, ""ScotPct_ChangeSincePrevious"": -0.5625, ""FamilyRank_ChangeSincePrevious"": -2.0, ""FamilyPct_ChangeSincePrevious"": -0.25, ""ScotRank_ChangeSinceFirst"": 3.0, ""ScotPct_ChangeSinceFirst"": 0.09375, ""FamilyRank_ChangeSinceFirst"": 1.0, ""FamilyPct_ChangeSinceFirst"": 0.125, ""Value_ChangeSincePrevious"": -0.138, ""Numerator_ChangeSincePrevious"": null, ""Denominator_ChangeSincePrevious"": null, ""Value_ChangeSinceFirst"": -0.08930000000000005, ""Numerator_ChangeSinceFirst"": null, ""Denominator_ChangeSinceFirst"": null, ""PercentChange_AimAdjusted_SincePrevious"": -0.138, ""PercentChange_AimAdjusted_SinceFirst"": -0.08930000000000005}"
SW 04d2023-24Real_Annual,SW 04d2023-24North AyrshireReal_Annual,SW 04d2023-24Family Group 4Real_Annual,Real_Annual,North Ayrshire,SW 04d,2023-24,0.5064,,,32.0,1.0,8.0,1.0,"{""Value"": 0.7346, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 12.0, ""ScotPct"": 0.375, ""FamilyRank"": 3.0, ""FamilyPct"": 0.375}","{""Value"": 0.7964, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 27.0, ""ScotPct"": 0.84375, ""FamilyRank"": 8.0, ""FamilyPct"": 1.0}","{""ScotRank_ChangeSincePrevious"": -20.0, ""ScotPct_ChangeSincePrevious"": -0.625, ""FamilyRank_ChangeSincePrevious"": -5.0, ""FamilyPct_ChangeSincePrevious"": -0.625, ""ScotRank_ChangeSinceFirst"": -5.0, ""ScotPct_ChangeSinceFirst"": -0.15625, ""FamilyRank_ChangeSinceFirst"": -0.0, ""FamilyPct_ChangeSinceFirst"": -0.0, ""Value_ChangeSincePrevious"": -0.22820000000000007, ""Numerator_ChangeSincePrevious"": null, ""Denominator_ChangeSincePrevious"": null, ""Value_ChangeSinceFirst"": -0.29000000000000004, ""Numerator_ChangeSinceFirst"": null, ""Denominator_ChangeSinceFirst"": null, ""PercentChange_AimAdjusted_SincePrevious"": -0.22820000000000007, ""PercentChange_AimAdjusted_SinceFirst"": -0.29000000000000004}"
SW 04e2023-24Real_Annual,SW 04e2023-24North AyrshireReal_Annual,SW 04e2023-24Family Group 4Real_Annual,Real_Annual,North Ayrshire,SW 04e,2023-24,0.3157,,,16.0,0.5,6.0,0.75,"{""Value"": 0.3075, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 13.0, ""ScotPct"": 0.40625, ""FamilyRank"": 4.0, ""FamilyPct"": 0.5}","{""Value"": 0.3663, ""Numerator"": null, ""Denominator"": null, ""ScotRank"": 31.0, ""ScotPct"": 0.96875, ""FamilyRank"": 8.0, ""FamilyPct"": 1.0}","{""ScotRank_ChangeSincePrevious"": -3.0, ""ScotPct_ChangeSincePrevious"": -0.09375, ""FamilyRank_ChangeSincePrevious"": -2.0, ""FamilyPct_ChangeSincePrevious"": -0.25, ""ScotRank_ChangeSinceFirst"": 15.0, ""ScotPct_ChangeSinceFirst"": 0.46875, ""FamilyRank_ChangeSinceFirst"": 2.0, ""FamilyPct_ChangeSinceFirst"": 0.25, ""Value_ChangeSincePrevious"": 0.008199999999999985, ""Numerator_ChangeSincePrevious"": null, ""Denominator_ChangeSincePrevious"": null, ""Value_ChangeSinceFirst"": -0.050600000000000034, ""Numerator_ChangeSinceFirst"": null, ""Denominator_ChangeSinceFirst"": null, ""PercentChange_AimAdjusted_SincePrevious"": 0.008199999999999985, ""PercentChange_AimAdjusted_SinceFirst"": -0.050600000000000034}"
SW 052023-24Real_Annual,SW 052023-24North AyrshireReal_Annual,SW 052023-24Family Group 4Real_Annual,Real_Annual,North Ayrshire,SW 05,2023-24,574.2788,459423.07692307624,800.0,6.0,0.1875,2.0,0.25,"{""Value"": 593.3381, ""Numerator"": 462803.6942307685, ""Denominator"": 780.0, ""ScotRank"": 6.0, ""ScotPct"": 0.1875, ""FamilyRank"": 2.0, ""FamilyPct"": 0.25}","{""Value"": 603.5817, ""Numerator"": 531151.8326923068, ""Denominator"": 880.0, ""ScotRank"": 19.0, ""ScotPct"": 0.59375, ""FamilyRank"": 4.0, ""FamilyPct"": 0.5}","{""ScotRank_ChangeSincePrevious"": -0.0, ""ScotPct_ChangeSincePrevious"": -0.0, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": 13.0, ""ScotPct_ChangeSinceFirst"": 0.40625, ""FamilyRank_ChangeSinceFirst"": 2.0, ""FamilyPct_ChangeSinceFirst"": 0.25, ""Value_ChangeSincePrevious"": -19.059300000000007, ""Numerator_ChangeSincePrevious"": -3380.6173076922423, ""Denominator_ChangeSincePrevious"": 20.0, ""Value_ChangeSinceFirst"": -29.30289999999991, ""Numerator_ChangeSinceFirst"": -71728.7557692306, ""Denominator_ChangeSinceFirst"": -80.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.032122157670306364, ""PercentChange_AimAdjusted_SinceFirst"": 0.04854835724807414}"
SW 062023-24Real_Annual,SW 062023-24North AyrshireReal_Annual,SW 062023-24Family Group 4Real_Annual,Real_Annual,North Ayrshire,SW 06,2023-24,101.413578924823,2841.0,28.014,19.0,0.59375,5.0,0.625,"{""Value"": 100.465289410013, ""Numerator"": 2699.0, ""Denominator"": 26.865000000000002, ""ScotRank"": 19.0, ""ScotPct"": 0.59375, ""FamilyRank"": 4.0, ""FamilyPct"": 0.5}","{""Value"": 90.3347880489517, ""Numerator"": 2960.0, ""Denominator"": 32.767, ""ScotRank"": 21.0, ""ScotPct"": 0.65625, ""FamilyRank"": 5.0, ""FamilyPct"": 0.625}","{""ScotRank_ChangeSincePrevious"": -0.0, ""ScotPct_ChangeSincePrevious"": -0.0, ""FamilyRank_ChangeSincePrevious"": -1.0, ""FamilyPct_ChangeSincePrevious"": -0.125, ""ScotRank_ChangeSinceFirst"": 2.0, ""ScotPct_ChangeSinceFirst"": 0.0625, ""FamilyRank_ChangeSinceFirst"": -0.0, ""FamilyPct_ChangeSinceFirst"": -0.0, ""Value_ChangeSincePrevious"": 0.9482895148099999, ""Numerator_ChangeSincePrevious"": 142.0, ""Denominator_ChangeSincePrevious"": 1.1489999999999974, ""Value_ChangeSinceFirst"": 11.078790875871306, ""Numerator_ChangeSinceFirst"": -119.0, ""Denominator_ChangeSinceFirst"": -4.753000000000004, ""PercentChange_AimAdjusted_SincePrevious"": -0.009438976589614914, ""PercentChange_AimAdjusted_SinceFirst"": -0.12264146642894427}"
