Key_CodePeriodDType,Key_CodePeriodFamilyGroupDType,Key_CodePeriodLADType,Code,LocalAuthority,Period,Value,Numerator,Denominator,FamilyRank,FamilyPct,ScotRank,ScotPct,DataType,Iter_CodeLADType,Previous_Row,First_Row,Changes
CORP 102021-22;Q1Real_Quarterly,CORP 102021-22;Q1Family Group 3Real_Quarterly,CORP 102021-22;Q1AngusReal_Quarterly,CORP 10,Angus,2021-22;Q1,0.85,305.0,360.0,8.0,1.0,27.0,0.84375,Real_Quarterly,CORP 10AngusReal_Quarterly,"{""Value"": 0.87, ""Numerator"": 405.0, ""Denominator"": 470.0, ""ScotRank"": 25.0, ""ScotPct"": 0.78125, ""FamilyRank"": 8.0, ""FamilyPct"": 1.0}","{""Value"": 0.93, ""Numerator"": 240.0, ""Denominator"": 260.0, ""ScotRank"": 17.0, ""ScotPct"": 0.53125, ""FamilyRank"": 6.0, ""FamilyPct"": 0.75}","{""ScotRank_ChangeSincePrevious"": -2.0, ""ScotPct_ChangeSincePrevious"": -0.0625, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": -10.0, ""ScotPct_ChangeSinceFirst"": -0.3125, ""FamilyRank_ChangeSinceFirst"": -2.0, ""FamilyPct_ChangeSinceFirst"": -0.25, ""Value_ChangeSincePrevious"": -0.020000000000000018, ""Numerator_ChangeSincePrevious"": -100.0, ""Denominator_ChangeSincePrevious"": -110.0, ""Value_ChangeSinceFirst"": -0.08000000000000007, ""Numerator_ChangeSinceFirst"": 65.0, ""Denominator_ChangeSinceFirst"": 100.0, ""PercentChange_AimAdjusted_SincePrevious"": -0.020000000000000018, ""PercentChange_AimAdjusted_SinceFirst"": -0.08000000000000007}"
CORP 102021-22;Q2Real_Quarterly,CORP 102021-22;Q2Family Group 3Real_Quarterly,CORP 102021-22;Q2AngusReal_Quarterly,CORP 10,Angus,2021-22;Q2,0.89,315.0,350.0,7.0,0.875,22.0,0.6875,Real_Quarterly,CORP 10AngusReal_Quarterly,"{""Value"": 0.85, ""Numerator"": 305.0, ""Denominator"": 360.0, ""ScotRank"": 27.0, ""ScotPct"": 0.84375, ""FamilyRank"": 8.0, ""FamilyPct"": 1.0}","{""Value"": 0.93, ""Numerator"": 240.0, ""Denominator"": 260.0, ""ScotRank"": 17.0, ""ScotPct"": 0.53125, ""FamilyRank"": 6.0, ""FamilyPct"": 0.75}","{""ScotRank_ChangeSincePrevious"": 5.0, ""ScotPct_ChangeSincePrevious"": 0.15625, ""FamilyRank_ChangeSincePrevious"": 1.0, ""FamilyPct_ChangeSincePrevious"": 0.125, ""ScotRank_ChangeSinceFirst"": -5.0, ""ScotPct_ChangeSinceFirst"": -0.15625, ""FamilyRank_ChangeSinceFirst"": -1.0, ""FamilyPct_ChangeSinceFirst"": -0.125, ""Value_ChangeSincePrevious"": 0.040000000000000036, ""Numerator_ChangeSincePrevious"": 10.0, ""Denominator_ChangeSincePrevious"": -10.0, ""Value_ChangeSinceFirst"": -0.040000000000000036, ""Numerator_ChangeSinceFirst"": 75.0, ""Denominator_ChangeSinceFirst"": 90.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.040000000000000036, ""PercentChange_AimAdjusted_SinceFirst"": -0.040000000000000036}"
CORP 102021-22;Q3Real_Quarterly,CORP 102021-22;Q3Family Group 3Real_Quarterly,CORP 102021-22;Q3AngusReal_Quarterly,CORP 10,Angus,2021-22;Q3,0.81,205.0,255.0,7.0,0.875,26.0,0.8125,Real_Quarterly,CORP 10AngusReal_Quarterly,"{""Value"": 0.89, ""Numerator"": 315.0, ""Denominator"": 350.0, ""ScotRank"": 22.0, ""ScotPct"": 0.6875, ""FamilyRank"": 7.0, ""FamilyPct"": 0.875}","{""Value"": 0.93, ""Numerator"": 240.0, ""Denominator"": 260.0, ""ScotRank"": 17.0, ""ScotPct"": 0.53125, ""FamilyRank"": 6.0, ""FamilyPct"": 0.75}","{""ScotRank_ChangeSincePrevious"": -4.0, ""ScotPct_ChangeSincePrevious"": -0.125, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": -9.0, ""ScotPct_ChangeSinceFirst"": -0.28125, ""FamilyRank_ChangeSinceFirst"": -1.0, ""FamilyPct_ChangeSinceFirst"": -0.125, ""Value_ChangeSincePrevious"": -0.07999999999999996, ""Numerator_ChangeSincePrevious"": -110.0, ""Denominator_ChangeSincePrevious"": -95.0, ""Value_ChangeSinceFirst"": -0.12, ""Numerator_ChangeSinceFirst"": -35.0, ""Denominator_ChangeSinceFirst"": -5.0, ""PercentChange_AimAdjusted_SincePrevious"": -0.07999999999999996, ""PercentChange_AimAdjusted_SinceFirst"": -0.12}"
CORP 102021-22;Q4Real_Quarterly,CORP 102021-22;Q4Family Group 3Real_Quarterly,CORP 102021-22;Q4AngusReal_Quarterly,CORP 10,Angus,2021-22;Q4,0.83,180.0,215.0,7.0,0.875,20.0,0.625,Real_Quarterly,CORP 10AngusReal_Quarterly,"{""Value"": 0.81, ""Numerator"": 205.0, ""Denominator"": 255.0, ""ScotRank"": 26.0, ""ScotPct"": 0.8125, ""FamilyRank"": 7.0, ""FamilyPct"": 0.875}","{""Value"": 0.93, ""Numerator"": 240.0, ""Denominator"": 260.0, ""ScotRank"": 17.0, ""ScotPct"": 0.53125, ""FamilyRank"": 6.0, ""FamilyPct"": 0.75}","{""ScotRank_ChangeSincePrevious"": 6.0, ""ScotPct_ChangeSincePrevious"": 0.1875, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": -3.0, ""ScotPct_ChangeSinceFirst"": -0.09375, ""FamilyRank_ChangeSinceFirst"": -1.0, ""FamilyPct_ChangeSinceFirst"": -0.125, ""Value_ChangeSincePrevious"": 0.019999999999999907, ""Numerator_ChangeSincePrevious"": -25.0, ""Denominator_ChangeSincePrevious"": -40.0, ""Value_ChangeSinceFirst"": -0.10000000000000009, ""Numerator_ChangeSinceFirst"": -60.0, ""Denominator_ChangeSinceFirst"": -45.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.019999999999999907, ""PercentChange_AimAdjusted_SinceFirst"": -0.10000000000000009}"
CORP 102022-23;Q1Real_Quarterly,CORP 102022-23;Q1Family Group 3Real_Quarterly,CORP 102022-23;Q1AngusReal_Quarterly,CORP 10,Angus,2022-23;Q1,0.74,305.0,410.0,7.0,0.875,25.0,0.78125,Real_Quarterly,CORP 10AngusReal_Quarterly,"{""Value"": 0.83, ""Numerator"": 180.0, ""Denominator"": 215.0, ""ScotRank"": 20.0, ""ScotPct"": 0.625, ""FamilyRank"": 7.0, ""FamilyPct"": 0.875}","{""Value"": 0.93, ""Numerator"": 240.0, ""Denominator"": 260.0, ""ScotRank"": 17.0, ""ScotPct"": 0.53125, ""FamilyRank"": 6.0, ""FamilyPct"": 0.75}","{""ScotRank_ChangeSincePrevious"": -5.0, ""ScotPct_ChangeSincePrevious"": -0.15625, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": -8.0, ""ScotPct_ChangeSinceFirst"": -0.25, ""FamilyRank_ChangeSinceFirst"": -1.0, ""FamilyPct_ChangeSinceFirst"": -0.125, ""Value_ChangeSincePrevious"": -0.08999999999999997, ""Numerator_ChangeSincePrevious"": 125.0, ""Denominator_ChangeSincePrevious"": 195.0, ""Value_ChangeSinceFirst"": -0.19000000000000006, ""Numerator_ChangeSinceFirst"": 65.0, ""Denominator_ChangeSinceFirst"": 150.0, ""PercentChange_AimAdjusted_SincePrevious"": -0.08999999999999997, ""PercentChange_AimAdjusted_SinceFirst"": -0.19000000000000006}"
CORP 102022-23;Q2Real_Quarterly,CORP 102022-23;Q2Family Group 3Real_Quarterly,CORP 102022-23;Q2AngusReal_Quarterly,CORP 10,Angus,2022-23;Q2,0.84,375.0,445.0,6.0,0.8571428571428571,22.0,0.7096774193548387,Real_Quarterly,CORP 10AngusReal_Quarterly,"{""Value"": 0.74, ""Numerator"": 305.0, ""Denominator"": 410.0, ""ScotRank"": 25.0, ""ScotPct"": 0.78125, ""FamilyRank"": 7.0, ""FamilyPct"": 0.875}","{""Value"": 0.93, ""Numerator"": 240.0, ""Denominator"": 260.0, ""ScotRank"": 17.0, ""ScotPct"": 0.53125, ""FamilyRank"": 6.0, ""FamilyPct"": 0.75}","{""ScotRank_ChangeSincePrevious"": 3.0, ""ScotPct_ChangeSincePrevious"": 0.07157258064516125, ""FamilyRank_ChangeSincePrevious"": 1.0, ""FamilyPct_ChangeSincePrevious"": 0.017857142857142905, ""ScotRank_ChangeSinceFirst"": -5.0, ""ScotPct_ChangeSinceFirst"": -0.17842741935483875, ""FamilyRank_ChangeSinceFirst"": -0.0, ""FamilyPct_ChangeSinceFirst"": -0.1071428571428571, ""Value_ChangeSincePrevious"": 0.09999999999999998, ""Numerator_ChangeSincePrevious"": 70.0, ""Denominator_ChangeSincePrevious"": 35.0, ""Value_ChangeSinceFirst"": -0.09000000000000008, ""Numerator_ChangeSinceFirst"": 135.0, ""Denominator_ChangeSinceFirst"": 185.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.09999999999999998, ""PercentChange_AimAdjusted_SinceFirst"": -0.09000000000000008}"
CORP 102022-23;Q3Real_Quarterly,CORP 102022-23;Q3Family Group 3Real_Quarterly,CORP 102022-23;Q3AngusReal_Quarterly,CORP 10,Angus,2022-23;Q3,0.85,295.0,345.0,6.0,0.8571428571428571,23.0,0.7419354838709677,Real_Quarterly,CORP 10AngusReal_Quarterly,"{""Value"": 0.84, ""Numerator"": 375.0, ""Denominator"": 445.0, ""ScotRank"": 22.0, ""ScotPct"": 0.7096774193548387, ""FamilyRank"": 6.0, ""FamilyPct"": 0.8571428571428571}","{""Value"": 0.93, ""Numerator"": 240.0, ""Denominator"": 260.0, ""ScotRank"": 17.0, ""ScotPct"": 0.53125, ""FamilyRank"": 6.0, ""FamilyPct"": 0.75}","{""ScotRank_ChangeSincePrevious"": -1.0, ""ScotPct_ChangeSincePrevious"": -0.032258064516129004, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": -6.0, ""ScotPct_ChangeSinceFirst"": -0.21068548387096775, ""FamilyRank_ChangeSinceFirst"": -0.0, ""FamilyPct_ChangeSinceFirst"": -0.1071428571428571, ""Value_ChangeSincePrevious"": 0.010000000000000009, ""Numerator_ChangeSincePrevious"": -80.0, ""Denominator_ChangeSincePrevious"": -100.0, ""Value_ChangeSinceFirst"": -0.08000000000000007, ""Numerator_ChangeSinceFirst"": 55.0, ""Denominator_ChangeSinceFirst"": 85.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.010000000000000009, ""PercentChange_AimAdjusted_SinceFirst"": -0.08000000000000007}"
CORP 102022-23;Q4Real_Quarterly,CORP 102022-23;Q4Family Group 3Real_Quarterly,CORP 102022-23;Q4AngusReal_Quarterly,CORP 10,Angus,2022-23;Q4,0.86,360.0,420.0,6.0,0.75,21.0,0.65625,Real_Quarterly,CORP 10AngusReal_Quarterly,"{""Value"": 0.85, ""Numerator"": 295.0, ""Denominator"": 345.0, ""ScotRank"": 23.0, ""ScotPct"": 0.7419354838709677, ""FamilyRank"": 6.0, ""FamilyPct"": 0.8571428571428571}","{""Value"": 0.93, ""Numerator"": 240.0, ""Denominator"": 260.0, ""ScotRank"": 17.0, ""ScotPct"": 0.53125, ""FamilyRank"": 6.0, ""FamilyPct"": 0.75}","{""ScotRank_ChangeSincePrevious"": 2.0, ""ScotPct_ChangeSincePrevious"": 0.08568548387096775, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": 0.1071428571428571, ""ScotRank_ChangeSinceFirst"": -4.0, ""ScotPct_ChangeSinceFirst"": -0.125, ""FamilyRank_ChangeSinceFirst"": -0.0, ""FamilyPct_ChangeSinceFirst"": -0.0, ""Value_ChangeSincePrevious"": 0.010000000000000009, ""Numerator_ChangeSincePrevious"": 65.0, ""Denominator_ChangeSincePrevious"": 75.0, ""Value_ChangeSinceFirst"": -0.07000000000000006, ""Numerator_ChangeSinceFirst"": 120.0, ""Denominator_ChangeSinceFirst"": 160.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.010000000000000009, ""PercentChange_AimAdjusted_SinceFirst"": -0.07000000000000006}"
CORP 102023-24;Q1Real_Quarterly,CORP 102023-24;Q1Family Group 3Real_Quarterly,CORP 102023-24;Q1AngusReal_Quarterly,CORP 10,Angus,2023-24;Q1,0.83,325.0,390.0,8.0,1.0,27.0,0.84375,Real_Quarterly,CORP 10AngusReal_Quarterly,"{""Value"": 0.86, ""Numerator"": 360.0, ""Denominator"": 420.0, ""ScotRank"": 21.0, ""ScotPct"": 0.65625, ""FamilyRank"": 6.0, ""FamilyPct"": 0.75}","{""Value"": 0.93, ""Numerator"": 240.0, ""Denominator"": 260.0, ""ScotRank"": 17.0, ""ScotPct"": 0.53125, ""FamilyRank"": 6.0, ""FamilyPct"": 0.75}","{""ScotRank_ChangeSincePrevious"": -6.0, ""ScotPct_ChangeSincePrevious"": -0.1875, ""FamilyRank_ChangeSincePrevious"": -2.0, ""FamilyPct_ChangeSincePrevious"": -0.25, ""ScotRank_ChangeSinceFirst"": -10.0, ""ScotPct_ChangeSinceFirst"": -0.3125, ""FamilyRank_ChangeSinceFirst"": -2.0, ""FamilyPct_ChangeSinceFirst"": -0.25, ""Value_ChangeSincePrevious"": -0.030000000000000027, ""Numerator_ChangeSincePrevious"": -35.0, ""Denominator_ChangeSincePrevious"": -30.0, ""Value_ChangeSinceFirst"": -0.10000000000000009, ""Numerator_ChangeSinceFirst"": 85.0, ""Denominator_ChangeSinceFirst"": 130.0, ""PercentChange_AimAdjusted_SincePrevious"": -0.030000000000000027, ""PercentChange_AimAdjusted_SinceFirst"": -0.10000000000000009}"
CORP 092018-19;Q1Real_Quarterly,CORP 092018-19;Q1Family Group 1Real_Quarterly,CORP 092018-19;Q1Argyll & ButeReal_Quarterly,CORP 09,Argyll & Bute,2018-19;Q1,1.0,360.0,360.0,1.0,0.125,1.0,0.03125,Real_Quarterly,CORP 09Argyll & ButeReal_Quarterly,null,null,null
CORP 092018-19;Q2Real_Quarterly,CORP 092018-19;Q2Family Group 1Real_Quarterly,CORP 092018-19;Q2Argyll & ButeReal_Quarterly,CORP 09,Argyll & Bute,2018-19;Q2,1.0,330.0,330.0,1.0,0.125,1.0,0.03125,Real_Quarterly,CORP 09Argyll & ButeReal_Quarterly,"{""Value"": 1.0, ""Numerator"": 360.0, ""Denominator"": 360.0, ""ScotRank"": 1.0, ""ScotPct"": 0.03125, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""Value"": 1.0, ""Numerator"": 360.0, ""Denominator"": 360.0, ""ScotRank"": 1.0, ""ScotPct"": 0.03125, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""ScotRank_ChangeSincePrevious"": -0.0, ""ScotPct_ChangeSincePrevious"": -0.0, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": -0.0, ""ScotPct_ChangeSinceFirst"": -0.0, ""FamilyRank_ChangeSinceFirst"": -0.0, ""FamilyPct_ChangeSinceFirst"": -0.0, ""Value_ChangeSincePrevious"": 0.0, ""Numerator_ChangeSincePrevious"": -30.0, ""Denominator_ChangeSincePrevious"": -30.0, ""Value_ChangeSinceFirst"": 0.0, ""Numerator_ChangeSinceFirst"": -30.0, ""Denominator_ChangeSinceFirst"": -30.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.0, ""PercentChange_AimAdjusted_SinceFirst"": 0.0}"
CORP 092018-19;Q3Real_Quarterly,CORP 092018-19;Q3Family Group 1Real_Quarterly,CORP 092018-19;Q3Argyll & ButeReal_Quarterly,CORP 09,Argyll & Bute,2018-19;Q3,1.0,295.0,290.0,1.0,0.125,1.0,0.03125,Real_Quarterly,CORP 09Argyll & ButeReal_Quarterly,"{""Value"": 1.0, ""Numerator"": 330.0, ""Denominator"": 330.0, ""ScotRank"": 1.0, ""ScotPct"": 0.03125, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""Value"": 1.0, ""Numerator"": 360.0, ""Denominator"": 360.0, ""ScotRank"": 1.0, ""ScotPct"": 0.03125, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""ScotRank_ChangeSincePrevious"": -0.0, ""ScotPct_ChangeSincePrevious"": -0.0, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": -0.0, ""ScotPct_ChangeSinceFirst"": -0.0, ""FamilyRank_ChangeSinceFirst"": -0.0, ""FamilyPct_ChangeSinceFirst"": -0.0, ""Value_ChangeSincePrevious"": 0.0, ""Numerator_ChangeSincePrevious"": -35.0, ""Denominator_ChangeSincePrevious"": -40.0, ""Value_ChangeSinceFirst"": 0.0, ""Numerator_ChangeSinceFirst"": -65.0, ""Denominator_ChangeSinceFirst"": -70.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.0, ""PercentChange_AimAdjusted_SinceFirst"": 0.0}"
CORP 092018-19;Q4Real_Quarterly,CORP 092018-19;Q4Family Group 1Real_Quarterly,CORP 092018-19;Q4Argyll & ButeReal_Quarterly,CORP 09,Argyll & Bute,2018-19;Q4,1.0,360.0,365.0,1.0,0.125,1.0,0.03125,Real_Quarterly,CORP 09Argyll & ButeReal_Quarterly,"{""Value"": 1.0, ""Numerator"": 295.0, ""Denominator"": 290.0, ""ScotRank"": 1.0, ""ScotPct"": 0.03125, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""Value"": 1.0, ""Numerator"": 360.0, ""Denominator"": 360.0, ""ScotRank"": 1.0, ""ScotPct"": 0.03125, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""ScotRank_ChangeSincePrevious"": -0.0, ""ScotPct_ChangeSincePrevious"": -0.0, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": -0.0, ""ScotPct_ChangeSinceFirst"": -0.0, ""FamilyRank_ChangeSinceFirst"": -0.0, ""FamilyPct_ChangeSinceFirst"": -0.0, ""Value_ChangeSincePrevious"": 0.0, ""Numerator_ChangeSincePrevious"": 65.0, ""Denominator_ChangeSincePrevious"": 75.0, ""Value_ChangeSinceFirst"": 0.0, ""Numerator_ChangeSinceFirst"": 0.0, ""Denominator_ChangeSinceFirst"": 5.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.0, ""PercentChange_AimAdjusted_SinceFirst"": 0.0}"
CORP 092019-20;Q1Real_Quarterly,CORP 092019-20;Q1Family Group 1Real_Quarterly,CORP 092019-20;Q1Argyll & ButeReal_Quarterly,CORP 09,Argyll & Bute,2019-20;Q1,1.0,265.0,265.0,1.0,0.125,1.0,0.03125,Real_Quarterly,CORP 09Argyll & ButeReal_Quarterly,"{""Value"": 1.0, ""Numerator"": 360.0, ""Denominator"": 365.0, ""ScotRank"": 1.0, ""ScotPct"": 0.03125, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""Value"": 1.0, ""Numerator"": 360.0, ""Denominator"": 360.0, ""ScotRank"": 1.0, ""ScotPct"": 0.03125, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""ScotRank_ChangeSincePrevious"": -0.0, ""ScotPct_ChangeSincePrevious"": -0.0, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": -0.0, ""ScotPct_ChangeSinceFirst"": -0.0, ""FamilyRank_ChangeSinceFirst"": -0.0, ""FamilyPct_ChangeSinceFirst"": -0.0, ""Value_ChangeSincePrevious"": 0.0, ""Numerator_ChangeSincePrevious"": -95.0, ""Denominator_ChangeSincePrevious"": -100.0, ""Value_ChangeSinceFirst"": 0.0, ""Numerator_ChangeSinceFirst"": -95.0, ""Denominator_ChangeSinceFirst"": -95.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.0, ""PercentChange_AimAdjusted_SinceFirst"": 0.0}"
CORP 092019-20;Q2Real_Quarterly,CORP 092019-20;Q2Family Group 1Real_Quarterly,CORP 092019-20;Q2Argyll & ButeReal_Quarterly,CORP 09,Argyll & Bute,2019-20;Q2,1.0,320.0,320.0,1.0,0.125,1.0,0.03125,Real_Quarterly,CORP 09Argyll & ButeReal_Quarterly,"{""Value"": 1.0, ""Numerator"": 265.0, ""Denominator"": 265.0, ""ScotRank"": 1.0, ""ScotPct"": 0.03125, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""Value"": 1.0, ""Numerator"": 360.0, ""Denominator"": 360.0, ""ScotRank"": 1.0, ""ScotPct"": 0.03125, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""ScotRank_ChangeSincePrevious"": -0.0, ""ScotPct_ChangeSincePrevious"": -0.0, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": -0.0, ""ScotPct_ChangeSinceFirst"": -0.0, ""FamilyRank_ChangeSinceFirst"": -0.0, ""FamilyPct_ChangeSinceFirst"": -0.0, ""Value_ChangeSincePrevious"": 0.0, ""Numerator_ChangeSincePrevious"": 55.0, ""Denominator_ChangeSincePrevious"": 55.0, ""Value_ChangeSinceFirst"": 0.0, ""Numerator_ChangeSinceFirst"": -40.0, ""Denominator_ChangeSinceFirst"": -40.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.0, ""PercentChange_AimAdjusted_SinceFirst"": 0.0}"
CORP 092019-20;Q3Real_Quarterly,CORP 092019-20;Q3Family Group 1Real_Quarterly,CORP 092019-20;Q3Argyll & ButeReal_Quarterly,CORP 09,Argyll & Bute,2019-20;Q3,1.0,350.0,350.0,1.0,0.125,1.0,0.03125,Real_Quarterly,CORP 09Argyll & ButeReal_Quarterly,"{""Value"": 1.0, ""Numerator"": 320.0, ""Denominator"": 320.0, ""ScotRank"": 1.0, ""ScotPct"": 0.03125, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""Value"": 1.0, ""Numerator"": 360.0, ""Denominator"": 360.0, ""ScotRank"": 1.0, ""ScotPct"": 0.03125, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""ScotRank_ChangeSincePrevious"": -0.0, ""ScotPct_ChangeSincePrevious"": -0.0, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": -0.0, ""ScotPct_ChangeSinceFirst"": -0.0, ""FamilyRank_ChangeSinceFirst"": -0.0, ""FamilyPct_ChangeSinceFirst"": -0.0, ""Value_ChangeSincePrevious"": 0.0, ""Numerator_ChangeSincePrevious"": 30.0, ""Denominator_ChangeSincePrevious"": 30.0, ""Value_ChangeSinceFirst"": 0.0, ""Numerator_ChangeSinceFirst"": -10.0, ""Denominator_ChangeSinceFirst"": -10.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.0, ""PercentChange_AimAdjusted_SinceFirst"": 0.0}"
CORP 092019-20;Q4Real_Quarterly,CORP 092019-20;Q4Family Group 1Real_Quarterly,CORP 092019-20;Q4Argyll & ButeReal_Quarterly,CORP 09,Argyll & Bute,2019-20;Q4,1.0,520.0,525.0,1.0,0.125,1.0,0.03125,Real_Quarterly,CORP 09Argyll & ButeReal_Quarterly,"{""Value"": 1.0, ""Numerator"": 350.0, ""Denominator"": 350.0, ""ScotRank"": 1.0, ""ScotPct"": 0.03125, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""Value"": 1.0, ""Numerator"": 360.0, ""Denominator"": 360.0, ""ScotRank"": 1.0, ""ScotPct"": 0.03125, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""ScotRank_ChangeSincePrevious"": -0.0, ""ScotPct_ChangeSincePrevious"": -0.0, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": -0.0, ""ScotPct_ChangeSinceFirst"": -0.0, ""FamilyRank_ChangeSinceFirst"": -0.0, ""FamilyPct_ChangeSinceFirst"": -0.0, ""Value_ChangeSincePrevious"": 0.0, ""Numerator_ChangeSincePrevious"": 170.0, ""Denominator_ChangeSincePrevious"": 175.0, ""Value_ChangeSinceFirst"": 0.0, ""Numerator_ChangeSinceFirst"": 160.0, ""Denominator_ChangeSinceFirst"": 165.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.0, ""PercentChange_AimAdjusted_SinceFirst"": 0.0}"
CORP 092020-21;Q1Real_Quarterly,CORP 092020-21;Q1Family Group 1Real_Quarterly,CORP 092020-21;Q1Argyll & ButeReal_Quarterly,CORP 09,Argyll & Bute,2020-21;Q1,1.0,410.0,415.0,1.0,0.125,1.0,0.03125,Real_Quarterly,CORP 09Argyll & ButeReal_Quarterly,"{""Value"": 1.0, ""Numerator"": 520.0, ""Denominator"": 525.0, ""ScotRank"": 1.0, ""ScotPct"": 0.03125, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""Value"": 1.0, ""Numerator"": 360.0, ""Denominator"": 360.0, ""ScotRank"": 1.0, ""ScotPct"": 0.03125, ""FamilyRank"": 1.0, ""FamilyPct"": 0.125}","{""ScotRank_ChangeSincePrevious"": -0.0, ""ScotPct_ChangeSincePrevious"": -0.0, ""FamilyRank_ChangeSincePrevious"": -0.0, ""FamilyPct_ChangeSincePrevious"": -0.0, ""ScotRank_ChangeSinceFirst"": -0.0, ""ScotPct_ChangeSinceFirst"": -0.0, ""FamilyRank_ChangeSinceFirst"": -0.0, ""FamilyPct_ChangeSinceFirst"": -0.0, ""Value_ChangeSincePrevious"": 0.0, ""Numerator_ChangeSincePrevious"": -110.0, ""Denominator_ChangeSincePrevious"": -110.0, ""Value_ChangeSinceFirst"": 0.0, ""Numerator_ChangeSinceFirst"": 50.0, ""Denominator_ChangeSinceFirst"": 55.0, ""PercentChange_AimAdjusted_SincePrevious"": 0.0, ""PercentChange_AimAdjusted_SinceFirst"": 0.0}"
