Code,LocalAuthority,LGBF Year,Month,LA_IndicatorReal,LA_Numerator_real,LA_Den_Real,Scotland_Indicator_Real,Scotland_Num_Real,Scotland_Den_Real
CORP09,East Ayrshire,2022-23,Q4,1,1855,1855,0.91,70455,77310
CORP09,East Dunbartonshire,2018-19,Q1,0.99,430,435,0.95,43220,45335
CORP09,East Dunbartonshire,2018-19,Q2,0.98,445,455,0.95,42485,44675
CORP09,East Dunbartonshire,2018-19,Q3,1,465,465,0.96,43850,45545
CORP09,East Dunbartonshire,2018-19,Q4,0.99,490,495,0.96,55370,57450
CORP09,East Dunbartonshire,2019-20,Q1,1,415,415,0.95,48665,51170
CORP09,East Dunbartonshire,2019-20,Q2,0.99,510,515,0.96,49270,51405
CORP09,East Dunbartonshire,2019-20,Q3,1,460,460,0.96,49190,51455
CORP09,East Dunbartonshire,2019-20,Q4,0.99,660,670,0.94,60110,63875
CORP09,East Dunbartonshire,2020-21,Q1,0.99,770,780,0.92,71020,77345
CORP09,East Dunbartonshire,2020-21,Q2,0.98,690,700,0.95,55980,58720
CORP09,East Dunbartonshire,2020-21,Q3,0.99,885,895,0.95,60755,63875
CORP09,East Dunbartonshire,2020-21,Q4,0.99,800,815,0.93,67485,72935
CORP09,East Dunbartonshire,2021-22,Q1,0.99,585,590,0.95,57975,61285
CORP09,East Dunbartonshire,2021-22,Q2,0.97,615,630,0.94,53760,57375
CORP09,East Dunbartonshire,2021-22,Q3,0.96,630,650,0.94,61755,65860
CORP09,East Dunbartonshire,2021-22,Q4,0.99,765,775,0.9,70960,79140
CORP09,East Dunbartonshire,2022-23,Q1,0.99,745,750,0.88,65525,74460
CORP09,East Dunbartonshire,2022-23,Q2,0.99,735,745,0.93,62365,67390
CORP09,East Dunbartonshire,2022-23,Q3,0.99,720,735,0.95,60550,64000
CORP09,East Dunbartonshire,2022-23,Q4,0.99,895,900,0.91,70455,77310
CORP09,East Lothian,2018-19,Q1,0.94,810,860,0.95,43220,45335
CORP09,East Lothian,2018-19,Q2,0.95,770,805,0.95,42485,44675
CORP09,East Lothian,2018-19,Q3,0.94,795,840,0.96,43850,45545
CORP09,East Lothian,2018-19,Q4,0.96,935,975,0.96,55370,57450
CORP09,East Lothian,2019-20,Q1,0.92,870,945,0.95,48665,51170
CORP09,East Lothian,2019-20,Q2,0.93,890,960,0.96,49270,51405
CORP09,East Lothian,2019-20,Q3,0.93,845,910,0.96,49190,51455
CORP09,East Lothian,2019-20,Q4,0.91,1035,1130,0.94,60110,63875
CORP09,East Lothian,2020-21,Q1,0.94,995,1055,0.92,71020,77345
CORP09,East Lothian,2020-21,Q2,0.94,765,810,0.95,55980,58720
CORP09,East Lothian,2020-21,Q3,0.94,835,885,0.95,60755,63875
CORP09,East Lothian,2020-21,Q4,0.92,1120,1210,0.93,67485,72935
CORP09,East Lothian,2021-22,Q1,0.93,895,965,0.95,57975,61285
CORP09,East Lothian,2021-22,Q2,0.92,835,915,0.94,53760,57375
CORP09,East Lothian,2021-22,Q3,0.91,790,870,0.94,61755,65860
CORP09,East Lothian,2021-22,Q4,0.93,1540,1655,0.9,70960,79140
CORP09,East Lothian,2022-23,Q1,0.91,1225,1350,0.88,65525,74460
CORP09,East Lothian,2022-23,Q2,0.9,1255,1390,0.93,62365,67390
CORP09,East Lothian,2022-23,Q3,0.91,1540,1695,0.95,60550,64000
CORP09,East Lothian,2022-23,Q4,0.9,1790,1980,0.91,70455,77310
CORP09,East Renfrewshire,2018-19,Q1,0.96,145,150,0.95,43220,45335
CORP09,East Renfrewshire,2018-19,Q2,0.88,150,170,0.95,42485,44675
CORP09,East Renfrewshire,2018-19,Q3,0.96,130,140,0.96,43850,45545
CORP09,East Renfrewshire,2018-19,Q4,0.92,170,185,0.96,55370,57450
CORP09,East Renfrewshire,2019-20,Q1,0.96,130,135,0.95,48665,51170
CORP09,East Renfrewshire,2019-20,Q2,0.95,155,160,0.96,49270,51405
CORP09,East Renfrewshire,2019-20,Q3,0.99,160,165,0.96,49190,51455
CORP09,East Renfrewshire,2019-20,Q4,0.97,180,185,0.94,60110,63875
CORP09,East Renfrewshire,2020-21,Q1,0.99,180,185,0.92,71020,77345
CORP09,East Renfrewshire,2020-21,Q2,1,150,155,0.95,55980,58720
CORP09,East Renfrewshire,2020-21,Q3,0.99,175,175,0.95,60755,63875
CORP09,East Renfrewshire,2020-21,Q4,1,200,200,0.93,67485,72935
CORP09,East Renfrewshire,2021-22,Q1,0.97,175,180,0.95,57975,61285
CORP09,East Renfrewshire,2021-22,Q2,0.97,205,210,0.94,53760,57375
CORP09,East Renfrewshire,2021-22,Q3,0.99,225,230,0.94,61755,65860
CORP09,East Renfrewshire,2021-22,Q4,0.98,290,295,0.9,70960,79140
CORP09,East Renfrewshire,2022-23,Q1,0.98,305,310,0.88,65525,74460
CORP09,East Renfrewshire,2022-23,Q2,1,305,305,0.93,62365,67390
CORP09,East Renfrewshire,2022-23,Q3,0.99,290,295,0.95,60550,64000
CORP09,East Renfrewshire,2022-23,Q4,1,395,400,0.91,70455,77310
CORP09,Edinburgh City,2018-19,Q1,0.96,2980,3105,0.95,43220,45335
CORP09,Edinburgh City,2018-19,Q2,0.95,2540,2660,0.95,42485,44675
CORP09,Edinburgh City,2018-19,Q3,0.96,2620,2730,0.96,43850,45545
CORP09,Edinburgh City,2018-19,Q4,0.96,3045,3185,0.96,55370,57450
CORP09,Edinburgh City,2019-20,Q1,0.98,3175,3240,0.95,48665,51170
CORP09,Edinburgh City,2019-20,Q2,0.99,3410,3450,0.96,49270,51405
CORP09,Edinburgh City,2019-20,Q3,0.98,3385,3440,0.96,49190,51455
CORP09,Edinburgh City,2019-20,Q4,0.98,4140,4235,0.94,60110,63875
CORP09,Edinburgh City,2020-21,Q1,0.88,10205,11540,0.92,71020,77345
CORP09,Edinburgh City,2020-21,Q2,0.99,6140,6190,0.95,55980,58720
CORP09,Edinburgh City,2020-21,Q3,0.99,6470,6545,0.95,60755,63875
CORP09,Edinburgh City,2020-21,Q4,0.99,9605,9665,0.93,67485,72935
CORP09,Edinburgh City,2021-22,Q1,0.99,7220,7290,0.95,57975,61285
CORP09,Edinburgh City,2021-22,Q2,0.99,6985,7060,0.94,53760,57375
CORP09,Edinburgh City,2021-22,Q3,0.99,7440,7505,0.94,61755,65860
CORP09,Edinburgh City,2021-22,Q4,0.99,8990,9065,0.9,70960,79140
CORP09,Edinburgh City,2022-23,Q1,0.99,7975,8040,0.88,65525,74460
CORP09,Edinburgh City,2022-23,Q2,0.99,7465,7545,0.93,62365,67390
CORP09,Edinburgh City,2022-23,Q3,0.99,7120,7185,0.95,60550,64000
CORP09,Edinburgh City,2022-23,Q4,0.99,8685,8740,0.91,70455,77310
CORP09,Eilean Siar,2018-19,Q1,1,50,50,0.95,43220,45335
CORP09,Eilean Siar,2018-19,Q2,1,40,40,0.95,42485,44675
CORP09,Eilean Siar,2018-19,Q3,1,45,45,0.96,43850,45545
CORP09,Eilean Siar,2018-19,Q4,1,55,55,0.96,55370,57450
CORP09,Eilean Siar,2019-20,Q1,0.91,30,35,0.95,48665,51170
CORP09,Eilean Siar,2019-20,Q2,0.98,45,45,0.96,49270,51405
CORP09,Eilean Siar,2019-20,Q3,0.98,60,60,0.96,49190,51455
CORP09,Eilean Siar,2019-20,Q4,1,65,65,0.94,60110,63875
CORP09,Eilean Siar,2020-21,Q1,1,65,70,0.92,71020,77345
CORP09,Eilean Siar,2020-21,Q2,0.98,65,65,0.95,55980,58720
CORP09,Eilean Siar,2020-21,Q3,0.98,60,65,0.95,60755,63875
CORP09,Eilean Siar,2020-21,Q4,0.99,80,85,0.93,67485,72935
CORP09,Eilean Siar,2021-22,Q1,1,75,80,0.95,57975,61285
CORP09,Eilean Siar,2021-22,Q2,0.97,60,60,0.94,53760,57375
CORP09,Eilean Siar,2021-22,Q3,1,70,70,0.94,61755,65860
CORP09,Eilean Siar,2021-22,Q4,1,80,80,0.9,70960,79140
CORP09,Eilean Siar,2022-23,Q1,1,65,65,0.88,65525,74460
CORP09,Eilean Siar,2022-23,Q2,0.99,70,70,0.93,62365,67390
CORP09,Eilean Siar,2022-23,Q3,0.98,60,60,0.95,60550,64000
CORP09,Eilean Siar,2022-23,Q4,1,95,95,0.91,70455,77310
CORP09,Falkirk,2018-19,Q1,1,1310,1315,0.95,43220,45335
CORP09,Falkirk,2018-19,Q2,1,1395,1405,0.95,42485,44675
CORP09,Falkirk,2018-19,Q3,1,1340,1345,0.96,43850,45545
CORP09,Falkirk,2018-19,Q4,0.99,1715,1725,0.96,55370,57450
CORP09,Falkirk,2019-20,Q1,1,1230,1230,0.95,48665,51170
CORP09,Falkirk,2019-20,Q2,0.99,1300,1305,0.96,49270,51405
CORP09,Falkirk,2019-20,Q3,1,1265,1270,0.96,49190,51455
CORP09,Falkirk,2019-20,Q4,0.98,1495,1515,0.94,60110,63875
CORP09,Falkirk,2020-21,Q1,0.98,1475,1500,0.92,71020,77345
CORP09,Falkirk,2020-21,Q2,0.98,965,980,0.95,55980,58720
CORP09,Falkirk,2020-21,Q3,0.99,1140,1150,0.95,60755,63875
CORP09,Falkirk,2020-21,Q4,1,1360,1370,0.93,67485,72935
CORP09,Falkirk,2021-22,Q1,0.99,975,985,0.95,57975,61285
CORP09,Falkirk,2021-22,Q2,1,1015,1020,0.94,53760,57375
CORP09,Falkirk,2021-22,Q3,0.83,1005,1210,0.94,61755,65860
CORP09,Falkirk,2021-22,Q4,0.59,840,1430,0.9,70960,79140
CORP09,Falkirk,2022-23,Q1,0.66,795,1205,0.88,65525,74460
CORP09,Falkirk,2022-23,Q2,0.74,755,1020,0.93,62365,67390
CORP09,Falkirk,2022-23,Q3,0.71,750,1050,0.95,60550,64000
CORP09,Falkirk,2022-23,Q4,0.66,955,1445,0.91,70455,77310
CORP09,Fife,2018-19,Q1,0.99,4045,4105,0.95,43220,45335
CORP09,Fife,2018-19,Q2,0.99,4210,4270,0.95,42485,44675
CORP09,Fife,2018-19,Q3,0.99,4560,4610,0.96,43850,45545
CORP09,Fife,2018-19,Q4,0.99,5830,5865,0.96,55370,57450
CORP09,Fife,2019-20,Q1,1,5765,5785,0.95,48665,51170
CORP09,Fife,2019-20,Q2,1,6150,6180,0.96,49270,51405
CORP09,Fife,2019-20,Q3,1,6610,6640,0.96,49190,51455
CORP09,Fife,2019-20,Q4,0.99,7990,8045,0.94,60110,63875
CORP09,Fife,2020-21,Q1,0.99,8690,8750,0.92,71020,77345
CORP09,Fife,2020-21,Q2,0.99,7195,7240,0.95,55980,58720
CORP09,Fife,2020-21,Q3,0.99,6960,7000,0.95,60755,63875
CORP09,Fife,2020-21,Q4,0.99,7480,7555,0.93,67485,72935
CORP09,Fife,2021-22,Q1,0.99,7100,7160,0.95,57975,61285
CORP09,Fife,2021-22,Q2,0.99,6265,6310,0.94,53760,57375
CORP09,Fife,2021-22,Q3,0.99,6795,6850,0.94,61755,65860
CORP09,Fife,2021-22,Q4,0.99,7855,7920,0.9,70960,79140
CORP09,Fife,2022-23,Q1,0.99,7395,7470,0.88,65525,74460
CORP09,Fife,2022-23,Q2,0.99,7210,7270,0.93,62365,67390
CORP09,Fife,2022-23,Q3,0.99,7230,7310,0.95,60550,64000
CORP09,Fife,2022-23,Q4,0.99,8495,8590,0.91,70455,77310
CORP09,Glasgow City,2018-19,Q1,0.87,5960,6855,0.95,43220,45335
CORP09,Glasgow City,2018-19,Q2,0.88,5835,6635,0.95,42485,44675
CORP09,Glasgow City,2018-19,Q3,0.93,6075,6510,0.96,43850,45545
CORP09,Glasgow City,2018-19,Q4,0.92,8410,9160,0.96,55370,57450
CORP09,Glasgow City,2019-20,Q1,0.84,6745,7995,0.95,48665,51170
CORP09,Glasgow City,2019-20,Q2,0.87,7305,8355,0.96,49270,51405
CORP09,Glasgow City,2019-20,Q3,0.85,7305,8580,0.96,49190,51455
CORP09,Glasgow City,2019-20,Q4,0.8,8600,10695,0.94,60110,63875
CORP09,Glasgow City,2020-21,Q1,0.77,10300,13400,0.92,71020,77345
CORP09,Glasgow City,2020-21,Q2,0.85,8110,9555,0.95,55980,58720
CORP09,Glasgow City,2020-21,Q3,0.86,8770,10225,0.95,60755,63875
CORP09,Glasgow City,2020-21,Q4,0.76,9075,11890,0.93,67485,72935
CORP09,Glasgow City,2021-22,Q1,0.85,9095,10640,0.95,57975,61285
CORP09,Glasgow City,2021-22,Q2,0.91,6700,7375,0.94,53760,57375
CORP09,Glasgow City,2021-22,Q3,0.94,10155,10790,0.94,61755,65860
CORP09,Glasgow City,2021-22,Q4,0.87,11455,13235,0.9,70960,79140
CORP09,Glasgow City,2022-23,Q1,0.83,11505,13890,0.88,65525,74460
CORP09,Glasgow City,2022-23,Q2,0.91,10940,12040,0.93,62365,67390
CORP09,Glasgow City,2022-23,Q3,0.96,11280,11810,0.95,60550,64000
CORP09,Glasgow City,2022-23,Q4,0.78,11070,14105,0.91,70455,77310
CORP09,Highland,2018-19,Q1,0.99,1025,1040,0.95,43220,45335
CORP09,Highland,2018-19,Q2,0.99,885,890,0.95,42485,44675
CORP09,Highland,2018-19,Q3,1,925,925,0.96,43850,45545
CORP09,Highland,2018-19,Q4,1,1040,1045,0.96,55370,57450
CORP09,Highland,2019-20,Q1,0.99,845,855,0.95,48665,51170
CORP09,Highland,2019-20,Q2,1,880,885,0.96,49270,51405
CORP09,Highland,2019-20,Q3,1,905,910,0.96,49190,51455
CORP09,Highland,2019-20,Q4,0.99,1275,1285,0.94,60110,63875
CORP09,Highland,2020-21,Q1,0.98,1090,1110,0.92,71020,77345
CORP09,Highland,2020-21,Q2,1,800,805,0.95,55980,58720
CORP09,Highland,2020-21,Q3,0.99,965,970,0.95,60755,63875
CORP09,Highland,2020-21,Q4,0.99,1495,1505,0.93,67485,72935
CORP09,Highland,2021-22,Q1,0.98,1555,1585,0.95,57975,61285
CORP09,Highland,2021-22,Q2,0.99,1310,1315,0.94,53760,57375
CORP09,Highland,2021-22,Q3,0.98,1645,1680,0.94,61755,65860
CORP09,Highland,2021-22,Q4,0.81,1655,2050,0.9,70960,79140
CORP09,Highland,2022-23,Q1,0.82,1365,1670,0.88,65525,74460
CORP09,Highland,2022-23,Q2,0.97,1340,1380,0.93,62365,67390
CORP09,Highland,2022-23,Q3,0.98,1305,1330,0.95,60550,64000
CORP09,Highland,2022-23,Q4,0.95,1790,1875,0.91,70455,77310
CORP09,Inverclyde,2018-19,Q1,1,890,890,0.95,43220,45335
CORP09,Inverclyde,2018-19,Q2,1,855,855,0.95,42485,44675
CORP09,Inverclyde,2018-19,Q3,1,790,790,0.96,43850,45545
CORP09,Inverclyde,2018-19,Q4,1,910,915,0.96,55370,57450
CORP09,Inverclyde,2019-20,Q1,1,770,770,0.95,48665,51170
CORP09,Inverclyde,2019-20,Q2,1,800,800,0.96,49270,51405
CORP09,Inverclyde,2019-20,Q3,1,755,755,0.96,49190,51455
CORP09,Inverclyde,2019-20,Q4,1,1010,1010,0.94,60110,63875
CORP09,Inverclyde,2020-21,Q1,1,940,945,0.92,71020,77345
CORP09,Inverclyde,2020-21,Q2,1,725,725,0.95,55980,58720
CORP09,Inverclyde,2020-21,Q3,1,820,820,0.95,60755,63875
CORP09,Inverclyde,2020-21,Q4,1,900,905,0.93,67485,72935
CORP09,Inverclyde,2021-22,Q1,1,790,795,0.95,57975,61285
CORP09,Inverclyde,2021-22,Q2,1,620,615,0.94,53760,57375
CORP09,Inverclyde,2021-22,Q3,0.99,650,655,0.94,61755,65860
CORP09,Inverclyde,2021-22,Q4,1,615,620,0.9,70960,79140
CORP09,Inverclyde,2022-23,Q1,1,695,695,0.88,65525,74460
CORP09,Inverclyde,2022-23,Q2,1,705,710,0.93,62365,67390
CORP09,Inverclyde,2022-23,Q3,1,685,690,0.95,60550,64000
CORP09,Inverclyde,2022-23,Q4,1,745,745,0.91,70455,77310
CORP09,Midlothian,2018-19,Q1,0.98,885,900,0.95,43220,45335
CORP09,Midlothian,2018-19,Q2,0.99,975,980,0.95,42485,44675
CORP09,Midlothian,2018-19,Q3,0.99,945,950,0.96,43850,45545
CORP09,Midlothian,2018-19,Q4,0.99,1200,1215,0.96,55370,57450
CORP09,Midlothian,2019-20,Q1,0.99,1105,1115,0.95,48665,51170
CORP09,Midlothian,2019-20,Q2,1,1055,1060,0.96,49270,51405
CORP09,Midlothian,2019-20,Q3,1,995,995,0.96,49190,51455
CORP09,Midlothian,2019-20,Q4,0.99,1295,1305,0.94,60110,63875
CORP09,Midlothian,2020-21,Q1,1,1155,1160,0.92,71020,77345
CORP09,Midlothian,2020-21,Q2,1,1030,1030,0.95,55980,58720
CORP09,Midlothian,2020-21,Q3,1,1280,1285,0.95,60755,63875
CORP09,Midlothian,2020-21,Q4,0.99,1675,1690,0.93,67485,72935
CORP09,Midlothian,2021-22,Q1,0.99,1605,1620,0.95,57975,61285
CORP09,Midlothian,2021-22,Q2,0.99,1565,1590,0.94,53760,57375
CORP09,Midlothian,2021-22,Q3,0.99,1595,1610,0.94,61755,65860
CORP09,Midlothian,2021-22,Q4,0.99,775,780,0.9,70960,79140
CORP09,Midlothian,2022-23,Q1,0.99,1865,1890,0.88,65525,74460
CORP09,Midlothian,2022-23,Q4,0.99,2245,2275,0.91,70455,77310
CORP09,Moray,2018-19,Q1,0.91,495,545,0.95,43220,45335
CORP09,Moray,2018-19,Q2,0.95,520,545,0.95,42485,44675
CORP09,Moray,2018-19,Q3,0.92,555,595,0.96,43850,45545
CORP09,Moray,2018-19,Q4,0.93,680,730,0.96,55370,57450
CORP09,Moray,2019-20,Q1,0.9,530,590,0.95,48665,51170
CORP09,Moray,2019-20,Q2,0.94,520,555,0.96,49270,51405
CORP09,Moray,2019-20,Q3,0.97,605,625,0.96,49190,51455
CORP09,Moray,2019-20,Q4,0.96,730,755,0.94,60110,63875
CORP09,Moray,2020-21,Q1,0.98,635,645,0.92,71020,77345
CORP09,Moray,2020-21,Q2,0.98,515,525,0.95,55980,58720
CORP09,Moray,2020-21,Q3,0.99,565,570,0.95,60755,63875
CORP09,Moray,2020-21,Q4,0.99,630,640,0.93,67485,72935
CORP09,Moray,2021-22,Q1,0.99,545,550,0.95,57975,61285
CORP09,Moray,2021-22,Q2,0.98,535,545,0.94,53760,57375
CORP09,Moray,2021-22,Q3,0.99,580,590,0.94,61755,65860
CORP09,Moray,2021-22,Q4,0.97,980,1010,0.9,70960,79140
CORP09,Moray,2022-23,Q1,0.97,730,750,0.88,65525,74460
CORP09,Moray,2022-23,Q2,0.97,635,650,0.93,62365,67390
CORP09,Moray,2022-23,Q3,0.99,600,610,0.95,60550,64000
CORP09,Moray,2022-23,Q4,0.98,730,745,0.91,70455,77310
CORP09,North Ayrshire,2018-19,Q1,0.98,1745,1780,0.95,43220,45335
CORP09,North Ayrshire,2018-19,Q2,0.99,1965,1980,0.95,42485,44675
CORP09,North Ayrshire,2018-19,Q3,1,2030,2030,0.96,43850,45545
CORP09,North Ayrshire,2018-19,Q4,1,2415,2430,0.96,55370,57450
CORP09,North Ayrshire,2019-20,Q1,1,2160,2170,0.95,48665,51170
CORP09,North Ayrshire,2019-20,Q2,0.99,1935,1950,0.96,49270,51405
CORP09,North Ayrshire,2019-20,Q3,0.98,1850,1875,0.96,49190,51455
CORP09,North Ayrshire,2019-20,Q4,0.99,2315,2345,0.94,60110,63875
CORP09,North Ayrshire,2020-21,Q1,1,2035,2040,0.92,71020,77345
CORP09,North Ayrshire,2020-21,Q2,0.99,1450,1465,0.95,55980,58720
CORP09,North Ayrshire,2020-21,Q3,0.99,1625,1635,0.95,60755,63875
CORP09,North Ayrshire,2020-21,Q4,0.99,1495,1510,0.93,67485,72935
CORP09,North Ayrshire,2021-22,Q1,0.98,1200,1220,0.95,57975,61285
CORP09,North Ayrshire,2021-22,Q2,0.99,1235,1250,0.94,53760,57375
