Code,LocalAuthority,LGBF Year,LA_IndicatorReal,LA_Numerator_real,LA_Den_Real,Scotland_Indicator_Real,Scotland_Num_Real,Scotland_Den_Real,FG_Avg_Indicator_Real,FG_Avg_Num_Real,FG_Avg_Den_Real,FamilyGroup
C&L03,North Ayrshire,2013-14,0.1861,44.2087,240034,3.8857,45396.5029,11670085,4.801875,615.8677,193723.75,2
C&L03,North Ayrshire,2014-15,0.4371,108.1128,250130,3.83,45654.6528,11917948,5.297825,597.639475,215446.75,2
C&L03,North Ayrshire,2015-16,0.3543,94.8727,269228,3.4749,44073.5332,12663109,3.1119375,590.097025,228070.75,2
C&L03,North Ayrshire,2016-17,0.3131,84.9711,270803,3.7007,46200.7958,12466473,2.8007125,545.7436125,221703.5,2
C&L03,North Ayrshire,2017-18,0.6924,75.8388,108911,3.8469,45383.456,11809426,2.9497375,552.1666625,232721.75,2
C&L03,North Ayrshire,2018-19,0.4204,79.7773,189477,3.7409,45194.9056,12070238,2.955275,535.6667,219781.25,2
C&L03,North Ayrshire,2019-20,0.4217,51.6522,123584,3.447,43246.0143,12546007,3.415375,549.595625,220093.625,2
C&L03,North Ayrshire,2020-21,0.5029,89.2871,178506,10.4579,41489.7545,3965942,11.20414286,473.9985714,189399,2
C&L03,North Ayrshire,2021-22,0.3397,44.9633,134205,4.7461,41590.0501,8758605,4.5006,512.7243143,155562,2
C&L03,North Lanarkshire,2010-11,10.5737,2159.1098,204204,5.1759,47999.5246,9270129,7.5652,3820.034588,651243,Urban
C&L03,North Lanarkshire,2011-12,8.6682,1766.4144,203708,4.2127,49350.3406,11707609,5.3372,4035.2857,910248.625,Urban
C&L03,North Lanarkshire,2012-13,10.3414,1950.4668,188520,4.2603,47351.4788,11102498,5.550025,3887.39695,882804.5,Urban
C&L03,North Lanarkshire,2013-14,11.0056,1980.0837,179959,3.8857,45396.5029,11670085,5.1043375,3685.462863,924603.625,Urban
C&L03,North Lanarkshire,2014-15,8.6375,1937.9793,224289,3.83,45654.6528,11917948,4.55455,3730.3227,906797.875,Urban
C&L03,North Lanarkshire,2015-16,5.6581,1956.8932,346094,3.4749,44073.5332,12663109,3.7906125,3615.308813,1011150.75,Urban
C&L03,North Lanarkshire,2016-17,4.9082,1773.2125,361258,3.7007,46200.7958,12466473,4.904,3575.354388,981401.5,Urban
C&L03,North Lanarkshire,2017-18,2.6489,1690.4351,638448,3.8469,45383.456,11809426,5.035325,3486.247588,866027.625,Urban
C&L03,North Lanarkshire,2018-19,3.8164,1596.6236,417788,3.7409,45194.9056,12070238,4.2260375,3448.884875,927654.375,Urban
C&L03,North Lanarkshire,2019-20,2.2875,1660.2505,725488,3.447,43246.0143,12546007,3.9081875,3501.075475,1029863.25,Urban
C&L03,North Lanarkshire,2020-21,3.007,2178.8099,725628,10.4579,41489.7545,3965942,119.652375,3669.621875,143222.5,Urban
C&L03,North Lanarkshire,2021-22,2.1083,1238.9886,588861,4.7461,41590.0501,8758605,14.25694286,3936.358186,722301.4286,Urban
C&L03,Orkney Islands,2010-11,10.241,534.848,52246,5.1759,47999.5246,9270129,6.06325,1100.351113,258769,Rural
C&L03,Orkney Islands,2011-12,7.7577,396.988,51139,4.2127,49350.3406,11707609,5.1566,1023.579488,290330.875,Rural
C&L03,Orkney Islands,2012-13,10.4842,497.4345,47452,4.2603,47351.4788,11102498,5.352175,880.476875,259268,Rural
C&L03,Orkney Islands,2013-14,10.3076,408.3486,39606,3.8857,45396.5029,11670085,5.03455,946.705725,239906.375,Rural
C&L03,Orkney Islands,2014-15,6.6938,372.6441,55685,3.83,45654.6528,11917948,4.8924,957.9196125,264155.875,Rural
C&L03,Orkney Islands,2015-16,6.2982,403.4949,64119,3.4749,44073.5332,12663109,4.8893875,921.1514625,263475.375,Rural
C&L03,Orkney Islands,2016-17,5.2883,393.5503,74390,3.7007,46200.7958,12466473,4.2821,828.46815,283204.125,Rural
C&L03,Orkney Islands,2017-18,5.2977,382.4912,72176,3.8469,45383.456,11809426,4.18625,852.361775,306622.625,Rural
C&L03,Orkney Islands,2018-19,6.9104,395.6522,57229,3.7409,45194.9056,12070238,4.792025,853.158675,259876.5,Rural
C&L03,Orkney Islands,2019-20,6.1666,368.9446,59853,3.447,43246.0143,12546007,4.6473875,819.9793125,266978.875,Rural
C&L03,Orkney Islands,2020-21,210.3172,375.6215,1786,10.4579,41489.7545,3965942,72.5034,769.2030375,123395.375,Rural
C&L03,Orkney Islands,2021-22,16.9861,355.7096,20944,4.7461,41590.0501,8758605,13.5501875,821.7042375,231976.625,Rural
C&L03,Perth & Kinross,2010-11,5.5087,1207.7212,219375,5.1759,47999.5246,9270129,4.4273,632.5131875,182290.75,2
C&L03,Perth & Kinross,2011-12,5.5238,1004.0032,181670,4.2127,49350.3406,11707609,4.21115,673.635175,187694.5,2
C&L03,Perth & Kinross,2012-13,7.1402,1093.6418,153188,4.2603,47351.4788,11102498,5.0665625,707.3268375,158833.125,2
C&L03,Perth & Kinross,2013-14,11.2732,1104.0537,97945,3.8857,45396.5029,11670085,4.801875,615.8677,193723.75,2
C&L03,Perth & Kinross,2014-15,9.7071,1272.0505,131001,3.83,45654.6528,11917948,5.297825,597.639475,215446.75,2
C&L03,Perth & Kinross,2015-16,5.2809,1361.3667,257577,3.4749,44073.5332,12663109,3.1119375,590.097025,228070.75,2
C&L03,Perth & Kinross,2016-17,4.3492,1167.2345,268139,3.7007,46200.7958,12466473,2.8007125,545.7436125,221703.5,2
C&L03,Perth & Kinross,2017-18,5.4736,1309.043,239089,3.8469,45383.456,11809426,2.9497375,552.1666625,232721.75,2
C&L03,Perth & Kinross,2018-19,4.4848,1048.9634,234087,3.7409,45194.9056,12070238,2.955275,535.6667,219781.25,2
C&L03,Perth & Kinross,2019-20,3.6262,904.4412,249734,3.447,43246.0143,12546007,3.415375,549.595625,220093.625,2
C&L03,Perth & Kinross,2020-21,8.7234,949.3166,108777,10.4579,41489.7545,3965942,11.20414286,473.9985714,189399,2
C&L03,Perth & Kinross,2021-22,3.7869,979.2007,258844,4.7461,41590.0501,8758605,4.5006,512.7243143,155562,2
C&L03,Renfrewshire,2010-11,27.5804,1107.8994,40165,5.1759,47999.5246,9270129,11.8102,596.0556333,88617.83333,3
C&L03,Renfrewshire,2011-12,26.0652,1057.4206,40570,4.2127,49350.3406,11707609,8.6884,581.7229667,100236.1667,3
C&L03,Renfrewshire,2012-13,21.1231,1198.3649,56726,4.2603,47351.4788,11102498,7.191783333,591.6455667,115875.5,3
C&L03,Renfrewshire,2013-14,9.7608,1126.1581,115373,3.8857,45396.5029,11670085,5.095633333,568.7020667,134035.8333,3
C&L03,Renfrewshire,2014-15,16.999,1243.2971,73163,3.83,45654.6528,11917948,5.78978,673.51968,165348.8,3
C&L03,Renfrewshire,2015-16,21.6607,1144.1882,52813,3.4749,44073.5332,12663109,7.5944,612.21496,128306.8,3
C&L03,Renfrewshire,2016-17,93.7477,5077.0228,54157,3.7007,46200.7958,12466473,21.24498,1293.12588,115200,3
C&L03,Renfrewshire,2017-18,47.3278,4230.4842,89378,3.8469,45383.456,11809426,14.31484,1212.54096,113290,3
C&L03,Renfrewshire,2018-19,47.9418,3053.098,63688,3.7409,45194.9056,12070238,19.72008,1276.86766,162348.2,3
C&L03,Scottish Borders,2010-11,5.6566,1015.4717,179456,5.1759,47999.5246,9270129,6.06325,1100.351113,258769,Rural
C&L03,Scottish Borders,2011-12,6.2158,1016.1435,163440,4.2127,49350.3406,11707609,5.1566,1023.579488,290330.875,Rural
C&L03,Scottish Borders,2012-13,6.1168,1011.5295,165467,4.2603,47351.4788,11102498,5.352175,880.476875,259268,Rural
C&L03,Scottish Borders,2013-14,5.8518,977.2446,166906,3.8857,45396.5029,11670085,5.03455,946.705725,239906.375,Rural
C&L03,Scottish Borders,2014-15,6.1992,1074.2271,173222,3.83,45654.6528,11917948,4.8924,957.9196125,264155.875,Rural
C&L03,Scottish Borders,2015-16,5.9667,1009.3088,169192,3.4749,44073.5332,12663109,4.8893875,921.1514625,263475.375,Rural
C&L03,Scottish Borders,2016-17,5.8474,879.898,150499,3.7007,46200.7958,12466473,4.2821,828.46815,283204.125,Rural
C&L03,Scottish Borders,2017-18,5.3637,819.938,152877,3.8469,45383.456,11809426,4.18625,852.361775,306622.625,Rural
C&L03,Scottish Borders,2018-19,7.8591,1138.4433,144824,3.7409,45194.9056,12070238,4.792025,853.158675,259876.5,Rural
C&L03,Scottish Borders,2019-20,7.0416,1056.2356,149888,3.447,43246.0143,12546007,4.6473875,819.9793125,266978.875,Rural
C&L03,Scottish Borders,2020-21,253.5137,1040.6563,4105,10.4579,41489.7545,3965942,72.5034,769.2030375,123395.375,Rural
C&L03,Scottish Borders,2021-22,22.3418,999.1844,44722,4.7461,41590.0501,8758605,13.5501875,821.7042375,231976.625,Rural
C&L03,Shetland Islands,2010-11,8.2322,1493.6307,181540,5.1759,47999.5246,9270129,6.06325,1100.351113,258769,Rural
C&L03,Shetland Islands,2011-12,6.8836,1448.3384,210362,4.2127,49350.3406,11707609,5.1566,1023.579488,290330.875,Rural
C&L03,Shetland Islands,2012-13,5.8907,1285.2374,218157,4.2603,47351.4788,11102498,5.352175,880.476875,259268,Rural
C&L03,Shetland Islands,2013-14,5.5261,1209.9219,218750,3.8857,45396.5029,11670085,5.03455,946.705725,239906.375,Rural
C&L03,Shetland Islands,2014-15,5.7507,1170.8386,203717,3.83,45654.6528,11917948,4.8924,957.9196125,264155.875,Rural
C&L03,Shetland Islands,2015-16,5.5895,1132.7577,202484,3.4749,44073.5332,12663109,4.8893875,921.1514625,263475.375,Rural
C&L03,Shetland Islands,2016-17,5.6685,1088.9716,192207,3.7007,46200.7958,12466473,4.2821,828.46815,283204.125,Rural
C&L03,Shetland Islands,2017-18,7.8806,1066.1392,135363,3.8469,45383.456,11809426,4.18625,852.361775,306622.625,Rural
C&L03,Shetland Islands,2018-19,7.2231,1012.309,140249,3.7409,45194.9056,12070238,4.792025,853.158675,259876.5,Rural
C&L03,Shetland Islands,2019-20,7.1575,1033.0448,144314,3.447,43246.0143,12546007,4.6473875,819.9793125,266978.875,Rural
C&L03,Shetland Islands,2020-21,23.8509,1018.0779,42684,10.4579,41489.7545,3965942,72.5034,769.2030375,123395.375,Rural
C&L03,Shetland Islands,2021-22,11.9802,1055.1387,88094,4.7461,41590.0501,8758605,13.5501875,821.7042375,231976.625,Rural
C&L03,South Ayrshire,2010-11,11.116,483.0885,43468,5.1759,47999.5246,9270129,4.4273,632.5131875,182290.75,2
C&L03,South Ayrshire,2011-12,8.3161,491.6824,59119,4.2127,49350.3406,11707609,4.21115,673.635175,187694.5,2
C&L03,South Ayrshire,2012-13,11.5909,552.1761,47639,4.2603,47351.4788,11102498,5.0665625,707.3268375,158833.125,2
C&L03,South Ayrshire,2013-14,11.4361,537.4845,47000,3.8857,45396.5029,11670085,4.801875,615.8677,193723.75,2
C&L03,South Ayrshire,2014-15,20.4034,763.6904,37431,3.83,45654.6528,11917948,5.297825,597.639475,215446.75,2
C&L03,South Ayrshire,2015-16,5.7152,501.7968,87812,3.4749,44073.5332,12663109,3.1119375,590.097025,228070.75,2
C&L03,South Ayrshire,2016-17,5.266,487.4657,92547,3.7007,46200.7958,12466473,2.8007125,545.7436125,221703.5,2
C&L03,South Ayrshire,2017-18,6.0891,505.5918,83070,3.8469,45383.456,11809426,2.9497375,552.1666625,232721.75,2
C&L03,South Ayrshire,2018-19,6.6194,556.2848,84086,3.7409,45194.9056,12070238,2.955275,535.6667,219781.25,2
C&L03,South Ayrshire,2019-20,6.2404,516.5224,82792,3.447,43246.0143,12546007,3.415375,549.595625,220093.625,2
C&L03,South Ayrshire,2020-21,6.9582,421.8045,60644,10.4579,41489.7545,3965942,11.20414286,473.9985714,189399,2
C&L03,South Ayrshire,2021-22,3.9068,422.655,108309,4.7461,41590.0501,8758605,4.5006,512.7243143,155562,2
C&L03,South Lanarkshire,2010-11,3.882,778.857,200719,5.1759,47999.5246,9270129,11.8102,596.0556333,88617.83333,3
C&L03,South Lanarkshire,2011-12,3.9577,846.1793,213800,4.2127,49350.3406,11707609,8.6884,581.7229667,100236.1667,3
C&L03,South Lanarkshire,2012-13,3.7129,942.5074,254041,4.2603,47351.4788,11102498,7.191783333,591.6455667,115875.5,3
C&L03,South Lanarkshire,2013-14,3.1993,865.5595,270156,3.8857,45396.5029,11670085,5.095633333,568.7020667,134035.8333,3
C&L03,South Lanarkshire,2014-15,3.3354,737.2372,220982,3.83,45654.6528,11917948,5.78978,673.51968,165348.8,3
C&L03,South Lanarkshire,2015-16,3.0977,722.4045,233517,3.4749,44073.5332,12663109,7.5944,612.21496,128306.8,3
C&L03,South Lanarkshire,2016-17,3.5106,659.644,187783,3.7007,46200.7958,12466473,21.24498,1293.12588,115200,3
C&L03,South Lanarkshire,2017-18,3.3963,640.7826,188470,3.8469,45383.456,11809426,14.31484,1212.54096,113290,3
C&L03,South Lanarkshire,2018-19,3.0725,599.4076,195364,3.7409,45194.9056,12070238,19.72008,1276.86766,162348.2,3
C&L03,South Lanarkshire,2019-20,3.0886,555.5251,179961,3.447,43246.0143,12546007,5.900475,329.151275,102630.25,3
C&L03,South Lanarkshire,2020-21,13.4854,336.6225,24960,10.4579,41489.7545,3965942,323.745175,267.8612,126801.5,3
C&L03,South Lanarkshire,2021-22,3.5171,461.6232,131083,4.7461,41590.0501,8758605,13.76375,330.48025,175435.75,3
C&L03,Stirling,2010-11,4.646,245.2414,52756,5.1759,47999.5246,9270129,4.4273,632.5131875,182290.75,2
C&L03,Stirling,2011-12,5.0139,322.9321,64428,4.2127,49350.3406,11707609,4.21115,673.635175,187694.5,2
C&L03,Stirling,2012-13,4.5935,316.5492,68915,4.2603,47351.4788,11102498,5.0665625,707.3268375,158833.125,2
C&L03,Stirling,2013-14,4.3743,309.4608,70697,3.8857,45396.5029,11670085,4.801875,615.8677,193723.75,2
C&L03,Stirling,2014-15,4.0485,336.9899,83310,3.83,45654.6528,11917948,5.297825,597.639475,215446.75,2
C&L03,Stirling,2015-16,4.7779,304.05,63712,3.4749,44073.5332,12663109,3.1119375,590.097025,228070.75,2
C&L03,Stirling,2016-17,4.0585,297.3988,73304,3.7007,46200.7958,12466473,2.8007125,545.7436125,221703.5,2
C&L03,Stirling,2017-18,3.8469,292.3639,76043,3.8469,45383.456,11809426,2.9497375,552.1666625,232721.75,2
C&L03,Stirling,2018-19,3.687,286.767,77789,3.7409,45194.9056,12070238,2.955275,535.6667,219781.25,2
C&L03,Stirling,2019-20,8.6544,282.5061,32625,3.447,43246.0143,12546007,3.415375,549.595625,220093.625,2
C&L03,Stirling,2020-21,57.4106,271.9664,4737,10.4579,41489.7545,3965942,11.20414286,473.9985714,189399,2
C&L03,Stirling,2021-22,3.717,261.7863,70408,4.7461,41590.0501,8758605,4.5006,512.7243143,155562,2
C&L03,West Dunbartonshire,2010-11,0.8257,60.3861,72847,5.1759,47999.5246,9270129,7.5652,3820.034588,651243,Urban
C&L03,West Dunbartonshire,2011-12,0.4978,46.1332,92020,4.2127,49350.3406,11707609,5.3372,4035.2857,910248.625,Urban
C&L03,West Dunbartonshire,2012-13,0.357,30.9409,87468,4.2603,47351.4788,11102498,5.550025,3887.39695,882804.5,Urban
C&L03,West Dunbartonshire,2013-14,1.2332,114.0119,92779,3.8857,45396.5029,11670085,5.1043375,3685.462863,924603.625,Urban
C&L03,West Dunbartonshire,2014-15,1.4032,140.3166,99858,3.83,45654.6528,11917948,4.55455,3730.3227,906797.875,Urban
C&L03,West Dunbartonshire,2015-16,1.1773,163.4555,138247,3.4749,44073.5332,12663109,3.7906125,3615.308813,1011150.75,Urban
C&L03,West Dunbartonshire,2016-17,1.8336,144.2273,78759,3.7007,46200.7958,12466473,4.904,3575.354388,981401.5,Urban
C&L03,West Dunbartonshire,2017-18,3.5941,214.3269,59710,3.8469,45383.456,11809426,5.035325,3486.247588,866027.625,Urban
C&L03,West Dunbartonshire,2018-19,2.0483,112.1194,54812,3.7409,45194.9056,12070238,4.2260375,3448.884875,927654.375,Urban
C&L03,West Dunbartonshire,2019-20,1.4969,104.3586,69549,3.447,43246.0143,12546007,3.9081875,3501.075475,1029863.25,Urban
C&L03,West Dunbartonshire,2020-21,0.3079,16.4206,53463,10.4579,41489.7545,3965942,119.652375,3669.621875,143222.5,Urban
C&L03,West Lothian,2010-11,0.5299,83.8011,158320,5.1759,47999.5246,9270129,11.8102,596.0556333,88617.83333,3
C&L03,West Lothian,2011-12,0.4371,75.2699,170859,4.2127,49350.3406,11707609,8.6884,581.7229667,100236.1667,3
C&L03,West Lothian,2012-13,0.4403,71.4021,164007,4.2603,47351.4788,11102498,7.191783333,591.6455667,115875.5,3
C&L03,West Lothian,2013-14,0.6515,115.1753,175798,3.8857,45396.5029,11670085,5.095633333,568.7020667,134035.8333,3
C&L03,West Lothian,2014-15,0.5866,110.4131,187609,3.83,45654.6528,11917948,5.78978,673.51968,165348.8,3
C&L03,West Lothian,2015-16,0.583,109.7323,187323,3.4749,44073.5332,12663109,7.5944,612.21496,128306.8,3
C&L03,West Lothian,2016-17,0.6261,117.3943,186944,3.7007,46200.7958,12466473,21.24498,1293.12588,115200,3
C&L03,West Lothian,2017-18,0.5935,111.0104,185741,3.8469,45383.456,11809426,14.31484,1212.54096,113290,3
C&L03,West Lothian,2018-19,0.2372,108.8852,451598,3.7409,45194.9056,12070238,19.72008,1276.86766,162348.2,3
C&L03,West Lothian,2019-20,0.6641,106.4669,159370,3.447,43246.0143,12546007,5.900475,329.151275,102630.25,3
C&L03,West Lothian,2020-21,0.236,101.6025,433828,10.4579,41489.7545,3965942,323.745175,267.8612,126801.5,3
C&L03,West Lothian,2021-22,0.2098,98.9193,477010,4.7461,41590.0501,8758605,13.76375,330.48025,175435.75,3
C&L04,Aberdeen City,2010-11,26387.6244,5729.2816,217120,31955.5396,166875.0322,5222100,35391.98719,8939.601825,264392.5,Urban
C&L04,Aberdeen City,2011-12,16837.365,3711.2913,220420,29477.4623,154898.154,5254800,31473.15545,7840.209088,267021.25,Urban
C&L04,Aberdeen City,2012-13,18260.213,4107.9996,224970,28158.957,149625.437,5313600,29570.20716,7513.581275,267672.5,Urban
C&L04,Aberdeen City,2013-14,20042.8451,4552.3312,227130,27102.6697,144394.8734,5327700,31051.8592,7569.7194,268736.25,Urban
C&L04,Aberdeen City,2014-15,20733.4921,4747.7619,228990,26919.6717,143955.6357,5347600,29349.90639,7732.365063,270203.75,Urban
C&L04,Aberdeen City,2015-16,21049.69,4848.7973,230350,24911.7079,133850.5819,5373000,28733.77645,7380.070738,272122.5,Urban
C&L04,Aberdeen City,2016-17,19963.6229,4588.439,229840,23292.7344,125890.2647,5404700,25605.32755,6532.57205,274565,Urban
C&L04,Aberdeen City,2017-18,13700.4708,3134.669,228800,21775.3869,118127.1207,5424800,23580.57758,6019.702,276196.25,Urban
C&L04,Aberdeen City,2018-19,12682.3555,2885.9969,227560,21711.3968,118068.7531,5438100,24200.33193,6237.585863,277400,Urban
C&L04,Aberdeen City,2019-20,13617.4065,3113.8921,228670,21200.9249,115827.0015,5463300,23545.88258,6156.962338,279483.75,Urban
C&L04,Aberdeen City,2020-21,13132.1482,3008.0508,229060,19614.195,107211.2005,5466000,22970.2704,5810.202563,279991.25,Urban
C&L04,Aberdeen City,2021-22,14269.6717,3245.3508,227430,20320.0927,111352.1035,5479900,24021.01669,5700.471725,279442.5,Urban
C&L04,Aberdeenshire,2010-11,24112.8691,5926.4606,245780,31955.5396,166875.0322,5222100,21562.08485,2631.261025,110796.25,Rural
C&L04,Aberdeenshire,2011-12,19931.4796,4935.0341,247600,29477.4623,154898.154,5254800,22874.17576,2713.965238,111188.75,Rural
C&L04,Aberdeenshire,2012-13,18120.1578,4630.4248,255540,28158.957,149625.437,5313600,20193.44365,2678.024225,114023.75,Rural
C&L04,Aberdeenshire,2013-14,18596.8488,4793.1522,257740,27102.6697,144394.8734,5327700,17507.49738,2232.102338,114381.25,Rural
C&L04,Aberdeenshire,2014-15,18773.0506,4890.3787,260500,26919.6717,143955.6357,5347600,17927.53956,2199.204,114662.5,Rural
C&L04,Aberdeenshire,2015-16,19984.532,5235.1466,261960,24911.7079,133850.5819,5373000,16758.1586,2066.62555,114825,Rural
C&L04,Aberdeenshire,2016-17,19820.1783,5196.6532,262190,23292.7344,125890.2647,5404700,16779.85528,2053.141988,115011.25,Rural
C&L04,Aberdeenshire,2017-18,19790.7414,5181.2165,261800,21775.3869,118127.1207,5424800,17794.59913,2131.728775,115005,Rural
C&L04,Aberdeenshire,2018-19,20858.8472,5453.9628,261470,21711.3968,118068.7531,5438100,16203.3148,1898.214075,114917.5,Rural
C&L04,Aberdeenshire,2019-20,19576.4726,5113.5716,261210,21200.9249,115827.0015,5463300,15511.54021,1854.605238,114898.75,Rural
C&L04,Aberdeenshire,2020-21,15466.3382,4033.3128,260780,19614.195,107211.2005,5466000,14529.71546,1613.966538,114617.5,Rural
C&L04,Aberdeenshire,2021-22,19600.2803,5148.797,262690,20320.0927,111352.1035,5479900,17189.96785,1962.647875,115487.5,Rural
C&L04,Angus,2010-11,36044.8591,3985.4801,110570,31955.5396,166875.0322,5222100,33270.50005,4448.542563,133232.5,3
C&L04,Angus,2011-12,33667.5915,3724.6456,110630,29477.4623,154898.154,5254800,31174.88639,4245.161213,133642.5,3
C&L04,Angus,2012-13,30639.2153,3560.5837,116210,28158.957,149625.437,5313600,28261.68373,4049.985438,136012.5,3
C&L04,Angus,2013-14,31126.393,3618.1319,116240,27102.6697,144394.8734,5327700,28621.70775,4172.485525,136115,3
C&L04,Angus,2014-15,31400.5099,3663.1835,116660,26919.6717,143955.6357,5347600,27943.0556,4018.144263,136630,3
C&L04,Angus,2015-16,32169.53,3760.6184,116900,24911.7079,133850.5819,5373000,25360.96324,3845.918138,137178.75,3
C&L04,Angus,2016-17,26195.0787,3052.2511,116520,23292.7344,125890.2647,5404700,24407.67678,3508.271975,137826.25,3
C&L04,Angus,2017-18,27733.0275,3224.7962,116280,21775.3869,118127.1207,5424800,21028.99331,3154.178225,138456.25,3
C&L04,Angus,2018-19,23142.6766,2685.4756,116040,21711.3968,118068.7531,5438100,22500.41694,3390.399513,138881.25,3
C&L04,Angus,2019-20,24883.5714,2891.4712,116200,21200.9249,115827.0015,5463300,20280.87206,3054.465675,139532.5,3
C&L04,Angus,2020-21,26813.5761,3105.5482,115820,19614.195,107211.2005,5466000,19957.06248,3204.456725,139676.25,3
C&L04,Angus,2021-22,26253.1096,3048.5115,116120,20320.0927,111352.1035,5479900,20412.47608,3225.492025,140471.25,3
C&L04,Argyll & Bute,2010-11,19314.4818,1722.8513,89200,31955.5396,166875.0322,5222100,21562.08485,2631.261025,110796.25,Rural
C&L04,Argyll & Bute,2011-12,22413.2858,2008.0065,89590,29477.4623,154898.154,5254800,22874.17576,2713.965238,111188.75,Rural
C&L04,Argyll & Bute,2012-13,25101.6508,2181.3335,86900,28158.957,149625.437,5313600,20193.44365,2678.024225,114023.75,Rural
C&L04,Argyll & Bute,2013-14,24681.4996,2173.2059,88050,27102.6697,144394.8734,5327700,17507.49738,2232.102338,114381.25,Rural
C&L04,Argyll & Bute,2014-15,20494.1028,1796.5126,87660,26919.6717,143955.6357,5347600,17927.53956,2199.204,114662.5,Rural
C&L04,Argyll & Bute,2015-16,19719.4713,1713.4246,86890,24911.7079,133850.5819,5373000,16758.1586,2066.62555,114825,Rural
C&L04,Argyll & Bute,2016-17,19363.291,1687.1234,87130,23292.7344,125890.2647,5404700,16779.85528,2053.141988,115011.25,Rural
C&L04,Argyll & Bute,2017-18,27310.056,2370.7858,86810,21775.3869,118127.1207,5424800,17794.59913,2131.728775,115005,Rural
C&L04,Argyll & Bute,2018-19,21096.508,1819.7844,86260,21711.3968,118068.7531,5438100,16203.3148,1898.214075,114917.5,Rural
C&L04,Argyll & Bute,2019-20,19874.6009,1706.6321,85870,21200.9249,115827.0015,5463300,15511.54021,1854.605238,114898.75,Rural
C&L04,Argyll & Bute,2020-21,21515.6505,1838.0822,85430,19614.195,107211.2005,5466000,14529.71546,1613.966538,114617.5,Rural
C&L04,Argyll & Bute,2021-22,21752.1338,1875.4691,86220,20320.0927,111352.1035,5479900,17189.96785,1962.647875,115487.5,Rural
C&L04,Clackmannanshire,2010-11,40064.7592,2028.4787,50630,31955.5396,166875.0322,5222100,33270.50005,4448.542563,133232.5,3
C&L04,Clackmannanshire,2011-12,32090.3838,1629.229,50770,29477.4623,154898.154,5254800,31174.88639,4245.161213,133642.5,3
C&L04,Clackmannanshire,2012-13,28149.6152,1443.512,51280,28158.957,149625.437,5313600,28261.68373,4049.985438,136012.5,3
C&L04,Clackmannanshire,2013-14,26430.2905,1355.3452,51280,27102.6697,144394.8734,5327700,28621.70775,4172.485525,136115,3
C&L04,Clackmannanshire,2014-15,30489.0501,1560.7347,51190,26919.6717,143955.6357,5347600,27943.0556,4018.144263,136630,3
C&L04,Clackmannanshire,2015-16,21699.1568,1114.469,51360,24911.7079,133850.5819,5373000,25360.96324,3845.918138,137178.75,3
C&L04,Clackmannanshire,2016-17,29567.6596,1518.2993,51350,23292.7344,125890.2647,5404700,24407.67678,3508.271975,137826.25,3
C&L04,Clackmannanshire,2017-18,15338.4453,789.1628,51450,21775.3869,118127.1207,5424800,21028.99331,3154.178225,138456.25,3
C&L04,Clackmannanshire,2018-19,14598.0127,750.3376,51400,21711.3968,118068.7531,5438100,22500.41694,3390.399513,138881.25,3
C&L04,Clackmannanshire,2019-20,20370.7997,1049.9108,51540,21200.9249,115827.0015,5463300,20280.87206,3054.465675,139532.5,3
C&L04,Clackmannanshire,2020-21,14646.9702,751.243,51290,19614.195,107211.2005,5466000,19957.06248,3204.456725,139676.25,3
C&L04,Clackmannanshire,2021-22,18359.0935,946.2276,51540,20320.0927,111352.1035,5479900,20412.47608,3225.492025,140471.25,3
C&L04,Dumfries & Galloway,2010-11,29780.0886,4413.112,148190,31955.5396,166875.0322,5222100,21562.08485,2631.261025,110796.25,Rural
C&L04,Dumfries & Galloway,2011-12,29174.1246,4319.5206,148060,29477.4623,154898.154,5254800,22874.17576,2713.965238,111188.75,Rural
C&L04,Dumfries & Galloway,2012-13,25050.4556,3778.36,150830,28158.957,149625.437,5313600,20193.44365,2678.024225,114023.75,Rural
C&L04,Dumfries & Galloway,2013-14,22165.2692,3330.7754,150270,27102.6697,144394.8734,5327700,17507.49738,2232.102338,114381.25,Rural
C&L04,Dumfries & Galloway,2014-15,21684.9077,3251.4348,149940,26919.6717,143955.6357,5347600,17927.53956,2199.204,114662.5,Rural
C&L04,Dumfries & Galloway,2015-16,18909.4638,2830.1797,149670,24911.7079,133850.5819,5373000,16758.1586,2066.62555,114825,Rural
C&L04,Dumfries & Galloway,2016-17,22365.2973,3344.0597,149520,23292.7344,125890.2647,5404700,16779.85528,2053.141988,115011.25,Rural
C&L04,Dumfries & Galloway,2017-18,21952.7837,3275.3554,149200,21775.3869,118127.1207,5424800,17794.59913,2131.728775,115005,Rural
C&L04,Dumfries & Galloway,2018-19,19831.1757,2950.6812,148790,21711.3968,118068.7531,5438100,16203.3148,1898.214075,114917.5,Rural
C&L04,Dumfries & Galloway,2019-20,19190.409,2856.685,148860,21200.9249,115827.0015,5463300,15511.54021,1854.605238,114898.75,Rural
C&L04,Dumfries & Galloway,2020-21,19475.1842,2887.9751,148290,19614.195,107211.2005,5466000,14529.71546,1613.966538,114617.5,Rural
C&L04,Dumfries & Galloway,2021-22,20092.4785,2989.5596,148790,20320.0927,111352.1035,5479900,17189.96785,1962.647875,115487.5,Rural
C&L04,Dundee City,2010-11,42901.0186,6190.1875,144290,31955.5396,166875.0322,5222100,35391.98719,8939.601825,264392.5,Urban
