DataType,Code,LocalAuthority,Period,Value,Numerator,Denominator
Real,ECON12a,Moray,2014-15,0.01475,870.4166667,61333
Real,ECON12a,Moray,2015-16,0.013833333,820,58947
Real,ECON12a,Moray,2016-17,0.01725,1018.333333,60476
Real,ECON12a,Moray,2017-18,0.01825,1072.916667,57619
Real,ECON12a,Moray,2018-19,0.020333333,1208.75,58846
Real,ECON12a,Moray,2019-20,0.025166667,1483.333333,58333
Real,ECON12a,Moray,2020-21,0.048916667,2867.083333,59118
Real,ECON12a,Moray,2021-22,0.036583333,2148.333333,58935
Real,ECON12a,Moray,2022-23,0.024,1418.333333,58857.08333
Real,ECON12a,Moray,2023-24,0.020888889,1060,58935
Real,ECON12a,North Ayrshire,2010-11,0.060083333,5261.25,87619
Real,ECON12a,North Ayrshire,2011-12,0.063666667,5553.333333,86343
Real,ECON12a,North Ayrshire,2012-13,0.066166667,5698.75,85448
Real,ECON12a,North Ayrshire,2013-14,0.05875,5023.75,85364
Real,ECON12a,North Ayrshire,2014-15,0.046083333,3895,84186
Real,ECON12a,North Ayrshire,2015-16,0.041333333,3473.75,83372
Real,ECON12a,North Ayrshire,2016-17,0.041333333,3439.166667,83293
Real,ECON12a,North Ayrshire,2017-18,0.039666667,3280.416667,82111
Real,ECON12a,North Ayrshire,2018-19,0.053416667,4389.583333,81579
Real,ECON12a,North Ayrshire,2019-20,0.055333333,4518.75,81727
Real,ECON12a,North Ayrshire,2020-21,0.08475,6864.583333,81446
Real,ECON12a,North Ayrshire,2021-22,0.063,5102.916667,81035
Real,ECON12a,North Ayrshire,2022-23,0.045916667,3724.166667,81011.66667
Real,ECON12a,North Ayrshire,2023-24,0.044333333,3596.111111,81035
Real,ECON12a,North Lanarkshire,2010-11,0.051416667,11404.16667,221226
Real,ECON12a,North Lanarkshire,2011-12,0.054083333,11995.83333,221316
Real,ECON12a,North Lanarkshire,2012-13,0.053333333,11800.41667,221887
Real,ECON12a,North Lanarkshire,2013-14,0.046,10127.08333,219524
Real,ECON12a,North Lanarkshire,2014-15,0.0345,7599.583333,220625
Real,ECON12a,North Lanarkshire,2015-16,0.029166667,6381.25,216034
Real,ECON12a,North Lanarkshire,2016-17,0.0275,6035.833333,220714
Real,ECON12a,North Lanarkshire,2017-18,0.02725,5986.25,221071
Real,ECON12a,North Lanarkshire,2018-19,0.03375,7374.166667,218333
Real,ECON12a,North Lanarkshire,2019-20,0.03775,8266.25,222297
Real,ECON12a,North Lanarkshire,2020-21,0.067166667,14700.83333,218409
Real,ECON12a,North Lanarkshire,2021-22,0.050083333,10977.08333,219178
Real,ECON12a,North Lanarkshire,2022-23,0.03475,7657.916667,219012.75
Real,ECON12a,North Lanarkshire,2023-24,0.033888889,7428.333333,219178
Real,ECON12a,Orkney Islands,2010-11,0.013916667,189.5833333,13529
Real,ECON12a,Orkney Islands,2011-12,0.0165,223.3333333,13611
Real,ECON12a,Orkney Islands,2012-13,0.013666667,182.5,13214
Real,ECON12a,Orkney Islands,2013-14,0.011083333,149.5833333,13636
Real,ECON12a,Orkney Islands,2014-15,0.007916667,105,14286
Real,ECON12a,Orkney Islands,2015-16,0.00625,84.58333333,12778
Real,ECON12a,Orkney Islands,2016-17,0.008916667,118.3333333,13182
Real,ECON12a,Orkney Islands,2017-18,0.008833333,119.1666667,13889
Real,ECON12a,Orkney Islands,2018-19,0.008666667,116.25,13929
Real,ECON12a,Orkney Islands,2019-20,0.0135,180.8333333,13333
Real,ECON12a,Orkney Islands,2020-21,0.028666667,385.4166667,13276
Real,ECON12a,Orkney Islands,2021-22,0.02025,273.3333333,13447
Real,ECON12a,Orkney Islands,2022-23,0.015666667,211.25,13460.66667
Real,ECON12a,Orkney Islands,2023-24,0.015555556,209.4444444,13447
Real,ECON12a,Perth & Kinross,2010-11,0.023,2121.666667,92308
Real,ECON12a,Perth & Kinross,2011-12,0.02475,2264.166667,90185
Real,ECON12a,Perth & Kinross,2012-13,0.022916667,2113.75,92174
Real,ECON12a,Perth & Kinross,2013-14,0.020083333,1827.083333,93947
Real,ECON12a,Perth & Kinross,2014-15,0.01425,1328.75,93077
Real,ECON12a,Perth & Kinross,2015-16,0.01125,1042.916667,95000
Real,ECON12a,Perth & Kinross,2016-17,0.011583333,1064.583333,93077
Real,ECON12a,Perth & Kinross,2017-18,0.01175,1085.833333,91154
Real,ECON12a,Perth & Kinross,2018-19,0.0145,1325,92632
Real,ECON12a,Perth & Kinross,2019-20,0.019583333,1791.666667,93000
Real,ECON12a,Perth & Kinross,2020-21,0.046,4215.833333,92667
Real,ECON12a,Perth & Kinross,2021-22,0.033166667,3069.583333,92594
Real,ECON12a,Perth & Kinross,2022-23,0.023083333,2142.916667,92501.25
Real,ECON12a,Perth & Kinross,2023-24,0.023222222,2162.777778,92594
Real,ECON12a,Renfrewshire,2010-11,0.04525,5160.833333,114894
Real,ECON12a,Renfrewshire,2011-12,0.049166667,5613.333333,114038
Real,ECON12a,Renfrewshire,2012-13,0.048166667,5455.833333,112700
Real,ECON12a,Renfrewshire,2013-14,0.042666667,4807.083333,111154
Real,ECON12a,Renfrewshire,2014-15,0.0305,3424.583333,113103
Real,ECON12a,Renfrewshire,2015-16,0.02625,2962.5,112222
Real,ECON12a,Renfrewshire,2016-17,0.025333333,2861.25,112407
Real,ECON12a,Renfrewshire,2017-18,0.027166667,3096.25,112759
Real,ECON12a,Renfrewshire,2018-19,0.028,3200,115938
Real,ECON12a,Renfrewshire,2019-20,0.034,3892.083333,114714
Real,ECON12a,Renfrewshire,2020-21,0.063083333,7281.25,114921
Real,ECON12a,Renfrewshire,2021-22,0.045083333,5214.583333,115571
Real,ECON12a,Renfrewshire,2022-23,0.03125,3612.916667,115500.25
Real,ECON12a,Renfrewshire,2023-24,0.031888889,3702.777778,115571
Real,ECON12a,Scottish Borders,2010-11,0.02875,2022.083333,69688
Real,ECON12a,Scottish Borders,2011-12,0.030333333,2128.75,68971
Real,ECON12a,Scottish Borders,2012-13,0.029666667,2078.75,69219
Real,ECON12a,Scottish Borders,2013-14,0.026916667,1857.083333,67692
Real,ECON12a,Scottish Borders,2014-15,0.019666667,1341.25,67500
Real,ECON12a,Scottish Borders,2015-16,0.016666667,1135.416667,69211
Real,ECON12a,Scottish Borders,2016-17,0.016666667,1135.416667,66842
Real,ECON12a,Scottish Borders,2017-18,0.016166667,1099.166667,67353
Real,ECON12a,Scottish Borders,2018-19,0.0195,1325,66923
Real,ECON12a,Scottish Borders,2019-20,0.02625,1780.416667,67857
Real,ECON12a,Scottish Borders,2020-21,0.053416667,3597.5,67222
Real,ECON12a,Scottish Borders,2021-22,0.040166667,2720.416667,67642
Real,ECON12a,Scottish Borders,2022-23,0.029583333,2007.5,67623.83333
Real,ECON12a,Scottish Borders,2023-24,0.029111111,1976.666667,67642
Real,ECON12a,Shetland Islands,2010-11,0.014083333,211.25,15313
Real,ECON12a,Shetland Islands,2011-12,0.013166667,196.6666667,14375
Real,ECON12a,Shetland Islands,2012-13,0.014583333,214.1666667,14375
Real,ECON12a,Shetland Islands,2013-14,0.010083333,149.5833333,14500
Real,ECON12a,Shetland Islands,2014-15,0.0065,95.83333333,15000
Real,ECON12a,Shetland Islands,2015-16,0.007166667,106.6666667,14500
Real,ECON12a,Shetland Islands,2016-17,0.009083333,130.4166667,14500
Real,ECON12a,Shetland Islands,2017-18,0.0075,105.4166667,13333
Real,ECON12a,Shetland Islands,2018-19,0.009833333,140.8333333,13571
Real,ECON12a,Shetland Islands,2019-20,0.016166667,225.4166667,13947
Real,ECON12a,Shetland Islands,2020-21,0.034833333,483.3333333,13906
Real,ECON12a,Shetland Islands,2021-22,0.024333333,339.1666667,13912
Real,ECON12a,Shetland Islands,2022-23,0.018,250.4166667,13889
Real,ECON12a,Shetland Islands,2023-24,0.015888889,221.1111111,13912
Real,ECON12a,South Ayrshire,2010-11,0.040916667,2865.833333,69432
Real,ECON12a,South Ayrshire,2011-12,0.043,3001.666667,69681
Real,ECON12a,South Ayrshire,2012-13,0.044083333,3057.916667,69333
Real,ECON12a,South Ayrshire,2013-14,0.039583333,2727.083333,68514
Real,ECON12a,South Ayrshire,2014-15,0.031,2117.083333,68036
Real,ECON12a,South Ayrshire,2015-16,0.02475,1668.333333,67200
Real,ECON12a,South Ayrshire,2016-17,0.024833333,1675,68269
Real,ECON12a,South Ayrshire,2017-18,0.024416667,1637.5,67400
Real,ECON12a,South Ayrshire,2018-19,0.034,2263.333333,66000
Real,ECON12a,South Ayrshire,2019-20,0.04025,2656.25,65595
Real,ECON12a,South Ayrshire,2020-21,0.070666667,4654.166667,66000
Real,ECON12a,South Ayrshire,2021-22,0.053333333,3505,65844
Real,ECON12a,South Ayrshire,2022-23,0.037166667,2448.333333,65801.41667
Real,ECON12a,South Ayrshire,2023-24,0.034333333,2273.888889,65844
Real,ECON12a,South Lanarkshire,2010-11,0.043916667,9032.083333,207444
Real,ECON12a,South Lanarkshire,2011-12,0.045333333,9269.166667,203750
Real,ECON12a,South Lanarkshire,2012-13,0.045166667,9190.416667,202717
Real,ECON12a,South Lanarkshire,2013-14,0.039166667,7976.666667,204857
Real,ECON12a,South Lanarkshire,2014-15,0.02925,5925,204630
Real,ECON12a,South Lanarkshire,2015-16,0.023416667,4723.333333,200652
Real,ECON12a,South Lanarkshire,2016-17,0.022083333,4460.833333,198913
Real,ECON12a,South Lanarkshire,2017-18,0.023083333,4657.916667,200714
Real,ECON12a,South Lanarkshire,2018-19,0.032833333,6645.833333,201667
Real,ECON12a,South Lanarkshire,2019-20,0.0345,6950,201286
Real,ECON12a,South Lanarkshire,2020-21,0.062916667,12733.33333,200714
Real,ECON12a,South Lanarkshire,2021-22,0.046833333,9472.083333,202430
Real,ECON12a,South Lanarkshire,2022-23,0.032,6466.25,202359.0833
Real,ECON12a,South Lanarkshire,2023-24,0.030333333,6168.333333,202430
Real,ECON12a,Stirling,2010-11,0.032416667,1883.333333,58000
Real,ECON12a,Stirling,2011-12,0.033333333,1952.5,58571
Real,ECON12a,Stirling,2012-13,0.03225,1893.333333,58281
Real,ECON12a,Stirling,2013-14,0.027333333,1611.666667,60000
Real,ECON12a,Stirling,2014-15,0.0195,1161.25,61176
Real,ECON12a,Stirling,2015-16,0.014833333,893.75,62188
Real,ECON12a,Stirling,2016-17,0.0155,943.75,59412
Real,ECON12a,Stirling,2017-18,0.01775,1085,61304
Real,ECON12a,Stirling,2018-19,0.024,1450,59423
Real,ECON12a,Stirling,2019-20,0.024583333,1483.333333,61200
Real,ECON12a,Stirling,2020-21,0.047583333,2865.416667,60667
Real,ECON12a,Stirling,2021-22,0.032,1910.833333,59731
Real,ECON12a,Stirling,2022-23,0.023583333,1406.666667,59786.75
Real,ECON12a,Stirling,2023-24,0.023666667,1420,59731
Real,ECON12a,West Dunbartonshire,2010-11,0.057,3409.166667,59921
Real,ECON12a,West Dunbartonshire,2011-12,0.063166667,3762.916667,59338
Real,ECON12a,West Dunbartonshire,2012-13,0.064166667,3789.166667,58769
Real,ECON12a,West Dunbartonshire,2013-14,0.05725,3347.5,58558
Real,ECON12a,West Dunbartonshire,2014-15,0.042166667,2451.666667,57500
Real,ECON12a,West Dunbartonshire,2015-16,0.038083333,2207.083333,57179
Real,ECON12a,West Dunbartonshire,2016-17,0.03625,2092.5,57432
Real,ECON12a,West Dunbartonshire,2017-18,0.035083333,2025.416667,56410
Real,ECON12a,West Dunbartonshire,2018-19,0.036916667,2100,55952
Real,ECON12a,West Dunbartonshire,2019-20,0.048333333,2724.583333,56569
Real,ECON12a,West Dunbartonshire,2020-21,0.082916667,4636.25,56438
Real,ECON12a,West Dunbartonshire,2021-22,0.063333333,3512.083333,55414
Real,ECON12a,West Dunbartonshire,2022-23,0.0455,2519.166667,55466
Real,ECON12a,West Dunbartonshire,2023-24,0.044,2442.777778,55414
Real,ECON12a,West Lothian,2010-11,0.040166667,4637.5,114634
Real,ECON12a,West Lothian,2011-12,0.039083333,4521.25,115854
Real,ECON12a,West Lothian,2012-13,0.038333333,4417.083333,114535
Real,ECON12a,West Lothian,2013-14,0.032666667,3756.25,115167
Real,ECON12a,West Lothian,2014-15,0.022416667,2581.666667,118500
Real,ECON12a,West Lothian,2015-16,0.017416667,2015.833333,118056
Real,ECON12a,West Lothian,2016-17,0.01825,2112.083333,114500
Real,ECON12a,West Lothian,2017-18,0.017583333,2050.416667,115263
Real,ECON12a,West Lothian,2018-19,0.02175,2549.166667,118393
Real,ECON12a,West Lothian,2019-20,0.028083333,3296.666667,118966
Real,ECON12a,West Lothian,2020-21,0.054416667,6411.666667,116607
Real,ECON12a,West Lothian,2021-22,0.038666667,4612.5,118894
Real,ECON12a,West Lothian,2022-23,0.0265,3148.333333,118770.6667
Real,ECON12a,West Lothian,2023-24,0.026555556,3154.444444,118894
Real,ECON12b,Aberdeen City,2010-11,0.027395162,943.3333333,34267
Real,ECON12b,Aberdeen City,2011-12,0.026492019,928.3333333,35042
Real,ECON12b,Aberdeen City,2012-13,0.021739338,758.3333333,34883
Real,ECON12b,Aberdeen City,2013-14,0.01545444,533.75,34537
Real,ECON12b,Aberdeen City,2014-15,0.009832152,332.9166667,33860
Real,ECON12b,Aberdeen City,2015-16,0.01147332,379.5833333,33084
Real,ECON12b,Aberdeen City,2016-17,0.018378992,569.5833333,30991
Real,ECON12b,Aberdeen City,2017-18,0.020355528,586.6666667,28821
Real,ECON12b,Aberdeen City,2018-19,0.019906544,544.5833333,27357
Real,ECON12b,Aberdeen City,2019-20,0.026887702,725,26964
Real,ECON12b,Aberdeen City,2020-21,0.062287262,1640.833333,26343
Real,ECON12b,Aberdeen City,2021-22,0.05000809,1236.25,24721
Real,ECON12b,Aberdeen City,2022-23,0.032917358,813.3333333,24721
Real,ECON12b,Aberdeen City,2023-24,0.034613536,854.4444444,24721
Real,ECON12b,Aberdeenshire,2010-11,0.029262389,737.5,25203
Real,ECON12b,Aberdeenshire,2011-12,0.029505488,750,25419
Real,ECON12b,Aberdeenshire,2012-13,0.0238485,604.5833333,25351
Real,ECON12b,Aberdeenshire,2013-14,0.015713706,400.4166667,25482
Real,ECON12b,Aberdeenshire,2014-15,0.010564219,266.25,25474
Real,ECON12b,Aberdeenshire,2015-16,0.013294551,337.0833333,25355
Real,ECON12b,Aberdeenshire,2016-17,0.020267024,506.25,24979
Real,ECON12b,Aberdeenshire,2017-18,0.01927743,468.75,24316
Real,ECON12b,Aberdeenshire,2018-19,0.020320458,478.75,23560
Real,ECON12b,Aberdeenshire,2019-20,0.02836747,645.4166667,22752
Real,ECON12b,Aberdeenshire,2020-21,0.055363515,1241.25,22420
Real,ECON12b,Aberdeenshire,2021-22,0.041053248,934.1666667,22755
Real,ECON12b,Aberdeenshire,2022-23,0.02634952,599.1666667,22755
Real,ECON12b,Aberdeenshire,2023-24,0.024443981,555,22755
Real,ECON12b,Angus,2010-11,0.059694572,676.25,11503
Real,ECON12b,Angus,2011-12,0.063505078,735.8333333,11587
Real,ECON12b,Angus,2012-13,0.059794907,695.8333333,11637
Real,ECON12b,Angus,2013-14,0.044281018,520.8333333,11762
Real,ECON12b,Angus,2014-15,0.032926193,378.75,11791
Real,ECON12b,Angus,2015-16,0.028406664,332.5,11705
Real,ECON12b,Angus,2016-17,0.034196951,393.3333333,11502
Real,ECON12b,Angus,2017-18,0.036066566,407.0833333,11287
Real,ECON12b,Angus,2018-19,0.045689132,501.6666667,10980
Real,ECON12b,Angus,2019-20,0.04576063,490.4166667,10717
Real,ECON12b,Angus,2020-21,0.075661201,802.9166667,10612
Real,ECON12b,Angus,2021-22,0.054021045,575,10644
Real,ECON12b,Angus,2022-23,0.038949956,414.1666667,10644
Real,ECON12b,Angus,2023-24,0.04327592,460,10644
Real,ECON12b,Argyll & Bute,2010-11,0.05604402,480.4166667,8587
Real,ECON12b,Argyll & Bute,2011-12,0.057784851,508.3333333,8797
Real,ECON12b,Argyll & Bute,2012-13,0.056033438,462.5,8254
Real,ECON12b,Argyll & Bute,2013-14,0.04097585,360.8333333,8806
Real,ECON12b,Argyll & Bute,2014-15,0.02605683,223.75,8747
Real,ECON12b,Argyll & Bute,2015-16,0.020725637,180.4166667,8705
Real,ECON12b,Argyll & Bute,2016-17,0.019342175,169.1666667,8746
Real,ECON12b,Argyll & Bute,2017-18,0.020102552,172.5,8581
Real,ECON12b,Argyll & Bute,2018-19,0.020345829,170.4166667,8376
Real,ECON12b,Argyll & Bute,2019-20,0.028164854,230.4166667,8181
Real,ECON12b,Argyll & Bute,2020-21,0.064903747,527.0833333,8121
Real,ECON12b,Argyll & Bute,2021-22,0.042517007,350,8232
Real,ECON12b,Argyll & Bute,2022-23,0.027787901,228.75,8232
Real,ECON12b,Argyll & Bute,2023-24,0.027555232,227.7777778,8232
Real,ECON12b,Clackmannanshire,2010-11,0.100859485,545.8333333,5449
Real,ECON12b,Clackmannanshire,2011-12,0.111656273,608.75,5452
Real,ECON12b,Clackmannanshire,2012-13,0.107350127,579.5833333,5399
Real,ECON12b,Clackmannanshire,2013-14,0.089129893,476.6666667,5348
Real,ECON12b,Clackmannanshire,2014-15,0.058879305,320.8333333,5361
Real,ECON12b,Clackmannanshire,2015-16,0.044076493,236.25,5360
Real,ECON12b,Clackmannanshire,2016-17,0.043729066,235,5374
Real,ECON12b,Clackmannanshire,2017-18,0.050153595,266.6666667,5317
Real,ECON12b,Clackmannanshire,2018-19,0.062070405,322.0833333,5189
Real,ECON12b,Clackmannanshire,2019-20,0.066378916,338.3333333,5097
Real,ECON12b,Clackmannanshire,2020-21,0.099278281,492.9166667,4965
Real,ECON12b,Clackmannanshire,2021-22,0.062891493,311.25,4949
Real,ECON12b,Clackmannanshire,2022-23,0.045547922,225.4166667,4949
Real,ECON12b,Clackmannanshire,2023-24,0.050829258,250.5555556,4949
Real,ECON12b,Dumfries & Galloway,2010-11,0.06686599,956.6666667,14382
Real,ECON12b,Dumfries & Galloway,2011-12,0.074478847,1092.083333,14663
Real,ECON12b,Dumfries & Galloway,2012-13,0.071179844,1042.5,14646
Real,ECON12b,Dumfries & Galloway,2013-14,0.057403693,830,14459
Real,ECON12b,Dumfries & Galloway,2014-15,0.035779678,514.5833333,14458
Real,ECON12b,Dumfries & Galloway,2015-16,0.029797239,426.6666667,14319
Real,ECON12b,Dumfries & Galloway,2016-17,0.027577681,386.6666667,14021
Real,ECON12b,Dumfries & Galloway,2017-18,0.025138169,344.1666667,13691
Real,ECON12b,Dumfries & Galloway,2018-19,0.03122502,416.6666667,13344
Real,ECON12b,Dumfries & Galloway,2019-20,0.04208115,554.1666667,13169
Real,ECON12b,Dumfries & Galloway,2020-21,0.072414197,926.25,12791
Real,ECON12b,Dumfries & Galloway,2021-22,0.045005694,579.5833333,12878
Real,ECON12b,Dumfries & Galloway,2022-23,0.033163794,427.9166667,12878
Real,ECON12b,Dumfries & Galloway,2023-24,0.034722265,447.2222222,12878
Real,ECON12b,Dundee City,2010-11,0.065537289,1516.666667,23479
Real,ECON12b,Dundee City,2011-12,0.070578231,1729.166667,24500
Real,ECON12b,Dundee City,2012-13,0.067274929,1638.75,24359
Real,ECON12b,Dundee City,2013-14,0.052251581,1261.666667,24146
Real,ECON12b,Dundee City,2014-15,0.03948564,927.0833333,23460
Real,ECON12b,Dundee City,2015-16,0.034788039,789.1666667,22685
Real,ECON12b,Dundee City,2016-17,0.03886995,843.75,21707
Real,ECON12b,Dundee City,2017-18,0.038007295,795.4166667,20928
Real,ECON12b,Dundee City,2018-19,0.044523867,918.75,20635
Real,ECON12b,Dundee City,2019-20,0.047511294,992.0833333,20881
Real,ECON12b,Dundee City,2020-21,0.075643394,1555.833333,20568
Real,ECON12b,Dundee City,2021-22,0.057925258,1123.75,19400
Real,ECON12b,Dundee City,2022-23,0.04282646,829.5833333,19400
Real,ECON12b,Dundee City,2023-24,0.043218786,838.3333333,19400
Real,ECON12b,East Ayrshire,2010-11,0.10213311,1385,13728
Real,ECON12b,East Ayrshire,2011-12,0.105751878,1445.416667,13668
Real,ECON12b,East Ayrshire,2012-13,0.104421693,1407.5,13479
Real,ECON12b,East Ayrshire,2013-14,0.087448174,1167.083333,13346
Real,ECON12b,East Ayrshire,2014-15,0.060065802,824.5833333,13196
Real,ECON12b,East Ayrshire,2015-16,0.048736323,632.5,12978
Real,ECON12b,East Ayrshire,2016-17,0.046585077,590,12665
Real,ECON12b,East Ayrshire,2017-18,0.047851906,589.5833333,12321
Real,ECON12b,East Ayrshire,2018-19,0.059987837,723.3333333,12058
Real,ECON12b,East Ayrshire,2019-20,0.063637264,749.5833333,11779
Real,ECON12b,East Ayrshire,2020-21,0.10452748,1207.083333,11548
Real,ECON12b,East Ayrshire,2021-22,0.07384012,850.4166667,11517
Real,ECON12b,East Ayrshire,2022-23,0.051662759,595,11517
Real,ECON12b,East Ayrshire,2023-24,0.050849652,586.6666667,11517
Real,ECON12b,East Dunbartonshire,2010-11,0.048484319,549.5833333,11447
Real,ECON12b,East Dunbartonshire,2011-12,0.051289864,589.1666667,11487
Real,ECON12b,East Dunbartonshire,2012-13,0.045658216,536.6666667,11754
Real,ECON12b,East Dunbartonshire,2013-14,0.033920178,392.0833333,11559
Real,ECON12b,East Dunbartonshire,2014-15,0.021766984,249.1666667,11589
Real,ECON12b,East Dunbartonshire,2015-16,0.016093474,182.5,11340
Real,ECON12b,East Dunbartonshire,2016-17,0.018915558,210.4166667,11124
Real,ECON12b,East Dunbartonshire,2017-18,0.020708237,224.1666667,10825
Real,ECON12b,East Dunbartonshire,2018-19,0.021109011,223.3333333,10580
Real,ECON12b,East Dunbartonshire,2019-20,0.023912761,245.4166667,10263
Real,ECON12b,East Dunbartonshire,2020-21,0.052866232,534.5833333,10112
Real,ECON12b,East Dunbartonshire,2021-22,0.032092907,321.25,10010
Real,ECON12b,East Dunbartonshire,2022-23,0.021728272,218.3333333,10010
Real,ECON12b,East Dunbartonshire,2023-24,0.020660007,208.8888889,10010
Real,ECON12b,East Lothian,2010-11,0.059597844,621.6666667,10452
Real,ECON12b,East Lothian,2011-12,0.063800222,669.5833333,10495
Real,ECON12b,East Lothian,2012-13,0.057569114,617.0833333,10719
Real,ECON12b,East Lothian,2013-14,0.048424366,520.4166667,10747
Real,ECON12b,East Lothian,2014-15,0.034084386,356.25,10731
Real,ECON12b,East Lothian,2015-16,0.025024678,270.4166667,10806
Real,ECON12b,East Lothian,2016-17,0.024853665,267.5,10763
Real,ECON12b,East Lothian,2017-18,0.031642535,330,10429
Real,ECON12b,East Lothian,2018-19,0.033731338,340.4166667,10092
Real,ECON12b,East Lothian,2019-20,0.032163292,312.9166667,9729
Real,ECON12b,East Lothian,2020-21,0.071573038,684.1666667,9559
Real,ECON12b,East Lothian,2021-22,0.047030309,447.9166667,9524
Real,ECON12b,East Lothian,2022-23,0.028436931,270.8333333,9524
Real,ECON12b,East Lothian,2023-24,0.032166457,306.1111111,9524
Real,ECON12b,East Renfrewshire,2010-11,0.043425682,422.0833333,9854
Real,ECON12b,East Renfrewshire,2011-12,0.042913477,431.6666667,10059
Real,ECON12b,East Renfrewshire,2012-13,0.040666469,411.6666667,10123
Real,ECON12b,East Renfrewshire,2013-14,0.032678125,330.8333333,10124
Real,ECON12b,East Renfrewshire,2014-15,0.021311143,210,10179
Real,ECON12b,East Renfrewshire,2015-16,0.014932802,150,10045
Real,ECON12b,East Renfrewshire,2016-17,0.01712272,172.0833333,10050
Real,ECON12b,East Renfrewshire,2017-18,0.01622389,160,9862
Real,ECON12b,East Renfrewshire,2018-19,0.015751614,152.9166667,9708
Real,ECON12b,East Renfrewshire,2019-20,0.01987032,190,9562
Real,ECON12b,East Renfrewshire,2020-21,0.048653866,466.25,9583
Real,ECON12b,East Renfrewshire,2021-22,0.027628589,267.5,9682
Real,ECON12b,East Renfrewshire,2022-23,0.016697652,161.6666667,9682
Real,ECON12b,East Renfrewshire,2023-24,0.018465721,178.3333333,9682
Real,ECON12b,Edinburgh City,2010-11,0.040649821,2825.833333,69455
Real,ECON12b,Edinburgh City,2011-12,0.042125999,2992.083333,71027
Real,ECON12b,Edinburgh City,2012-13,0.038638841,2717.083333,70320
Real,ECON12b,Edinburgh City,2013-14,0.03102325,2149.166667,69276
Real,ECON12b,Edinburgh City,2014-15,0.021098793,1465.416667,67809
Real,ECON12b,Edinburgh City,2015-16,0.015579333,1048.333333,67290
Real,ECON12b,Edinburgh City,2016-17,0.014257366,949.5833333,66603
Real,ECON12b,Edinburgh City,2017-18,0.012512723,819.5833333,65500
Real,ECON12b,Edinburgh City,2018-19,0.011076962,720.8333333,65075
Real,ECON12b,Edinburgh City,2019-20,0.015784383,1025.416667,64964
Real,ECON12b,Edinburgh City,2020-21,0.045083472,2906.666667,64473
Real,ECON12b,Edinburgh City,2021-22,0.031043261,1894.166667,61017
Real,ECON12b,Edinburgh City,2022-23,0.019065725,1162.083333,61017
Real,ECON12b,Edinburgh City,2023-24,0.019843359,1211.666667,61017
Real,ECON12b,Eilean Siar,2010-11,0.035528423,88.75,2498
Real,ECON12b,Eilean Siar,2011-12,0.042617495,104.5833333,2454
Real,ECON12b,Eilean Siar,2012-13,0.037056011,90.41666667,2440
Real,ECON12b,Eilean Siar,2013-14,0.031292517,76.66666667,2450
Real,ECON12b,Eilean Siar,2014-15,0.022184414,55.41666667,2315
Real,ECON12b,Eilean Siar,2015-16,0.024178301,55.41666667,2292
Real,ECON12b,Eilean Siar,2016-17,0.020915896,47.5,2271
Real,ECON12b,Eilean Siar,2017-18,0.016802598,37.08333333,2207
Real,ECON12b,Eilean Siar,2018-19,0.019316953,41.66666667,2157
Real,ECON12b,Eilean Siar,2019-20,0.026004161,54.16666667,2083
Real,ECON12b,Eilean Siar,2020-21,0.063088963,131.6666667,2087
Real,ECON12b,Eilean Siar,2021-22,0.034339562,71.66666667,2087
Real,ECON12b,Eilean Siar,2022-23,0.021162754,44.16666667,2087
Real,ECON12b,Eilean Siar,2023-24,0.021810041,45,2087
Real,ECON12b,Falkirk,2010-11,0.079690908,1288.333333,16198
Real,ECON12b,Falkirk,2011-12,0.084512339,1385.833333,16398
Real,ECON12b,Falkirk,2012-13,0.075875506,1242.916667,16381
Real,ECON12b,Falkirk,2013-14,0.064514641,1048.75,16256
Real,ECON12b,Falkirk,2014-15,0.041080175,665.4166667,16328
Real,ECON12b,Falkirk,2015-16,0.031998243,522.0833333,16316
Real,ECON12b,Falkirk,2016-17,0.033843695,547.0833333,16165
Real,ECON12b,Falkirk,2017-18,0.034625106,557.0833333,16089
Real,ECON12b,Falkirk,2018-19,0.040491201,635.8333333,15703
Real,ECON12b,Falkirk,2019-20,0.044756554,697.0833333,15575
Real,ECON12b,Falkirk,2020-21,0.080424533,1239.583333,15413
Real,ECON12b,Falkirk,2021-22,0.056466836,867.5,15363
Real,ECON12b,Falkirk,2022-23,0.041333073,634.1666667,15363
Real,ECON12b,Falkirk,2023-24,0.042297085,650,15363
Real,ECON12b,Fife,2010-11,0.073819173,3048.333333,41701
Real,ECON12b,Fife,2011-12,0.080117963,3384.583333,42245
Real,ECON12b,Fife,2012-13,0.074326019,3160.416667,42521
Real,ECON12b,Fife,2013-14,0.063134884,2678.75,42429
Real,ECON12b,Fife,2014-15,0.0440537,1837.083333,41844
Real,ECON12b,Fife,2015-16,0.033113442,1382.916667,41763
Real,ECON12b,Fife,2016-17,0.032085208,1333.75,41569
Real,ECON12b,Fife,2017-18,0.034675114,1431.25,41276
Real,ECON12b,Fife,2018-19,0.044674134,1806.666667,40441
Real,ECON12b,Fife,2019-20,0.045503524,1822.916667,40061
Real,ECON12b,Fife,2020-21,0.077600724,3087.5,39787
Real,ECON12b,Fife,2021-22,0.056826467,2208.333333,38861
Real,ECON12b,Fife,2022-23,0.038534778,1497.083333,38861
Real,ECON12b,Fife,2023-24,0.040701332,1578.888889,38861
