DataType,Code,LocalAuthority,Period,Value,Numerator,Denominator
Real,ECON05,Midlothian,2016-17,18.62092315,165,88610
Real,ECON05,Midlothian,2017-18,22.42202242,202,90090
Real,ECON05,Midlothian,2018-19,16.75060215,153,91340
Real,ECON05,Midlothian,2019-20,16.11507679,149,92460
Real,ECON05,Midlothian,2020-21,8.051529791,75,93150
Real,ECON05,Midlothian,2021-22,13.09674694,124,94680
Real,ECON05,Midlothian,2022-23,12.77989016,121,94680
Real,ECON05,Midlothian,2023-24,6.337135615,60,94680
Real,ECON05,Moray,2014-15,12.66223488,120,94770
Real,ECON05,Moray,2015-16,14.34404774,137,95510
Real,ECON05,Moray,2016-17,13.73998126,132,96070
Real,ECON05,Moray,2017-18,13.36395907,128,95780
Real,ECON05,Moray,2018-19,12.56281407,120,95520
Real,ECON05,Moray,2019-20,16.17616364,155,95820
Real,ECON05,Moray,2020-21,9.403406123,90,95710
Real,ECON05,Moray,2021-22,12.44684161,120,96410
Real,ECON05,Moray,2022-23,11.09843377,107,96410
Real,ECON05,Moray,2023-24,6.430868167,62,96410
Real,ECON05,North Ayrshire,2014-15,20.95545135,286,136480
Real,ECON05,North Ayrshire,2015-16,15.42643062,210,136130
Real,ECON05,North Ayrshire,2016-17,22.3710354,304,135890
Real,ECON05,North Ayrshire,2017-18,22.38751013,304,135790
Real,ECON05,North Ayrshire,2018-19,21.65878179,293,135280
Real,ECON05,North Ayrshire,2019-20,21.74558409,293,134740
Real,ECON05,North Ayrshire,2020-21,8.491620112,114,134250
Real,ECON05,North Ayrshire,2021-22,8.27000447,111,134220
Real,ECON05,North Ayrshire,2022-23,11.02667263,148,134220
Real,ECON05,North Ayrshire,2023-24,7.077931754,95,134220
Real,ECON05,North Lanarkshire,2014-15,16.65680473,563,338000
Real,ECON05,North Lanarkshire,2015-16,14.781529,500,338260
Real,ECON05,North Lanarkshire,2016-17,16.61805003,564,339390
Real,ECON05,North Lanarkshire,2017-18,15.50182374,527,339960
Real,ECON05,North Lanarkshire,2018-19,15.05085543,512,340180
Real,ECON05,North Lanarkshire,2019-20,14.99838884,512,341370
Real,ECON05,North Lanarkshire,2020-21,9.468253503,323,341140
Real,ECON05,North Lanarkshire,2021-22,16.93028705,578,341400
Real,ECON05,North Lanarkshire,2022-23,14.46983011,494,341400
Real,ECON05,North Lanarkshire,2023-24,7.322788518,250,341400
Real,ECON05,Orkney Islands,2014-15,22.24281742,48,21580
Real,ECON05,Orkney Islands,2015-16,19.84310106,43,21670
Real,ECON05,Orkney Islands,2016-17,22.42562929,49,21850
Real,ECON05,Orkney Islands,2017-18,21.81818182,48,22000
Real,ECON05,Orkney Islands,2018-19,19.82875169,44,22190
Real,ECON05,Orkney Islands,2019-20,14.818141,33,22270
Real,ECON05,Orkney Islands,2020-21,15.625,35,22400
Real,ECON05,Orkney Islands,2021-22,22.62644188,51,22540
Real,ECON05,Orkney Islands,2022-23,17.3025732,39,22540
Real,ECON05,Orkney Islands,2023-24,8.873114463,20,22540
Real,ECON05,Perth & Kinross,2014-15,21.28516753,317,148930
Real,ECON05,Perth & Kinross,2015-16,20.27612886,304,149930
Real,ECON05,Perth & Kinross,2016-17,15.79506238,238,150680
Real,ECON05,Perth & Kinross,2017-18,21.24420913,321,151100
Real,ECON05,Perth & Kinross,2018-19,16.72285016,253,151290
Real,ECON05,Perth & Kinross,2019-20,17.37413623,264,151950
Real,ECON05,Perth & Kinross,2020-21,17.44453953,265,151910
Real,ECON05,Perth & Kinross,2021-22,14.75846824,227,153810
Real,ECON05,Perth & Kinross,2022-23,16.31883493,251,153810
Real,ECON05,Perth & Kinross,2023-24,9.882322346,152,153810
Real,ECON05,Renfrewshire,2014-15,17.84996843,311,174230
Real,ECON05,Renfrewshire,2015-16,17.64436297,308,174560
Real,ECON05,Renfrewshire,2016-17,18.5300972,326,175930
Real,ECON05,Renfrewshire,2017-18,14.98614488,265,176830
Real,ECON05,Renfrewshire,2018-19,16.64885539,296,177790
Real,ECON05,Renfrewshire,2019-20,16.52707984,296,179100
Real,ECON05,Renfrewshire,2020-21,4.84976866,87,179390
Real,ECON05,Renfrewshire,2021-22,14.67155719,264,179940
Real,ECON05,Renfrewshire,2022-23,11.55940869,208,179940
Real,ECON05,Renfrewshire,2023-24,9.058575081,163,179940
Real,ECON05,Scottish Borders,2014-15,19.72991933,225,114040
Real,ECON05,Scottish Borders,2015-16,19.46856091,222,114030
Real,ECON05,Scottish Borders,2016-17,19.12162752,219,114530
Real,ECON05,Scottish Borders,2017-18,19.47487393,224,115020
Real,ECON05,Scottish Borders,2018-19,18.91211937,218,115270
Real,ECON05,Scottish Borders,2019-20,15.23677604,176,115510
Real,ECON05,Scottish Borders,2020-21,0.260326276,3,115240
Real,ECON05,Scottish Borders,2021-22,13.18738149,153,116020
Real,ECON05,Scottish Borders,2022-23,18.70367178,217,116020
Real,ECON05,Scottish Borders,2023-24,10.94638855,127,116020
Real,ECON05,Shetland Islands,2014-15,9.043927649,21,23220
Real,ECON05,Shetland Islands,2015-16,6.465517241,15,23200
Real,ECON05,Shetland Islands,2016-17,9.913793103,23,23200
Real,ECON05,Shetland Islands,2017-18,10.83188908,25,23080
Real,ECON05,Shetland Islands,2018-19,15.65898217,36,22990
Real,ECON05,Shetland Islands,2019-20,16.14310646,37,22920
Real,ECON05,Shetland Islands,2020-21,20.11368605,46,22870
Real,ECON05,Shetland Islands,2021-22,25.28334786,58,22940
Real,ECON05,Shetland Islands,2022-23,20.48823017,47,22940
Real,ECON05,Shetland Islands,2023-24,10.46207498,24,22940
Real,ECON05,South Ayrshire,2014-15,21.59424154,243,112530
Real,ECON05,South Ayrshire,2015-16,13.70106762,154,112400
Real,ECON05,South Ayrshire,2016-17,11.64755046,131,112470
Real,ECON05,South Ayrshire,2017-18,17.83812567,201,112680
Real,ECON05,South Ayrshire,2018-19,20.96845846,236,112550
Real,ECON05,South Ayrshire,2019-20,20.69088003,233,112610
Real,ECON05,South Ayrshire,2020-21,11.94934903,134,112140
Real,ECON05,South Ayrshire,2021-22,13.51711872,152,112450
Real,ECON05,South Ayrshire,2022-23,19.91996443,224,112450
Real,ECON05,South Ayrshire,2023-24,3.823921743,43,112450
Real,ECON05,South Lanarkshire,2014-15,15.92134475,502,315300
Real,ECON05,South Lanarkshire,2015-16,14.92584511,472,316230
Real,ECON05,South Lanarkshire,2016-17,16.90318512,536,317100
Real,ECON05,South Lanarkshire,2017-18,15.58915045,496,318170
Real,ECON05,South Lanarkshire,2018-19,15.29684659,488,319020
Real,ECON05,South Lanarkshire,2019-20,13.97685084,448,320530
Real,ECON05,South Lanarkshire,2020-21,8.914656194,286,320820
Real,ECON05,South Lanarkshire,2021-22,15.68360041,506,322630
Real,ECON05,South Lanarkshire,2022-23,16.21051979,523,322630
Real,ECON05,South Lanarkshire,2023-24,6.478008865,209,322630
Real,ECON05,Stirling,2014-15,26.00524476,238,91520
Real,ECON05,Stirling,2015-16,25.09964451,233,92830
Real,ECON05,Stirling,2016-17,24.96,234,93750
Real,ECON05,Stirling,2017-18,24.25531915,228,94000
Real,ECON05,Stirling,2018-19,22.79232482,215,94330
Real,ECON05,Stirling,2019-20,25.26271096,238,94210
Real,ECON05,Stirling,2020-21,18.81377551,177,94080
Real,ECON05,Stirling,2021-22,19.25751578,180,93470
Real,ECON05,Stirling,2022-23,18.61559859,174,93470
Real,ECON05,Stirling,2023-24,11.01957847,103,93470
Real,ECON05,West Dunbartonshire,2014-15,24.07758332,216,89710
Real,ECON05,West Dunbartonshire,2015-16,20.20314767,181,89590
Real,ECON05,West Dunbartonshire,2016-17,21.58913866,194,89860
Real,ECON05,West Dunbartonshire,2017-18,22.54212699,202,89610
Real,ECON05,West Dunbartonshire,2018-19,23.22450353,207,89130
Real,ECON05,West Dunbartonshire,2019-20,23.05183852,205,88930
Real,ECON05,West Dunbartonshire,2020-21,22.63980077,200,88340
Real,ECON05,West Dunbartonshire,2021-22,22.89554619,201,87790
Real,ECON05,West Dunbartonshire,2022-23,23.35117895,205,87790
Real,ECON05,West Dunbartonshire,2023-24,13.21335004,116,87790
Real,ECON05,West Lothian,2014-15,26.41083521,468,177200
Real,ECON05,West Lothian,2015-16,22.45869504,401,178550
Real,ECON05,West Lothian,2016-17,22.48376173,405,180130
Real,ECON05,West Lothian,2017-18,22.22712481,403,181310
Real,ECON05,West Lothian,2018-19,21.02778083,383,182140
Real,ECON05,West Lothian,2019-20,19.44292736,356,183100
Real,ECON05,West Lothian,2020-21,14.36187575,264,183820
Real,ECON05,West Lothian,2021-22,17.40489277,323,185580
Real,ECON05,West Lothian,2022-23,16.16553508,300,185580
Real,ECON05,West Lothian,2023-24,7.54391637,140,185580
Real,ECON12a,Aberdeen City,2010-11,0.021583333,3363.333333,157391
Real,ECON12a,Aberdeen City,2011-12,0.02225,3527.083333,158043
Real,ECON12a,Aberdeen City,2012-13,0.020166667,3231.666667,162895
Real,ECON12a,Aberdeen City,2013-14,0.01575,2546.25,156667
Real,ECON12a,Aberdeen City,2014-15,0.011416667,1847.916667,161667
Real,ECON12a,Aberdeen City,2015-16,0.01525,2476.666667,163500
Real,ECON12a,Aberdeen City,2016-17,0.022333333,3566.25,161458
Real,ECON12a,Aberdeen City,2017-18,0.021833333,3446.25,156136
Real,ECON12a,Aberdeen City,2018-19,0.019583333,3091.25,160714
Real,ECON12a,Aberdeen City,2019-20,0.02425,3817.916667,154259
Real,ECON12a,Aberdeen City,2020-21,0.057,8898.333333,156048
Real,ECON12a,Aberdeen City,2021-22,0.047083333,7276.666667,154229
Real,ECON12a,Aberdeen City,2022-23,0.0335,5175.416667,154303.9167
Real,ECON12a,Aberdeen City,2023-24,0.031222222,4800.555556,154229
Real,ECON12a,Aberdeenshire,2010-11,0.014,2272.5,162188
Real,ECON12a,Aberdeenshire,2011-12,0.014166667,2347.916667,163667
Real,ECON12a,Aberdeenshire,2012-13,0.012333333,2050.416667,166250
Real,ECON12a,Aberdeenshire,2013-14,0.0095,1572.083333,173750
Real,ECON12a,Aberdeenshire,2014-15,0.00675,1112.5,156250
Real,ECON12a,Aberdeenshire,2015-16,0.010083333,1652.5,165667
Real,ECON12a,Aberdeenshire,2016-17,0.015083333,2508.75,166875
Real,ECON12a,Aberdeenshire,2017-18,0.013666667,2232.5,158214
Real,ECON12a,Aberdeenshire,2018-19,0.013333333,2187.5,163438
Real,ECON12a,Aberdeenshire,2019-20,0.017416667,2800,164167
Real,ECON12a,Aberdeenshire,2020-21,0.039583333,6339.583333,160000
Real,ECON12a,Aberdeenshire,2021-22,0.029583333,4758.75,160495
Real,ECON12a,Aberdeenshire,2022-23,0.019416667,3123.75,160540.5833
Real,ECON12a,Aberdeenshire,2023-24,0.018444444,2934.444444,160495
Real,ECON12a,Angus,2010-11,0.030583333,2211.25,73125
Real,ECON12a,Angus,2011-12,0.031583333,2288.75,71875
Real,ECON12a,Angus,2012-13,0.030833333,2214.166667,72333
Real,ECON12a,Angus,2013-14,0.024666667,1768.75,72619
Real,ECON12a,Angus,2014-15,0.018833333,1351.666667,71944
Real,ECON12a,Angus,2015-16,0.018166667,1285.833333,69524
Real,ECON12a,Angus,2016-17,0.021,1479.583333,70227
Real,ECON12a,Angus,2017-18,0.022166667,1548.333333,69231
Real,ECON12a,Angus,2018-19,0.029333333,2034.583333,69063
Real,ECON12a,Angus,2019-20,0.030666667,2116.666667,70000
Real,ECON12a,Angus,2020-21,0.054416667,3752.5,69630
Real,ECON12a,Angus,2021-22,0.0405,2791.666667,69017
Real,ECON12a,Angus,2022-23,0.02875,1978.75,68981.75
Real,ECON12a,Angus,2023-24,0.028666667,1977.777778,69017
Real,ECON12a,Argyll & Bute,2010-11,0.032166667,1772.083333,55139
Real,ECON12a,Argyll & Bute,2011-12,0.035083333,1909.583333,52179
Real,ECON12a,Argyll & Bute,2012-13,0.034083333,1804.583333,53056
Real,ECON12a,Argyll & Bute,2013-14,0.028916667,1540.833333,53214
Real,ECON12a,Argyll & Bute,2014-15,0.01975,1040.833333,52000
Real,ECON12a,Argyll & Bute,2015-16,0.01675,880,53056
Real,ECON12a,Argyll & Bute,2016-17,0.0165,863.75,51111
Real,ECON12a,Argyll & Bute,2017-18,0.017,876.6666667,50833
Real,ECON12a,Argyll & Bute,2018-19,0.019333333,989.1666667,50926
Real,ECON12a,Argyll & Bute,2019-20,0.027416667,1389.166667,50333
Real,ECON12a,Argyll & Bute,2020-21,0.058333333,2953.75,50439
Real,ECON12a,Argyll & Bute,2021-22,0.040416667,2063.75,51002
Real,ECON12a,Argyll & Bute,2022-23,0.027666667,1415.416667,50930.41667
Real,ECON12a,Argyll & Bute,2023-24,0.026444444,1344.444444,51002
Real,ECON12a,Clackmannanshire,2010-11,0.05175,1751.666667,33661
Real,ECON12a,Clackmannanshire,2011-12,0.05525,1866.25,33596
Real,ECON12a,Clackmannanshire,2012-13,0.053166667,1767.916667,33148
Real,ECON12a,Clackmannanshire,2013-14,0.048,1587.5,33182
Real,ECON12a,Clackmannanshire,2014-15,0.036166667,1184.166667,32500
Real,ECON12a,Clackmannanshire,2015-16,0.026,844.5833333,32679
Real,ECON12a,Clackmannanshire,2016-17,0.02675,867.0833333,32931
Real,ECON12a,Clackmannanshire,2017-18,0.033333333,1075.416667,32195
Real,ECON12a,Clackmannanshire,2018-19,0.042333333,1362.5,31977
Real,ECON12a,Clackmannanshire,2019-20,0.04175,1341.25,32143
Real,ECON12a,Clackmannanshire,2020-21,0.066333333,2111.25,32344
Real,ECON12a,Clackmannanshire,2021-22,0.048916667,1562.916667,31945
Real,ECON12a,Clackmannanshire,2022-23,0.036916667,1177.083333,31928.75
Real,ECON12a,Clackmannanshire,2023-24,0.033,2802.777778,31945
Real,ECON12a,Dumfries & Galloway,2010-11,0.031833333,2953.75,93971
Real,ECON12a,Dumfries & Galloway,2011-12,0.035166667,3249.583333,91154
Real,ECON12a,Dumfries & Galloway,2012-13,0.036916667,3377.916667,91282
Real,ECON12a,Dumfries & Galloway,2013-14,0.032583333,2948.75,90000
Real,ECON12a,Dumfries & Galloway,2014-15,0.022666667,2043.75,90238
Real,ECON12a,Dumfries & Galloway,2015-16,0.018416667,1645.416667,88889
Real,ECON12a,Dumfries & Galloway,2016-17,0.017166667,1524.166667,86579
Real,ECON12a,Dumfries & Galloway,2017-18,0.01775,1570.833333,87105
Real,ECON12a,Dumfries & Galloway,2018-19,0.023083333,2005,88000
Real,ECON12a,Dumfries & Galloway,2019-20,0.031416667,2729.583333,88182
Real,ECON12a,Dumfries & Galloway,2020-21,0.054916667,4747.916667,86481
Real,ECON12a,Dumfries & Galloway,2021-22,0.041,3536.25,86346
Real,ECON12a,Dumfries & Galloway,2022-23,0.0295,2555,86331.83333
Real,ECON12a,Dumfries & Galloway,2023-24,0.030222222,2169.444444,86346
Real,ECON12a,Dundee City,2010-11,0.0525,5126.666667,98661
Real,ECON12a,Dundee City,2011-12,0.056166667,5555.416667,98772
Real,ECON12a,Dundee City,2012-13,0.057666667,5685.416667,99386
Real,ECON12a,Dundee City,2013-14,0.049833333,4927.083333,98152
Real,ECON12a,Dundee City,2014-15,0.0385,3805.833333,99286
Real,ECON12a,Dundee City,2015-16,0.032833333,3248.75,98429
Real,ECON12a,Dundee City,2016-17,0.034916667,3448.75,100152
Real,ECON12a,Dundee City,2017-18,0.03325,3292.916667,99730
Real,ECON12a,Dundee City,2018-19,0.043833333,4322.916667,99149
Real,ECON12a,Dundee City,2019-20,0.04625,4581.25,98556
Real,ECON12a,Dundee City,2020-21,0.07125,7028.75,99710
Real,ECON12a,Dundee City,2021-22,0.05675,5545.833333,97773
Real,ECON12a,Dundee City,2022-23,0.042666667,4171.666667,97949.5
Real,ECON12a,Dundee City,2023-24,0.039333333,3773.333333,97773
Real,ECON12a,East Ayrshire,2010-11,0.0545,4339.166667,80088
Real,ECON12a,East Ayrshire,2011-12,0.057833333,4597.916667,79426
Real,ECON12a,East Ayrshire,2012-13,0.0595,4686.666667,78051
Real,ECON12a,East Ayrshire,2013-14,0.053083333,4145.416667,78571
Real,ECON12a,East Ayrshire,2014-15,0.040583333,3143.333333,76579
Real,ECON12a,East Ayrshire,2015-16,0.033916667,2622.083333,77121
Real,ECON12a,East Ayrshire,2016-17,0.033,2532.916667,76000
Real,ECON12a,East Ayrshire,2017-18,0.033583333,2565,75375
Real,ECON12a,East Ayrshire,2018-19,0.046666667,3550.833333,76300
Real,ECON12a,East Ayrshire,2019-20,0.048583333,3691.25,75208
Real,ECON12a,East Ayrshire,2020-21,0.077,5820.833333,75733
Real,ECON12a,East Ayrshire,2021-22,0.059666667,4521.25,75654
Real,ECON12a,East Ayrshire,2022-23,0.042666667,3230.833333,75607.83333
Real,ECON12a,East Ayrshire,2023-24,0.041333333,3345.555556,75654
Real,ECON12a,East Dunbartonshire,2010-11,0.028416667,1884.166667,66034
Real,ECON12a,East Dunbartonshire,2011-12,0.028,1841.666667,66607
Real,ECON12a,East Dunbartonshire,2012-13,0.025666667,1694.166667,65800
Real,ECON12a,East Dunbartonshire,2013-14,0.02,1310.833333,65588
Real,ECON12a,East Dunbartonshire,2014-15,0.014166667,927.5,64286
Real,ECON12a,East Dunbartonshire,2015-16,0.011916667,779.5833333,63333
Real,ECON12a,East Dunbartonshire,2016-17,0.012083333,786.25,64643
Real,ECON12a,East Dunbartonshire,2017-18,0.016583333,1074.166667,63333
Real,ECON12a,East Dunbartonshire,2018-19,0.01775,1149.166667,63684
Real,ECON12a,East Dunbartonshire,2019-20,0.018916667,1228.75,65000
Real,ECON12a,East Dunbartonshire,2020-21,0.04125,2655.833333,65513
Real,ECON12a,East Dunbartonshire,2021-22,0.029083333,1880,64307
Real,ECON12a,East Dunbartonshire,2022-23,0.019583333,1270,64292.25
Real,ECON12a,East Dunbartonshire,2023-24,0.023888889,1642.777778,64307
Real,ECON12a,East Lothian,2010-11,0.030083333,1897.916667,64063
Real,ECON12a,East Lothian,2011-12,0.03225,2043.75,62714
Real,ECON12a,East Lothian,2012-13,0.03125,1994.166667,64242
Real,ECON12a,East Lothian,2013-14,0.0275,1744.583333,63462
Real,ECON12a,East Lothian,2014-15,0.020333333,1304.583333,63421
Real,ECON12a,East Lothian,2015-16,0.016583333,1072.083333,65294
Real,ECON12a,East Lothian,2016-17,0.018583333,1202.5,66250
Real,ECON12a,East Lothian,2017-18,0.02675,1746.666667,64310
Real,ECON12a,East Lothian,2018-19,0.028416667,1853.75,65172
Real,ECON12a,East Lothian,2019-20,0.026583333,1733.75,66154
Real,ECON12a,East Lothian,2020-21,0.051416667,3411.25,65755
Real,ECON12a,East Lothian,2021-22,0.036833333,2471.666667,66893
Real,ECON12a,East Lothian,2022-23,0.02275,1517.916667,66898.91667
Real,ECON12a,East Lothian,2023-24,0.022555556,1500,66893
Real,ECON12a,East Renfrewshire,2010-11,0.025416667,1427.5,55962
Real,ECON12a,East Renfrewshire,2011-12,0.025166667,1419.166667,55577
Real,ECON12a,East Renfrewshire,2012-13,0.023833333,1331.666667,55833
Real,ECON12a,East Renfrewshire,2013-14,0.01925,1087.083333,56875
Real,ECON12a,East Renfrewshire,2014-15,0.013833333,787.0833333,55714
Real,ECON12a,East Renfrewshire,2015-16,0.011416667,653.75,56818
Real,ECON12a,East Renfrewshire,2016-17,0.012083333,689.1666667,55769
Real,ECON12a,East Renfrewshire,2017-18,0.011666667,663.75,57917
Real,ECON12a,East Renfrewshire,2018-19,0.012333333,707.9166667,55667
Real,ECON12a,East Renfrewshire,2019-20,0.0165,935.8333333,57353
Real,ECON12a,East Renfrewshire,2020-21,0.0385,2193.75,57432
Real,ECON12a,East Renfrewshire,2021-22,0.025666667,1476.666667,57033
Real,ECON12a,East Renfrewshire,2022-23,0.017083333,981.25,56905.25
Real,ECON12a,East Renfrewshire,2023-24,0.019222222,1140,57033
Real,ECON12a,Edinburgh City,2010-11,0.031833333,10543.75,333485
Real,ECON12a,Edinburgh City,2011-12,0.033416667,11285.83333,333750
Real,ECON12a,Edinburgh City,2012-13,0.03325,11263.33333,340000
Real,ECON12a,Edinburgh City,2013-14,0.0285,9732.916667,346923
Real,ECON12a,Edinburgh City,2014-15,0.020916667,7183.75,349722
Real,ECON12a,Edinburgh City,2015-16,0.0155,5381.25,344375
Real,ECON12a,Edinburgh City,2016-17,0.014583333,5205,359667
Real,ECON12a,Edinburgh City,2017-18,0.013666667,4887.5,359286
Real,ECON12a,Edinburgh City,2018-19,0.013083333,4805,368333
Real,ECON12a,Edinburgh City,2019-20,0.017833333,6533.75,364250
Real,ECON12a,Edinburgh City,2020-21,0.048166667,17727.5,368500
Real,ECON12a,Edinburgh City,2021-22,0.035416667,13022.08333,366367
Real,ECON12a,Edinburgh City,2022-23,0.02375,8727.916667,366824.0833
Real,ECON12a,Edinburgh City,2023-24,0.022111111,6862.222222,366367
Real,ECON12a,Eilean Siar,2010-11,0.029916667,510.4166667,17258
Real,ECON12a,Eilean Siar,2011-12,0.03,509.1666667,16618
Real,ECON12a,Eilean Siar,2012-13,0.029833333,503.75,16667
Real,ECON12a,Eilean Siar,2013-14,0.02775,459.5833333,16333
Real,ECON12a,Eilean Siar,2014-15,0.022583333,370,16250
Real,ECON12a,Eilean Siar,2015-16,0.021333333,340.8333333,15870
Real,ECON12a,Eilean Siar,2016-17,0.02,318.3333333,15455
Real,ECON12a,Eilean Siar,2017-18,0.017833333,281.25,15526
Real,ECON12a,Eilean Siar,2018-19,0.017333333,269.1666667,15217
Real,ECON12a,Eilean Siar,2019-20,0.023666667,367.5,15500
Real,ECON12a,Eilean Siar,2020-21,0.051833333,798.3333333,15500
Real,ECON12a,Eilean Siar,2021-22,0.034666667,538.3333333,15508
Real,ECON12a,Eilean Siar,2022-23,0.02125,327.0833333,15508.75
Real,ECON12a,Eilean Siar,2023-24,0.020555556,887.7777778,15508
Real,ECON12a,Falkirk,2010-11,0.042083333,4288.333333,101915
Real,ECON12a,Falkirk,2011-12,0.044583333,4563.333333,102174
Real,ECON12a,Falkirk,2012-13,0.04375,4456.25,101111
Real,ECON12a,Falkirk,2013-14,0.039333333,3993.333333,100694
Real,ECON12a,Falkirk,2014-15,0.027666667,2820.833333,103400
Real,ECON12a,Falkirk,2015-16,0.022166667,2251.666667,99783
Real,ECON12a,Falkirk,2016-17,0.022083333,2251.666667,100417
Real,ECON12a,Falkirk,2017-18,0.022916667,2348.75,101346
Real,ECON12a,Falkirk,2018-19,0.028833333,2950.416667,102206
Real,ECON12a,Falkirk,2019-20,0.032,3266.666667,100758
Real,ECON12a,Falkirk,2020-21,0.058666667,5984.166667,102288
Real,ECON12a,Falkirk,2021-22,0.0435,4437.916667,102021
Real,ECON12a,Falkirk,2022-23,0.03075,3130.416667,101995.4167
Real,ECON12a,Falkirk,2023-24,0.029888889,4025.555556,102021
Real,ECON12a,Fife,2010-11,0.043583333,10265.41667,236739
Real,ECON12a,Fife,2011-12,0.046083333,10874.58333,235638
Real,ECON12a,Fife,2012-13,0.044833333,10500.41667,232553
Real,ECON12a,Fife,2013-14,0.040333333,9398.75,229459
Real,ECON12a,Fife,2014-15,0.02925,6787.916667,234444
Real,ECON12a,Fife,2015-16,0.024583333,5705.833333,234400
Real,ECON12a,Fife,2016-17,0.024666667,5757.083333,229444
Real,ECON12a,Fife,2017-18,0.026166667,6039.166667,229194
Real,ECON12a,Fife,2018-19,0.035833333,8320,233974
Real,ECON12a,Fife,2019-20,0.03775,8722.5,231842
Real,ECON12a,Fife,2020-21,0.06375,14766.25,231250
Real,ECON12a,Fife,2021-22,0.049083333,11383.75,231635
Real,ECON12a,Fife,2022-23,0.035166667,8136.25,231873.75
Real,ECON12a,Fife,2023-24,0.036666667,10796.11111,231635
Real,ECON12a,Glasgow City,2010-11,0.061083333,25012.91667,411774
Real,ECON12a,Glasgow City,2011-12,0.060083333,24975.83333,414918
Real,ECON12a,Glasgow City,2012-13,0.058166667,24157.91667,420439
Real,ECON12a,Glasgow City,2013-14,0.049083333,20553.75,420568
Real,ECON12a,Glasgow City,2014-15,0.038583333,16242.5,424595
Real,ECON12a,Glasgow City,2015-16,0.03325,14182.5,439219
Real,ECON12a,Glasgow City,2016-17,0.031833333,13826.25,432424
Real,ECON12a,Glasgow City,2017-18,0.03175,13902.5,445000
Real,ECON12a,Glasgow City,2018-19,0.031583333,14005,446944
Real,ECON12a,Glasgow City,2019-20,0.042083333,18840,451000
Real,ECON12a,Glasgow City,2020-21,0.0805,36185.83333,446220
Real,ECON12a,Glasgow City,2021-22,0.06475,29049.58333,448645
Real,ECON12a,Glasgow City,2022-23,0.0485,21708.75,448757.9167
Real,ECON12a,Glasgow City,2023-24,0.041555556,17106.66667,448645
Real,ECON12a,Highland,2010-11,0.027166667,4017.083333,147581
Real,ECON12a,Highland,2011-12,0.026666667,3949.166667,147833
Real,ECON12a,Highland,2012-13,0.027083333,3955,145690
Real,ECON12a,Highland,2013-14,0.021833333,3162.083333,142826
Real,ECON12a,Highland,2014-15,0.016333333,2376.25,147353
Real,ECON12a,Highland,2015-16,0.01475,2145,140833
Real,ECON12a,Highland,2016-17,0.016333333,2363.75,146000
Real,ECON12a,Highland,2017-18,0.021916667,3179.166667,143846
Real,ECON12a,Highland,2018-19,0.025083333,3612.5,142222
Real,ECON12a,Highland,2019-20,0.024416667,3494.166667,146400
Real,ECON12a,Highland,2020-21,0.053833333,7717.083333,143796
Real,ECON12a,Highland,2021-22,0.035083333,5086.666667,144706
Real,ECON12a,Highland,2022-23,0.023833333,3434.166667,144586.8333
Real,ECON12a,Highland,2023-24,0.025777778,2906.111111,144706
Real,ECON12a,Inverclyde,2010-11,0.04575,2421.666667,52647
Real,ECON12a,Inverclyde,2011-12,0.0535,2799.166667,52155
Real,ECON12a,Inverclyde,2012-13,0.053,2760,52130
Real,ECON12a,Inverclyde,2013-14,0.045166667,2336.25,51625
Real,ECON12a,Inverclyde,2014-15,0.033833333,1734.166667,51212
Real,ECON12a,Inverclyde,2015-16,0.03025,1527.5,51000
Real,ECON12a,Inverclyde,2016-17,0.029833333,1487.5,49861
Real,ECON12a,Inverclyde,2017-18,0.047833333,2373.75,49423
Real,ECON12a,Inverclyde,2018-19,0.05175,2539.166667,48824
Real,ECON12a,Inverclyde,2019-20,0.047583333,2310.833333,49222
Real,ECON12a,Inverclyde,2020-21,0.063833333,3072.5,48871
Real,ECON12a,Inverclyde,2021-22,0.052666667,2517.916667,47782
Real,ECON12a,Inverclyde,2022-23,0.0385,1833.333333,47786.91667
Real,ECON12a,Inverclyde,2023-24,0.033888889,1677.777778,47782
Real,ECON12a,Midlothian,2010-11,0.036333333,1941.666667,53500
Real,ECON12a,Midlothian,2011-12,0.038666667,2067.5,53929
Real,ECON12a,Midlothian,2012-13,0.03975,2132.916667,53171
Real,ECON12a,Midlothian,2013-14,0.032583333,1751.666667,54000
Real,ECON12a,Midlothian,2014-15,0.022083333,1205,54211
Real,ECON12a,Midlothian,2015-16,0.016833333,929.5833333,56471
Real,ECON12a,Midlothian,2016-17,0.016333333,905.8333333,56944
Real,ECON12a,Midlothian,2017-18,0.02225,1252.083333,55741
Real,ECON12a,Midlothian,2018-19,0.025333333,1440,56154
Real,ECON12a,Midlothian,2019-20,0.024666667,1402.5,57500
Real,ECON12a,Midlothian,2020-21,0.051833333,2995.833333,57222
Real,ECON12a,Midlothian,2021-22,0.03625,2121.666667,58532
Real,ECON12a,Midlothian,2022-23,0.022916667,1344.583333,58376.58333
Real,ECON12a,Midlothian,2023-24,0.022777778,1326.666667,58532
Real,ECON12a,Moray,2010-11,0.023666667,1416.666667,59286
Real,ECON12a,Moray,2011-12,0.025,1480,58214
Real,ECON12a,Moray,2012-13,0.023333333,1367.5,59167
Real,ECON12a,Moray,2013-14,0.01875,1111.666667,58421
